"Date","WPS3011"
2008-12-01,101.1
2009-01-01,97.7
2009-02-01,96.2
2009-03-01,94.8
2009-04-01,94.2
2009-05-01,93.6
2009-06-01,94.2
2009-07-01,95.3
2009-08-01,97.7
2009-09-01,97.7
2009-10-01,98.1
2009-11-01,98.9
2009-12-01,99.2
2010-01-01,99.6
2010-02-01,100.3
2010-03-01,100.6
2010-04-01,100.1
2010-05-01,100.7
2010-06-01,101.4
2010-07-01,102
2010-08-01,102.1
2010-09-01,102.3
2010-10-01,102.9
2010-11-01,103.1
2010-12-01,104.3
2011-01-01,105.4
2011-02-01,106.2
2011-03-01,107.8
2011-04-01,109.5
2011-05-01,111
2011-06-01,111.7
2011-07-01,112.3
2011-08-01,112.4
2011-09-01,112.5
2011-10-01,112.4
2011-11-01,112.6
2011-12-01,112.9
2012-01-01,113.1
2012-02-01,113.7
2012-03-01,113.7
2012-04-01,114.2
2012-05-01,116
2012-06-01,116
2012-07-01,115.6
2012-08-01,115.2
2012-09-01,115.6
2012-10-01,117.1
2012-11-01,117.8
2012-12-01,118.2
