"Date","WPUIP23112021"
2014-12-01,100
2015-01-01,100.6
2015-02-01,101.9
2015-03-01,101.7
2015-04-01,101.5
2015-05-01,102.2
2015-06-01,102.1
2015-07-01,102.9
2015-08-01,102.1
2015-09-01,101
2015-10-01,100.8
2015-11-01,101.2
2015-12-01,100.8
2016-01-01,101.1
2016-02-01,101.9
2016-03-01,101.5
2016-04-01,102.1
2016-05-01,102.5
2016-06-01,104
2016-07-01,103.6
2016-08-01,103.4
2016-09-01,102.8
2016-10-01,102.6
2016-11-01,102.8
2016-12-01,103.5
2017-01-01,103.5
2017-02-01,103.5
2017-03-01,104.5
2017-04-01,104.1
2017-05-01,105
2017-06-01,104.7
2017-07-01,104.6
2017-08-01,106.8
2017-09-01,104.8
2017-10-01,105.2
2017-11-01,105.8
2017-12-01,107
2018-01-01,107.4
2018-02-01,109.3
2018-03-01,110.1
2018-04-01,110.8
2018-05-01,112.3
2018-06-01,113.6
2018-07-01,113.1
2018-08-01,111.9
2018-09-01,111.2
2018-10-01,112.4
2018-11-01,111.7
2018-12-01,112.6
2019-01-01,111.3
2019-02-01,111
2019-03-01,112.8
2019-04-01,114.6
2019-05-01,111.9
2019-06-01,111.4
2019-07-01,112.5
2019-08-01,113.4
2019-09-01,114.7
2019-10-01,112.5
2019-11-01,112.5
2019-12-01,113.9
2020-01-01,114.8
2020-02-01,113.9
2020-03-01,114.6
2020-04-01,115.9
2020-05-01,114.9
2020-06-01,119.3
2020-07-01,120.4
2020-08-01,129.4
2020-09-01,139.6
2020-10-01,139.2
2020-11-01,129.8
2020-12-01,131.5
2021-01-01,139.9
2021-02-01,143.5
2021-03-01,145.9
2021-04-01,155.6
2021-05-01,171.5
2021-06-01,182.1
2021-07-01,168.495
2021-08-01,158.069
2021-09-01,153.191
2021-10-01,152.566
2021-11-01,145.993
2021-12-01,147.513
2022-01-01,159.775
2022-02-01,171.744
2022-03-01,189.242
2022-04-01,187.974
2022-05-01,181.307
2022-06-01,171.672
2022-07-01,163.44
2022-08-01,155.282
2022-09-01,150.565
2022-10-01,152.105
2022-11-01,152.656
2022-12-01,146.098
2023-01-01,147.5
2023-02-01,145.727
2023-03-01,147.585
2023-04-01,148.345
2023-05-01,146.394
2023-06-01,148.091
2023-07-01,152.748
2023-08-01,152.566
2023-09-01,154.341
2023-10-01,155.509
2023-11-01,155.1
