"Date","WPUID61113"
1947-01-01,16.8
1947-02-01,16.9
1947-03-01,17.1
1947-04-01,17.2
1947-05-01,17.3
1947-06-01,17.3
1947-07-01,17.4
1947-08-01,17.9
1947-09-01,18
1947-10-01,18.1
1947-11-01,18.2
1947-12-01,18.3
1948-01-01,18.7
1948-02-01,18.9
1948-03-01,18.9
1948-04-01,19.1
1948-05-01,19
1948-06-01,19.1
1948-07-01,19.5
1948-08-01,20.8
1948-09-01,20.8
1948-10-01,20.9
1948-11-01,21.1
1948-12-01,21.1
1949-01-01,21.2
1949-02-01,21.1
1949-03-01,20.9
1949-04-01,20.6
1949-05-01,20.2
1949-06-01,20
1949-07-01,19.9
1949-08-01,20
1949-09-01,20
1949-10-01,20
1949-11-01,20
1949-12-01,20.2
1950-01-01,20.5
1950-02-01,20.6
1950-03-01,20.6
1950-04-01,20.6
1950-05-01,20.9
1950-06-01,21.2
1950-07-01,21.4
1950-08-01,21.7
1950-09-01,22.1
1950-10-01,22.5
1950-11-01,22.7
1950-12-01,23.5
1951-01-01,24
1951-02-01,24.1
1951-03-01,24
1951-04-01,24
1951-05-01,24
1951-06-01,23.9
1951-07-01,23.8
1951-08-01,23.7
1951-09-01,23.7
1951-10-01,23.8
1951-11-01,23.9
1951-12-01,23.9
1952-01-01,23.8
1952-02-01,23.9
1952-03-01,23.9
1952-04-01,23.9
1952-05-01,23.7
1952-06-01,23.6
1952-07-01,23.7
1952-08-01,24.3
1952-09-01,24.3
1952-10-01,24.2
1952-11-01,24.2
1952-12-01,24.1
1953-01-01,24.2
1953-02-01,24.3
1953-03-01,24.5
1953-04-01,24.5
1953-05-01,24.8
1953-06-01,25
1953-07-01,25.5
1953-08-01,25.5
1953-09-01,25.5
1953-10-01,25.4
1953-11-01,25.4
1953-12-01,25.4
1954-01-01,25.4
1954-02-01,25.3
1954-03-01,25.3
1954-04-01,25.4
1954-05-01,25.3
1954-06-01,25.4
1954-07-01,25.7
1954-08-01,25.8
1954-09-01,25.8
1954-10-01,25.9
1954-11-01,25.9
1954-12-01,25.9
1955-01-01,25.9
1955-02-01,26.1
1955-03-01,26.1
1955-04-01,26.4
1955-05-01,26.4
1955-06-01,26.4
1955-07-01,26.9
1955-08-01,27.3
1955-09-01,27.6
1955-10-01,27.7
1955-11-01,27.7
1955-12-01,27.8
1956-01-01,27.9
1956-02-01,28
1956-03-01,28.2
1956-04-01,28.4
1956-05-01,28.3
1956-06-01,28.3
1956-07-01,28.1
1956-08-01,29
1956-09-01,29.2
1956-10-01,29.2
1956-11-01,29.1
1956-12-01,29.1
1957-01-01,29.3
1957-02-01,29.3
1957-03-01,29.3
1957-04-01,29.3
1957-05-01,29.3
1957-06-01,29.2
1957-07-01,29.6
1957-08-01,29.7
1957-09-01,29.7
1957-10-01,29.7
1957-11-01,29.7
1957-12-01,29.7
1958-01-01,29.6
1958-02-01,29.5
1958-03-01,29.5
1958-04-01,29.4
1958-05-01,29.4
1958-06-01,29.4
1958-07-01,29.4
1958-08-01,29.8
1958-09-01,29.9
1958-10-01,30.1
1958-11-01,30.1
1958-12-01,30.1
1959-01-01,30.1
1959-02-01,30.2
1959-03-01,30.3
1959-04-01,30.3
1959-05-01,30.4
1959-06-01,30.4
1959-07-01,30.4
1959-08-01,30.3
1959-09-01,30.4
1959-10-01,30.4
1959-11-01,30.6
1959-12-01,30.5
1960-01-01,30.6
1960-02-01,30.6
1960-03-01,30.5
1960-04-01,30.6
1960-05-01,30.5
1960-06-01,30.4
1960-07-01,30.4
1960-08-01,30.4
1960-09-01,30.3
1960-10-01,30.2
1960-11-01,30.1
1960-12-01,30.1
1961-01-01,29.9
1961-02-01,29.9
1961-03-01,29.9
1961-04-01,29.9
1961-05-01,30
1961-06-01,30
1961-07-01,30.1
1961-08-01,30.1
1961-09-01,30.1
1961-10-01,30
1961-11-01,30
1961-12-01,30
1962-01-01,29.9
1962-02-01,30
1962-03-01,30
1962-04-01,30.1
1962-05-01,30.1
1962-06-01,30
1962-07-01,30
1962-08-01,30
1962-09-01,30
1962-10-01,29.9
1962-11-01,29.9
1962-12-01,29.8
1963-01-01,29.8
1963-02-01,29.8
1963-03-01,29.7
1963-04-01,29.7
1963-05-01,29.9
1963-06-01,30
1963-07-01,30.1
1963-08-01,30.1
1963-09-01,30.1
1963-10-01,30.2
1963-11-01,30.3
1963-12-01,30.3
1964-01-01,30.4
1964-02-01,30.4
1964-03-01,30.5
1964-04-01,30.5
1964-05-01,30.5
1964-06-01,30.5
1964-07-01,30.5
1964-08-01,30.6
1964-09-01,30.6
1964-10-01,30.8
1964-11-01,30.8
1964-12-01,30.9
1965-01-01,30.9
1965-02-01,31
1965-03-01,31
1965-04-01,31.1
1965-05-01,31.1
1965-06-01,31.3
1965-07-01,31.3
1965-08-01,31.3
1965-09-01,31.4
1965-10-01,31.4
1965-11-01,31.4
1965-12-01,31.4
1966-01-01,31.5
1966-02-01,31.6
1966-03-01,31.6
1966-04-01,31.8
1966-05-01,31.9
1966-06-01,31.8
1966-07-01,31.8
1966-08-01,31.9
1966-09-01,31.9
1966-10-01,31.9
1966-11-01,31.9
1966-12-01,32
1967-01-01,32.1
1967-02-01,32.2
1967-03-01,32.2
1967-04-01,32.1
1967-05-01,32.1
1967-06-01,32.1
1967-07-01,32.1
1967-08-01,32.1
1967-09-01,32.3
1967-10-01,32.4
1967-11-01,32.7
1967-12-01,32.8
1968-01-01,33.1
1968-02-01,33.4
1968-03-01,33.6
1968-04-01,33.5
1968-05-01,33.1
1968-06-01,33.1
1968-07-01,33.1
1968-08-01,33.1
1968-09-01,33.4
1968-10-01,33.5
1968-11-01,33.4
1968-12-01,33.6
1969-01-01,34.2
1969-02-01,34.5
1969-03-01,34.8
1969-04-01,34.9
1969-05-01,35
1969-06-01,34.9
1969-07-01,35
1969-08-01,35.4
1969-09-01,35.6
1969-10-01,35.7
1969-11-01,35.8
1969-12-01,36.2
1970-01-01,36.4
1970-02-01,36.5
1970-03-01,36.7
1970-04-01,37.1
1970-05-01,37.3
1970-06-01,37.4
1970-07-01,37.4
1970-08-01,37.2
1970-09-01,37.1
1970-10-01,37.2
1970-11-01,37
1970-12-01,36.8
1971-01-01,36.8
1971-02-01,36.8
1971-03-01,37.2
1971-04-01,37.6
1971-05-01,37.9
1971-06-01,37.9
1971-07-01,38.4
1971-08-01,39.1
1971-09-01,39.1
1971-10-01,39
1971-11-01,38.9
1971-12-01,38.9
1972-01-01,39.2
1972-02-01,39.6
1972-03-01,39.8
1972-04-01,39.9
1972-05-01,40
1972-06-01,39.9
1972-07-01,39.9
1972-08-01,40.1
1972-09-01,40.2
1972-10-01,40.2
1972-11-01,40.2
1972-12-01,40.2
1973-01-01,40.6
1973-02-01,41.2
1973-03-01,42.2
1973-04-01,42.8
1973-05-01,43.2
1973-06-01,43.3
1973-07-01,43.3
1973-08-01,43.4
1973-09-01,43.5
1973-10-01,43.8
1973-11-01,44.4
1973-12-01,45.7
1974-01-01,46.7
1974-02-01,47.3
1974-03-01,49.7
1974-04-01,52
1974-05-01,54.7
1974-06-01,56.3
1974-07-01,58.1
1974-08-01,59.6
1974-09-01,60.2
1974-10-01,60
1974-11-01,60.1
1974-12-01,59.8
1975-01-01,60.3
1975-02-01,60.3
1975-03-01,60.3
1975-04-01,60.5
1975-05-01,60.5
1975-06-01,60.4
1975-07-01,60.4
1975-08-01,60.5
1975-09-01,60.7
1975-10-01,61.7
1975-11-01,61.7
1975-12-01,61.7
1976-01-01,62
1976-02-01,62.4
1976-03-01,62.8
1976-04-01,63.4
1976-05-01,63.9
1976-06-01,64.8
1976-07-01,65.4
1976-08-01,66
1976-09-01,66.5
1976-10-01,66.8
1976-11-01,66.8
1976-12-01,67.2
1977-01-01,67.5
1977-02-01,68
1977-03-01,68.8
1977-04-01,69.5
1977-05-01,69.8
1977-06-01,69.6
1977-07-01,71
1977-08-01,71.4
1977-09-01,71.9
1977-10-01,71.6
1977-11-01,71.5
1977-12-01,71.8
1978-01-01,72.4
1978-02-01,73.8
1978-03-01,74.3
1978-04-01,75.1
1978-05-01,75.3
1978-06-01,75.8
1978-07-01,75.9
1978-08-01,77.4
1978-09-01,77.6
1978-10-01,78.5
1978-11-01,78.9
1978-12-01,79.1
1979-01-01,80.9
1979-02-01,82.8
1979-03-01,83.8
1979-04-01,85.6
1979-05-01,85.8
1979-06-01,86.3
1979-07-01,87.9
1979-08-01,88.5
1979-09-01,89.6
1979-10-01,91.8
1979-11-01,91.6
1979-12-01,92.7
1980-01-01,98.3
1980-02-01,99.5
1980-03-01,97.5
1980-04-01,95.5
1980-05-01,94.9
1980-06-01,95.8
1980-07-01,95.9
1980-08-01,96.5
1980-09-01,96.9
1980-10-01,98.3
1980-11-01,98
1980-12-01,98.1
1981-01-01,99
1981-02-01,98.5
1981-03-01,99
1981-04-01,100.2
1981-05-01,100.4
1981-06-01,100.2
1981-07-01,101.4
1981-08-01,101.9
1981-09-01,102.3
1981-10-01,102.1
1981-11-01,101.6
1981-12-01,101.3
1982-01-01,101.2
1982-02-01,101
1982-03-01,100.3
1982-04-01,100.3
1982-05-01,100.3
1982-06-01,99.2
1982-07-01,99.3
1982-08-01,98.9
1982-09-01,100.1
1982-10-01,99.9
1982-11-01,99.8
1982-12-01,99.8
1983-01-01,100.6
1983-02-01,103
1983-03-01,101.8
1983-04-01,102.1
1983-05-01,102.7
1983-06-01,102.9
1983-07-01,103.5
1983-08-01,103.5
1983-09-01,104.2
1983-10-01,104
1983-11-01,103.7
1983-12-01,104.1
1984-01-01,104.3
1984-02-01,105
1984-03-01,105.9
1984-04-01,106.1
1984-05-01,105.5
1984-06-01,105.4
1984-07-01,105
1984-08-01,104.8
1984-09-01,104.3
1984-10-01,103.9
1984-11-01,104.2
1984-12-01,103.8
1985-01-01,103.4
1985-02-01,103.4
1985-03-01,103.2
1985-04-01,103.9
1985-05-01,104.2
1985-06-01,104
1985-07-01,103.5
1985-08-01,103.3
1985-09-01,102.9
1985-10-01,102.8
1985-11-01,102.4
1985-12-01,102.4
1986-01-01,101.1
1986-02-01,101
1986-03-01,101.1
1986-04-01,101.2
1986-05-01,101
1986-06-01,100.9
1986-07-01,101
1986-08-01,101.2
1986-09-01,101.6
1986-10-01,101.7
1986-11-01,101.6
1986-12-01,101.2
1987-01-01,101.9
1987-02-01,102
1987-03-01,102.5
1987-04-01,103.3
1987-05-01,104.5
1987-06-01,104.9
1987-07-01,106.2
1987-08-01,107.1
1987-09-01,108.1
1987-10-01,110.2
1987-11-01,111.1
1987-12-01,112.9
1988-01-01,114.5
1988-02-01,113.9
1988-03-01,114.7
1988-04-01,116.8
1988-05-01,117.7
1988-06-01,118.5
1988-07-01,119.3
1988-08-01,119.7
1988-09-01,120.3
1988-10-01,121.8
1988-11-01,123.2
1988-12-01,124.3
1989-01-01,125.5
1989-02-01,125.3
1989-03-01,125.7
1989-04-01,125.9
1989-05-01,125
1989-06-01,123.6
1989-07-01,122.7
1989-08-01,122.1
1989-09-01,122.6
1989-10-01,123.1
1989-11-01,121.9
1989-12-01,120.3
1990-01-01,120.1
1990-02-01,119
1990-03-01,120
1990-04-01,120.8
1990-05-01,120.7
1990-06-01,119.8
1990-07-01,120.3
1990-08-01,121.4
1990-09-01,122
1990-10-01,122.5
1990-11-01,121.4
1990-12-01,120.2
1991-01-01,119.9
1991-02-01,119.1
1991-03-01,118.6
1991-04-01,118.2
1991-05-01,117.5
1991-06-01,117.2
1991-07-01,116.7
1991-08-01,115.9
1991-09-01,116
1991-10-01,116.1
1991-11-01,116
1991-12-01,115.7
1992-01-01,115.4
1992-02-01,116.6
1992-03-01,117.2
1992-04-01,117.2
1992-05-01,117.3
1992-06-01,117.6
1992-07-01,117.9
1992-08-01,118.2
1992-09-01,118.1
1992-10-01,117.1
1992-11-01,116.7
1992-12-01,117.1
1993-01-01,117.9
1993-02-01,119.1
1993-03-01,119.7
1993-04-01,119.7
1993-05-01,118.8
1993-06-01,118.6
1993-07-01,118.8
1993-08-01,119.3
1993-09-01,119.4
1993-10-01,119.1
1993-11-01,119.3
1993-12-01,120
1994-01-01,120.6
1994-02-01,121.4
1994-03-01,122.2
1994-04-01,122
1994-05-01,122.7
1994-06-01,124.2
1994-07-01,125.1
1994-08-01,126
1994-09-01,127.4
1994-10-01,128.5
1994-11-01,130.6
1994-12-01,131.8
1995-01-01,134.6
1995-02-01,136.1
1995-03-01,136.6
1995-04-01,136.9
1995-05-01,136.4
1995-06-01,135.9
1995-07-01,136.4
1995-08-01,136.4
1995-09-01,136
1995-10-01,134.7
1995-11-01,133.9
1995-12-01,133.2
1996-01-01,132.2
1996-02-01,131
1996-03-01,131.1
1996-04-01,131.2
1996-05-01,132.5
1996-06-01,132.6
1996-07-01,130.7
1996-08-01,130.6
1996-09-01,131.2
1996-10-01,130.5
1996-11-01,130.8
1996-12-01,131.4
1997-01-01,131.9
1997-02-01,132.6
1997-03-01,133.4
1997-04-01,133.4
1997-05-01,133.4
1997-06-01,133.7
1997-07-01,133.2
1997-08-01,133.2
1997-09-01,133
1997-10-01,132.3
1997-11-01,132.1
1997-12-01,131.4
1998-01-01,130.5
1998-02-01,130.3
1998-03-01,129.8
1998-04-01,130
1998-05-01,129.2
1998-06-01,128.1
1998-07-01,127.8
1998-08-01,127.8
1998-09-01,127.2
1998-10-01,125.9
1998-11-01,125.1
1998-12-01,124.2
1999-01-01,123.5
1999-02-01,123.2
1999-03-01,123.2
1999-04-01,123.2
1999-05-01,124.3
1999-06-01,124.8
1999-07-01,126.1
1999-08-01,126.2
1999-09-01,126.2
1999-10-01,126.5
1999-11-01,126.7
1999-12-01,127.2
2000-01-01,128.6
2000-02-01,129.6
2000-03-01,129.7
2000-04-01,130
2000-05-01,129.6
2000-06-01,129.4
2000-07-01,129.4
2000-08-01,129
2000-09-01,129.3
2000-10-01,128.8
2000-11-01,127.5
2000-12-01,127.5
2001-01-01,126.8
2001-02-01,126.6
2001-03-01,126.5
2001-04-01,125.8
2001-05-01,126.6
2001-06-01,126.4
2001-07-01,125.4
2001-08-01,124.7
2001-09-01,124.4
2001-10-01,123.2
2001-11-01,122.7
2001-12-01,122.4
2002-01-01,122.5
