"Date","WPUIP231110"
2014-12-01,100
2015-01-01,99.2
2015-02-01,99.6
2015-03-01,100
2015-04-01,100.1
2015-05-01,100.8
2015-06-01,100.9
2015-07-01,101
2015-08-01,100.5
2015-09-01,99.3
2015-10-01,99
2015-11-01,98.8
2015-12-01,98.3
2016-01-01,98.7
2016-02-01,98.6
2016-03-01,98.9
2016-04-01,99.4
2016-05-01,99.9
2016-06-01,100.7
2016-07-01,100.9
2016-08-01,100.6
2016-09-01,100.6
2016-10-01,100.6
2016-11-01,100.5
2016-12-01,100.9
2017-01-01,101.7
2017-02-01,102.1
2017-03-01,102.5
2017-04-01,103
2017-05-01,103.1
2017-06-01,103.2
2017-07-01,103.3
2017-08-01,104.3
2017-09-01,104.3
2017-10-01,104.7
2017-11-01,105.2
2017-12-01,105.5
2018-01-01,106.5
2018-02-01,107.6
2018-03-01,108.2
2018-04-01,108.8
2018-05-01,110.2
2018-06-01,111.2
2018-07-01,111.1
2018-08-01,110.6
2018-09-01,110.4
2018-10-01,111.1
2018-11-01,110.1
2018-12-01,109.3
2019-01-01,108.8
2019-02-01,109.3
2019-03-01,110.5
2019-04-01,111.7
2019-05-01,111.2
2019-06-01,110.4
2019-07-01,110.9
2019-08-01,110.8
2019-09-01,111
2019-10-01,110.4
2019-11-01,110.1
2019-12-01,110.4
2020-01-01,111.1
2020-02-01,110.7
2020-03-01,110.4
2020-04-01,107.8
2020-05-01,107.7
2020-06-01,110
2020-07-01,111.6
2020-08-01,114.9
2020-09-01,118.6
2020-10-01,118.6
2020-11-01,116.1
2020-12-01,117.7
2021-01-01,122.1
2021-02-01,124.6
2021-03-01,127.4
2021-04-01,131.9
2021-05-01,139.2
2021-06-01,144.2
2021-07-01,139.833
2021-08-01,135.467
2021-09-01,134.126
2021-10-01,135.15
2021-11-01,134.445
2021-12-01,135.833
2022-01-01,143.23
2022-02-01,149.131
2022-03-01,157.219
2022-04-01,156.906
2022-05-01,156.022
2022-06-01,153.547
2022-07-01,150.328
2022-08-01,147.694
2022-09-01,146.152
2022-10-01,146.737
2022-11-01,146.391
2022-12-01,142.832
2023-01-01,144.603
2023-02-01,144.551
2023-03-01,144.918
2023-04-01,144.813
2023-05-01,143.99
2023-06-01,144.221
2023-07-01,145.283
2023-08-01,146.437
2023-09-01,147.115
2023-10-01,146.429
2023-11-01,146.15
