"Date","WPUSI019011"
2016-03-01,318.9
2016-04-01,317
2016-05-01,316.6
2016-06-01,309.6
2016-07-01,319.1
2016-08-01,320.1
2016-09-01,313.8
2016-10-01,321.2
2016-11-01,338.6
2016-12-01,354.6
2017-01-01,352.9
2017-02-01,365.9
2017-03-01,361
2017-04-01,359.5
2017-05-01,353.8
2017-06-01,353.6
2017-07-01,364.5
2017-08-01,380.4
2017-09-01,398.2
2017-10-01,398.6
2017-11-01,402.3
2017-12-01,400.2
2018-01-01,410.6
2018-02-01,412
2018-03-01,407.9
2018-04-01,406.9
2018-05-01,406.5
2018-06-01,416.4
2018-07-01,397.4
2018-08-01,382.3
2018-09-01,369.6
2018-10-01,376.3
2018-11-01,375.4
2018-12-01,375.8
2019-01-01,371.1
2019-02-01,379.9
2019-03-01,386.7
2019-04-01,394.6
2019-05-01,384.2
2019-06-01,371
2019-07-01,373.7
2019-08-01,363.9
2019-09-01,365.8
2019-10-01,363.1
2019-11-01,367.7
2019-12-01,372
2020-01-01,376.7
2020-02-01,360.1
2020-03-01,350.3
2020-04-01,338.1
2020-05-01,344.2
2020-06-01,359.8
2020-07-01,383.5
2020-08-01,394.3
2020-09-01,401.6
2020-10-01,396.3
2020-11-01,415
2020-12-01,443.7
2021-01-01,458.6
2021-02-01,463.8
2021-03-01,498.5
2021-04-01,504.7
2021-05-01,558.6
2021-06-01,542.4
2021-07-01,542.177
2021-08-01,541.486
2021-09-01,541.575
2021-10-01,536.589
2021-11-01,550.696
2021-12-01,532.485
2022-01-01,550.261
2022-02-01,552.826
2022-03-01,571.553
2022-04-01,580.856
2022-05-01,549.013
2022-06-01,543.822
2022-07-01,478.44
2022-08-01,485.194
2022-09-01,487.261
2022-10-01,472.724
2022-11-01,508.386
2022-12-01,505.97
2023-01-01,541.791
2023-02-01,537.343
2023-03-01,532.151
2023-04-01,525.987
2023-05-01,509.353
2023-06-01,513.803
2023-07-01,509.161
2023-08-01,499.785
2023-09-01,499.885
2023-10-01,492.246
2023-11-01,494.178
