"Date","WPUSI019011"
1967-01-01,55.2
1967-02-01,55.2
1967-03-01,54
1967-04-01,53.1
1967-05-01,52.4
1967-06-01,52.1
1967-07-01,52.1
1967-08-01,52.1
1967-09-01,52.7
1967-10-01,53.8
1967-11-01,56.5
1967-12-01,57.6
1968-01-01,59
1968-02-01,62.3
1968-03-01,63.7
1968-04-01,61.8
1968-05-01,56.2
1968-06-01,55.2
1968-07-01,54
1968-08-01,53.6
1968-09-01,53.5
1968-10-01,53.8
1968-11-01,54
1968-12-01,54.9
1969-01-01,57.3
1969-02-01,57.6
1969-03-01,58.6
1969-04-01,60.2
1969-05-01,61.4
1969-06-01,62.2
1969-07-01,62.4
1969-08-01,64.7
1969-09-01,67.3
1969-10-01,68
1969-11-01,68.6
1969-12-01,69.4
1970-01-01,72.5
1970-02-01,72.7
1970-03-01,72.5
1970-04-01,75.1
1970-05-01,75.2
1970-06-01,73.5
1970-07-01,71.8
1970-08-01,70.6
1970-09-01,68.6
1970-10-01,68.2
1970-11-01,65.5
1970-12-01,63.2
1971-01-01,62.5
1971-02-01,61.3
1971-03-01,61
1971-04-01,64.4
1971-05-01,64.4
1971-06-01,63.5
1971-07-01,63.8
1971-08-01,63.5
1971-09-01,63.1
1971-10-01,62.9
1971-11-01,62.5
1971-12-01,61.5
1972-01-01,62
1972-02-01,62.7
1972-03-01,64.8
1972-04-01,64.7
1972-05-01,64.4
1972-06-01,64.1
1972-07-01,63
1972-08-01,63
1972-09-01,63.3
1972-10-01,63.2
1972-11-01,63.2
1972-12-01,63.2
1973-01-01,63.8
1973-02-01,65.6
1973-03-01,72
1973-04-01,74.1
1973-05-01,74.7
1973-06-01,75.9
1973-07-01,76.4
1973-08-01,78.3
1973-09-01,78.3
1973-10-01,79.6
1973-11-01,82.8
1973-12-01,85.4
1974-01-01,86.9
1974-02-01,87.8
1974-03-01,95.1
1974-04-01,99.6
1974-05-01,110.1
1974-06-01,109.3
1974-07-01,105
1974-08-01,102.7
1974-09-01,99.1
1974-10-01,94.5
1974-11-01,90.6
1974-12-01,87.4
1975-01-01,84
1975-02-01,82
1975-03-01,80.2
1975-04-01,79.5
1975-05-01,78.3
1975-06-01,77.6
1975-07-01,76
1975-08-01,76.5
1975-09-01,76.5
1975-10-01,77
1975-11-01,77.1
1975-12-01,76.7
1976-01-01,76.5
1976-02-01,77.4
1976-03-01,77.9
1976-04-01,82.5
1976-05-01,84.7
1976-06-01,85
1976-07-01,87
1976-08-01,87.3
1976-09-01,86.8
1976-10-01,84.4
1976-11-01,82.7
1976-12-01,80
1977-01-01,79.9
1977-02-01,81.6
1977-03-01,85.8
1977-04-01,88.5
1977-05-01,87.6
1977-06-01,85.3
1977-07-01,83.8
1977-08-01,82.7
1977-09-01,79.4
1977-10-01,77.9
1977-11-01,77.8
1977-12-01,78.7
1978-01-01,81
1978-02-01,81.5
1978-03-01,81.6
1978-04-01,82.7
1978-05-01,82.5
1978-06-01,83.6
1978-07-01,82.2
1978-08-01,84.6
1978-09-01,84.6
1978-10-01,86.9
1978-11-01,87.2
1978-12-01,88.5
1979-01-01,91
1979-02-01,101.5
1979-03-01,106.7
1979-04-01,114.4
1979-05-01,107.3
1979-06-01,104.1
1979-07-01,103.5
1979-08-01,106.3
1979-09-01,108.1
1979-10-01,114.4
1979-11-01,115.3
1979-12-01,117.1
1980-01-01,122.8
1980-02-01,140.6
1980-03-01,129.9
1980-04-01,119.7
1980-05-01,114.4
1980-06-01,112.4
1980-07-01,115.7
1980-08-01,118.9
1980-09-01,115.5
1980-10-01,116.7
1980-11-01,116.3
1980-12-01,113.7
1981-01-01,111.8
1981-02-01,110.5
1981-03-01,110.4
1981-04-01,112
1981-05-01,111.4
1981-06-01,109.8
1981-07-01,109.2
1981-08-01,111.2
1981-09-01,110.6
1981-10-01,108.9
1981-11-01,107.3
1981-12-01,105.4
1982-01-01,104.9
1982-02-01,104.7
1982-03-01,102.9
1982-04-01,103.3
1982-05-01,104.1
1982-06-01,96.9
1982-07-01,96.6
1982-08-01,96.9
1982-09-01,97.6
1982-10-01,96.4
1982-11-01,97.7
1982-12-01,98
1983-01-01,102.8
1983-02-01,108.7
1983-03-01,107.2
1983-04-01,108.3
1983-05-01,111.5
1983-06-01,108.5
1983-07-01,108.8
1983-08-01,108.5
1983-09-01,106.8
1983-10-01,102.8
1983-11-01,98.5
1983-12-01,99.8
1984-01-01,98.2
1984-02-01,99.8
1984-03-01,104
1984-04-01,107.5
1984-05-01,103.4
1984-06-01,102.2
1984-07-01,99.4
1984-08-01,98.8
1984-09-01,98.4
1984-10-01,96
1984-11-01,98.7
1984-12-01,97.1
1985-01-01,96.7
1985-02-01,99.6
1985-03-01,98.2
1985-04-01,101.7
1985-05-01,101.9
1985-06-01,99.1
1985-07-01,98.5
1985-08-01,99.2
1985-09-01,99.2
1985-10-01,99.1
1985-11-01,99.2
1985-12-01,99.4
1986-01-01,100.4
1986-02-01,100.5
1986-03-01,101.8
1986-04-01,101
1986-05-01,100.1
1986-06-01,99.9
1986-07-01,98.3
1986-08-01,98
1986-09-01,98.4
1986-10-01,97.9
1986-11-01,98.2
1986-12-01,98.3
1987-01-01,98.7
1987-02-01,99.2
1987-03-01,101.8
1987-04-01,102
1987-05-01,105.4
1987-06-01,107.1
1987-07-01,112.9
1987-08-01,114.8
1987-09-01,117.9
1987-10-01,122.2
1987-11-01,131.3
1987-12-01,149
1988-01-01,155.4
1988-02-01,142.3
1988-03-01,142
1988-04-01,142.9
1988-05-01,142.5
1988-06-01,147.2
1988-07-01,146
1988-08-01,141.7
1988-09-01,147.7
1988-10-01,161.3
1988-11-01,180.8
1988-12-01,192.2
1989-01-01,195.5
1989-02-01,186
1989-03-01,187.7
1989-04-01,188.8
1989-05-01,181
1989-06-01,164.9
1989-07-01,157
1989-08-01,165
1989-09-01,178.1
1989-10-01,182.9
1989-11-01,169.6
1989-12-01,158.7
1990-01-01,159
1990-02-01,153.5
1990-03-01,165.4
1990-04-01,172
1990-05-01,170.2
1990-06-01,166
1990-07-01,167.5
1990-08-01,178.4
1990-09-01,181.6
1990-10-01,178.2
1990-11-01,170.6
1990-12-01,163
1991-01-01,163.1
1991-02-01,159.7
1991-03-01,160.2
1991-04-01,159.4
1991-05-01,155.1
1991-06-01,149.7
1991-07-01,149.2
1991-08-01,149.9
1991-09-01,152.2
1991-10-01,154.5
1991-11-01,154.8
1991-12-01,151
1992-01-01,146.3
1992-02-01,148.5
1992-03-01,151.9
1992-04-01,150.7
1992-05-01,151.9
1992-06-01,157.1
1992-07-01,162.8
1992-08-01,166.2
1992-09-01,159.8
1992-10-01,152.8
1992-11-01,146.7
1992-12-01,147.4
1993-01-01,150.8
1993-02-01,150
1993-03-01,145.5
1993-04-01,140.5
1993-05-01,130.5
1993-06-01,131.9
1993-07-01,134.2
1993-08-01,134.6
1993-09-01,131.7
1993-10-01,124.6
1993-11-01,121.5
1993-12-01,125.5
1994-01-01,128.8
1994-02-01,134.1
1994-03-01,138.1
1994-04-01,136.8
1994-05-01,142.1
1994-06-01,157.1
1994-07-01,161.4
1994-08-01,161.2
1994-09-01,167.1
1994-10-01,169.1
1994-11-01,179.9
1994-12-01,187.1
1995-01-01,192.3
1995-02-01,190.6
1995-03-01,189.9
1995-04-01,193.3
1995-05-01,184.4
1995-06-01,190.1
1995-07-01,195.9
1995-08-01,195.6
1995-09-01,192
1995-10-01,186.9
1995-11-01,191.5
1995-12-01,192
1996-01-01,180.4
1996-02-01,171.4
1996-03-01,174.6
1996-04-01,172.5
1996-05-01,180.9
1996-06-01,174.2
1996-07-01,151.1
1996-08-01,145.9
1996-09-01,144.6
1996-10-01,144.9
1996-11-01,150.7
1996-12-01,154.4
1997-01-01,160.7
1997-02-01,161.1
1997-03-01,165.8
1997-04-01,161.4
1997-05-01,165.4
1997-06-01,167.8
1997-07-01,160.2
1997-08-01,158.1
1997-09-01,150.6
1997-10-01,147.1
1997-11-01,141.1
1997-12-01,133.9
1998-01-01,128.9
1998-02-01,127
1998-03-01,128.1
1998-04-01,130.5
1998-05-01,128.5
1998-06-01,124.2
1998-07-01,123.7
1998-08-01,121
1998-09-01,123.5
1998-10-01,119.5
1998-11-01,117.9
1998-12-01,112.8
1999-01-01,111.1
1999-02-01,111.2
1999-03-01,109.6
1999-04-01,112.8
1999-05-01,116.7
1999-06-01,113.2
1999-07-01,121.9
1999-08-01,123
1999-09-01,126.6
1999-10-01,126.4
1999-11-01,127
1999-12-01,128.7
2000-01-01,133.9
2000-02-01,133.3
2000-03-01,130
2000-04-01,128.5
2000-05-01,131.8
2000-06-01,130.7
2000-07-01,132.7
2000-08-01,135.4
2000-09-01,140.2
2000-10-01,139.7
2000-11-01,135.3
2000-12-01,138
2001-01-01,135.1
2001-02-01,132.9
2001-03-01,130.7
2001-04-01,127.3
2001-05-01,129.6
2001-06-01,127.3
2001-07-01,125.2
2001-08-01,121.7
2001-09-01,122
2001-10-01,118.1
2001-11-01,118.3
2001-12-01,119.9
2002-01-01,121.5
2002-02-01,122.6
2002-03-01,124.7
2002-04-01,124.5
2002-05-01,125.3
2002-06-01,127.7
2002-07-01,125.4
2002-08-01,119.2
2002-09-01,119.3
2002-10-01,118.3
2002-11-01,122.3
2002-12-01,123.5
2003-01-01,125.7
2003-02-01,126.8
2003-03-01,125.9
2003-04-01,123.8
2003-05-01,125.9
2003-06-01,127
2003-07-01,128.9
2003-08-01,130.3
2003-09-01,131.8
2003-10-01,136.8
2003-11-01,144.4
2003-12-01,148.8
2004-01-01,159
2004-02-01,172.9
2004-03-01,184.4
2004-04-01,187.8
2004-05-01,176.2
2004-06-01,177.1
2004-07-01,184
2004-08-01,184.7
2004-09-01,187.3
2004-10-01,194.1
2004-11-01,194.6
2004-12-01,202.3
2005-01-01,201.9
2005-02-01,207
2005-03-01,212.2
2005-04-01,213.4
2005-05-01,215.9
2005-06-01,228.6
2005-07-01,231.4
2005-08-01,238.7
2005-09-01,246
2005-10-01,261.9
2005-11-01,274.9
2005-12-01,288.4
2006-01-01,294.2
2006-02-01,305.1
2006-03-01,315
2006-04-01,364.4
2006-05-01,460.8
2006-06-01,444
2006-07-01,464.8
2006-08-01,450.8
2006-09-01,449.1
2006-10-01,437.1
2006-11-01,419.6
2006-12-01,417.4
2007-01-01,387.7
2007-02-01,379.2
2007-03-01,397.3
2007-04-01,459.1
2007-05-01,476.2
2007-06-01,465
2007-07-01,484.2
2007-08-01,462.3
2007-09-01,462.3
2007-10-01,478.2
2007-11-01,439.2
2007-12-01,423
2008-01-01,439.8
2008-02-01,474.2
2008-03-01,504.8
2008-04-01,518.5
2008-05-01,510.4
2008-06-01,496.9
2008-07-01,510.1
2008-08-01,479.5
2008-09-01,451.9
2008-10-01,376.9
2008-11-01,300
2008-12-01,271.8
2009-01-01,263.4
2009-02-01,259.6
2009-03-01,261
2009-04-01,298.1
2009-05-01,309.2
2009-06-01,321.1
2009-07-01,323.2
2009-08-01,373.2
2009-09-01,376.8
2009-10-01,377.3
2009-11-01,389.6
2009-12-01,411.2
2010-01-01,431.2
2010-02-01,411.5
2010-03-01,431.9
2010-04-01,445.7
2010-05-01,413.4
2010-06-01,390.4
2010-07-01,397.3
2010-08-01,427.1
2010-09-01,442.6
2010-10-01,473.6
2010-11-01,483.7
2010-12-01,498.4
2011-01-01,514.4
2011-02-01,532
2011-03-01,516.5
2011-04-01,528.5
2011-05-01,503.4
2011-06-01,509.1
2011-07-01,535.4
2011-08-01,509.6
2011-09-01,488.6
2011-10-01,442.8
2011-11-01,452.1
2011-12-01,449.5
2012-01-01,452.7
2012-02-01,478.1
2012-03-01,479.4
2012-04-01,467.8
2012-05-01,457
2012-06-01,435.9
2012-07-01,438.7
2012-08-01,434.6
2012-09-01,455
2012-10-01,459.5
2012-11-01,442.1
2012-12-01,453.5
2013-01-01,456.3
2013-02-01,459.4
2013-03-01,445.4
2013-04-01,431.7
2013-05-01,424.7
2013-06-01,419.7
2013-07-01,410.4
2013-08-01,426.3
2013-09-01,424.8
2013-10-01,424.7
2013-11-01,420.8
2013-12-01,421.5
2014-01-01,427.9
2014-02-01,422.3
2014-03-01,412.2
2014-04-01,401.8
2014-05-01,407.7
2014-06-01,405.1
2014-07-01,415.9
2014-08-01,413.6
2014-09-01,411.1
2014-10-01,404.5
2014-11-01,400.6
2014-12-01,392.4
2015-01-01,376.8
2015-02-01,362.7
2015-03-01,365.8
2015-04-01,371.2
2015-05-01,384.7
2015-06-01,373
2015-07-01,355.7
2015-08-01,341.8
2015-09-01,340.6
2015-10-01,334.1
2015-11-01,323
2015-12-01,309.5
2016-01-01,302.9
2016-02-01,306.7
