"Date","WPUIP23111013"
2014-12-01,100
2015-01-01,100.5
2015-02-01,100.5
2015-03-01,100.4
2015-04-01,100.5
2015-05-01,100.3
2015-06-01,100.3
2015-07-01,100.1
2015-08-01,99.9
2015-09-01,99.8
2015-10-01,99.9
2015-11-01,99.8
2015-12-01,99.7
2016-01-01,100.1
2016-02-01,100
2016-03-01,100.1
2016-04-01,100.3
2016-05-01,100.4
2016-06-01,100.5
2016-07-01,100.6
2016-08-01,100.9
2016-09-01,100.7
2016-10-01,100.6
2016-11-01,100.6
2016-12-01,100.8
2017-01-01,101.5
2017-02-01,102.1
2017-03-01,102.4
2017-04-01,102.9
2017-05-01,103.1
2017-06-01,103.2
2017-07-01,103.2
2017-08-01,103.6
2017-09-01,103.7
2017-10-01,104.2
2017-11-01,104.4
2017-12-01,104.4
2018-01-01,105.4
2018-02-01,106.6
2018-03-01,107.6
2018-04-01,107.7
2018-05-01,108.8
2018-06-01,109.4
2018-07-01,109.4
2018-08-01,108.8
2018-09-01,108.9
2018-10-01,108.7
2018-11-01,108.3
2018-12-01,108.4
2019-01-01,108.9
2019-02-01,109.3
2019-03-01,109.2
2019-04-01,109.2
2019-05-01,109.2
2019-06-01,109
2019-07-01,109.3
2019-08-01,108.9
2019-09-01,108.9
2019-10-01,108.8
2019-11-01,108.7
2019-12-01,108.8
2020-01-01,109.5
2020-02-01,110.1
2020-03-01,110.8
2020-04-01,109.8
2020-05-01,109.9
2020-06-01,110.6
2020-07-01,111.6
2020-08-01,113.9
2020-09-01,116.6
2020-10-01,116.2
2020-11-01,115.1
2020-12-01,116
2021-01-01,118.9
2021-02-01,121.1
2021-03-01,123.9
2021-04-01,126.8
2021-05-01,131.6
2021-06-01,135
2021-07-01,133.765
2021-08-01,131.008
2021-09-01,130.81
2021-10-01,132.488
2021-11-01,134.775
2021-12-01,137.402
2022-01-01,143.395
2022-02-01,146.961
2022-03-01,150.313
2022-04-01,149.876
2022-05-01,150.399
2022-06-01,149.314
2022-07-01,149.296
2022-08-01,150.271
2022-09-01,149.562
2022-10-01,149.316
2022-11-01,148.584
2022-12-01,147.668
2023-01-01,149.13
2023-02-01,149.557
2023-03-01,149.769
2023-04-01,149.353
2023-05-01,149.293
2023-06-01,149.081
2023-07-01,149.498
2023-08-01,150.023
2023-09-01,150.273
2023-10-01,149.511
2023-11-01,149.551
