"Date","WPUIP231200"
2014-12-01,100
2015-01-01,98.7
2015-02-01,98.9
2015-03-01,99.5
2015-04-01,99.6
2015-05-01,100.7
2015-06-01,100.7
2015-07-01,100.7
2015-08-01,100.1
2015-09-01,98.8
2015-10-01,98.6
2015-11-01,98.3
2015-12-01,97.2
2016-01-01,96.9
2016-02-01,96.5
2016-03-01,97
2016-04-01,97.6
2016-05-01,98.3
2016-06-01,99.2
2016-07-01,99.3
2016-08-01,98.9
2016-09-01,98.9
2016-10-01,98.9
2016-11-01,98.5
2016-12-01,99.1
2017-01-01,99.9
2017-02-01,100.3
2017-03-01,100.5
2017-04-01,101.3
2017-05-01,101.2
2017-06-01,101.3
2017-07-01,101.2
2017-08-01,102.1
2017-09-01,102.7
2017-10-01,102.9
2017-11-01,103.4
2017-12-01,103.4
2018-01-01,104.4
2018-02-01,104.9
2018-03-01,105.7
2018-04-01,106.9
2018-05-01,108.5
2018-06-01,109.1
2018-07-01,109.3
2018-08-01,108.9
2018-09-01,109
2018-10-01,109.9
2018-11-01,108.8
2018-12-01,107.8
2019-01-01,107.5
2019-02-01,108
2019-03-01,109.1
2019-04-01,110.5
2019-05-01,110.4
2019-06-01,109.6
2019-07-01,110.1
2019-08-01,109.7
2019-09-01,109.7
2019-10-01,109.5
2019-11-01,109.4
2019-12-01,109.7
2020-01-01,110.1
2020-02-01,109.4
2020-03-01,108.5
2020-04-01,105.3
2020-05-01,105.5
2020-06-01,107.6
2020-07-01,109
2020-08-01,110.5
2020-09-01,111.7
2020-10-01,111.9
2020-11-01,112
2020-12-01,114.5
2021-01-01,117.4
2021-02-01,119.3
2021-03-01,122.6
2021-04-01,125.3
2021-05-01,130.2
2021-06-01,133.5
2021-07-01,134.054
2021-08-01,133.731
2021-09-01,133.845
2021-10-01,135.495
2021-11-01,136.532
2021-12-01,137.622
2022-01-01,142.031
2022-02-01,145.296
2022-03-01,150.973
2022-04-01,152.359
2022-05-01,154.863
2022-06-01,155.571
2022-07-01,153.096
2022-08-01,151.083
2022-09-01,150.644
2022-10-01,150.878
2022-11-01,150.23
2022-12-01,146.862
2023-01-01,148.931
2023-02-01,149.301
2023-03-01,149.781
2023-04-01,150.316
2023-05-01,148.967
2023-06-01,149.062
2023-07-01,149.483
2023-08-01,151.102
2023-09-01,151.559
2023-10-01,150.676
2023-11-01,150.344
