"Date","WPU114902"
1982-12-01,100
1983-01-01,100.3
1983-02-01,100.8
1983-03-01,100
1983-04-01,100.4
1983-05-01,100.8
1983-06-01,100.1
1983-07-01,99.9
1983-08-01,99.5
1983-09-01,99.8
1983-10-01,99.7
1983-11-01,100
1983-12-01,100
1984-01-01,100.3
1984-02-01,100.6
1984-03-01,101.1
1984-04-01,101.9
1984-05-01,102
1984-06-01,102
1984-07-01,102.1
1984-08-01,102.6
1984-09-01,102.7
1984-10-01,102.8
1984-11-01,102.8
1984-12-01,102.8
1985-01-01,103.6
1985-02-01,104
1985-03-01,104.3
1985-04-01,104.3
1985-05-01,104.5
1985-06-01,104.9
1985-07-01,105
1985-08-01,105.2
1985-09-01,105.4
1985-10-01,105.2
1985-11-01,105.4
1985-12-01,105.8
1986-01-01,106
1986-02-01,106.2
1986-03-01,106.2
1986-04-01,106.8
1986-05-01,106.8
1986-06-01,106.8
1986-07-01,107
1986-08-01,107
1986-09-01,107.2
1986-10-01,107.4
1986-11-01,107.4
1986-12-01,107.5
1987-01-01,107.6
1987-02-01,108
1987-03-01,108.1
1987-04-01,108.1
1987-05-01,108.5
1987-06-01,108.4
1987-07-01,108.5
1987-08-01,108.4
1987-09-01,108.7
1987-10-01,109.1
1987-11-01,109.5
1987-12-01,109.4
1988-01-01,110.3
1988-02-01,110.5
1988-03-01,111.2
1988-04-01,112.2
1988-05-01,112.6
1988-06-01,112.8
1988-07-01,113.9
1988-08-01,114.9
1988-09-01,114.9
1988-10-01,115.4
1988-11-01,116.2
1988-12-01,116.7
1989-01-01,117.9
1989-02-01,118.4
1989-03-01,119.2
1989-04-01,119.5
1989-05-01,120.8
1989-06-01,120.9
1989-07-01,121.2
1989-08-01,121.2
1989-09-01,121.7
1989-10-01,122.3
1989-11-01,122.4
1989-12-01,123.5
1990-01-01,124
1990-02-01,124.5
1990-03-01,125
1990-04-01,124.7
1990-05-01,125
1990-06-01,124.8
1990-07-01,125.1
1990-08-01,125.6
1990-09-01,126
1990-10-01,126.3
1990-11-01,126.3
1990-12-01,126.6
1991-01-01,128
1991-02-01,128
1991-03-01,128.5
1991-04-01,128.8
1991-05-01,129.7
1991-06-01,129.7
1991-07-01,129.8
1991-08-01,129.9
1991-09-01,130.1
1991-10-01,130.6
1991-11-01,130.8
1991-12-01,131
1992-01-01,132.2
1992-02-01,132.3
1992-03-01,132.7
1992-04-01,133.2
1992-05-01,133.3
1992-06-01,133.7
1992-07-01,133.8
1992-08-01,134.2
1992-09-01,134.4
1992-10-01,134.5
1992-11-01,134.8
1992-12-01,134.9
1993-01-01,136.3
1993-02-01,136.3
1993-03-01,136.5
1993-04-01,136.6
1993-05-01,136.3
1993-06-01,137.1
1993-07-01,137.7
1993-08-01,137.9
1993-09-01,138.1
1993-10-01,137.8
1993-11-01,137.9
1993-12-01,138.1
1994-01-01,138.3
1994-02-01,138.7
1994-03-01,138.9
1994-04-01,139.2
1994-05-01,139.3
1994-06-01,139.5
1994-07-01,140.7
1994-08-01,141.2
