"Date","WPUID69115"
1988-09-01,116.7
1988-10-01,117.3
1988-11-01,118
1988-12-01,118.6
1989-01-01,119.6
1989-02-01,119.9
1989-03-01,120.3
1989-04-01,120.7
1989-05-01,120.8
1989-06-01,120.5
1989-07-01,120.2
1989-08-01,120
1989-09-01,120.1
1989-10-01,120.3
1989-11-01,120
1989-12-01,119.7
1990-01-01,120
1990-02-01,120
1990-03-01,120.3
1990-04-01,120.6
1990-05-01,120.7
1990-06-01,120.5
1990-07-01,120.6
1990-08-01,120.8
1990-09-01,121.4
1990-10-01,122
1990-11-01,122.2
1990-12-01,122
1991-01-01,122.4
1991-02-01,122.2
1991-03-01,121.8
1991-04-01,121.6
1991-05-01,121.4
1991-06-01,121.4
1991-07-01,121.1
1991-08-01,120.9
1991-09-01,121
1991-10-01,121
1991-11-01,121
1991-12-01,121
1992-01-01,121.1
1992-02-01,121.4
1992-03-01,121.6
1992-04-01,121.8
1992-05-01,121.9
1992-06-01,122
1992-07-01,122.1
1992-08-01,122.2
1992-09-01,122.4
1992-10-01,122.3
1992-11-01,122.3
1992-12-01,122.4
1993-01-01,122.9
1993-02-01,123.5
1993-03-01,123.9
1993-04-01,124.1
1993-05-01,123.8
1993-06-01,123.7
1993-07-01,123.6
1993-08-01,123.8
1993-09-01,123.9
1993-10-01,124
1993-11-01,124.2
1993-12-01,124.4
1994-01-01,124.8
1994-02-01,124.9
1994-03-01,125.2
1994-04-01,125.4
1994-05-01,125.7
1994-06-01,126.3
1994-07-01,126.7
1994-08-01,127.3
1994-09-01,128.3
1994-10-01,129.2
1994-11-01,130.2
1994-12-01,130.9
1995-01-01,132.6
1995-02-01,133.8
1995-03-01,134.4
1995-04-01,135.2
1995-05-01,135.6
1995-06-01,135.7
1995-07-01,136.1
1995-08-01,136.1
1995-09-01,136.1
1995-10-01,135.8
1995-11-01,135.4
1995-12-01,135.1
1996-01-01,134.8
1996-02-01,134.4
1996-03-01,134.1
1996-04-01,133.9
1996-05-01,134.1
1996-06-01,134
1996-07-01,133.6
1996-08-01,133.6
1996-09-01,133.9
1996-10-01,133.6
1996-11-01,133.7
1996-12-01,133.9
1997-01-01,134.1
1997-02-01,134.2
1997-03-01,134.2
1997-04-01,134.2
1997-05-01,134.2
1997-06-01,134.2
1997-07-01,134.2
1997-08-01,134.2
1997-09-01,134.3
1997-10-01,134.2
1997-11-01,134.4
1997-12-01,134.3
1998-01-01,134.3
1998-02-01,134.2
1998-03-01,134.1
1998-04-01,134.1
1998-05-01,133.9
1998-06-01,133.6
1998-07-01,133.6
1998-08-01,133.4
1998-09-01,133.1
1998-10-01,132.7
1998-11-01,132.4
1998-12-01,132.1
1999-01-01,131.9
1999-02-01,131.8
1999-03-01,131.9
1999-04-01,132.1
1999-05-01,132.5
1999-06-01,132.9
1999-07-01,133.4
1999-08-01,133.7
1999-09-01,133.9
1999-10-01,134.2
1999-11-01,134.4
1999-12-01,134.6
2000-01-01,135.1
2000-02-01,135.5
2000-03-01,136.1
2000-04-01,136.6
2000-05-01,136.7
2000-06-01,137
2000-07-01,137.2
2000-08-01,137
2000-09-01,137
2000-10-01,137
2000-11-01,136.8
2000-12-01,136.8
2001-01-01,137.1
2001-02-01,137.3
2001-03-01,137.5
2001-04-01,137.4
2001-05-01,137.4
2001-06-01,137.1
2001-07-01,136.5
2001-08-01,135.9
2001-09-01,135.8
2001-10-01,135.3
2001-11-01,135
2001-12-01,134.6
2002-01-01,134.6
2002-02-01,134.6
2002-03-01,135
2002-04-01,135.4
2002-05-01,135.4
2002-06-01,135.7
2002-07-01,136
2002-08-01,136.2
2002-09-01,136.5
2002-10-01,136.6
2002-11-01,136.7
2002-12-01,136.6
2003-01-01,137.1
2003-02-01,138.1
2003-03-01,138.7
2003-04-01,138.4
2003-05-01,138.5
2003-06-01,138.4
2003-07-01,138.3
2003-08-01,138.4
2003-09-01,138.7
2003-10-01,139
2003-11-01,139.2
2003-12-01,139.5
2004-01-01,140.4
2004-02-01,141.7
2004-03-01,142.9
2004-04-01,144.6
2004-05-01,145.7
2004-06-01,146.2
2004-07-01,146.8
2004-08-01,148.3
2004-09-01,149.5
2004-10-01,150.1
2004-11-01,150.6
2004-12-01,151.1
2005-01-01,152.3
2005-02-01,153.1
2005-03-01,153.8
2005-04-01,153.9
2005-05-01,153.5
2005-06-01,153.3
2005-07-01,153.5
2005-08-01,153.3
2005-09-01,154.9
2005-10-01,157.1
2005-11-01,157.7
2005-12-01,158.3
2006-01-01,159.7
2006-02-01,160.3
2006-03-01,161
2006-04-01,162
2006-05-01,163.7
2006-06-01,164.7
2006-07-01,165.6
2006-08-01,166.2
2006-09-01,166.1
2006-10-01,166
2006-11-01,165.3
2006-12-01,165.4
2007-01-01,165.5
2007-02-01,165.5
2007-03-01,166.2
2007-04-01,167.7
2007-05-01,168.6
2007-06-01,169
2007-07-01,169.6
2007-08-01,168.8
2007-09-01,168.9
2007-10-01,169.5
2007-11-01,170.8
2007-12-01,170.9
2008-01-01,172.5
2008-02-01,173.7
2008-03-01,175.8
2008-04-01,178.3
2008-05-01,181.2
2008-06-01,183.8
2008-07-01,187.5
2008-08-01,188.7
2008-09-01,188.8
2008-10-01,184.8
2008-11-01,180.2
2008-12-01,175.9
2009-01-01,174.6
2009-02-01,173.4
2009-03-01,172.6
2009-04-01,171.8
2009-05-01,171.6
2009-06-01,171.9
2009-07-01,172.3
2009-08-01,173.3
2009-09-01,174.2
2009-10-01,174.4
2009-11-01,174.8
2009-12-01,175.7
2010-01-01,176.8
2010-02-01,178.3
2010-03-01,179.6
2010-04-01,181.5
2010-05-01,181.9
2010-06-01,181
2010-07-01,180.3
2010-08-01,180.5
2010-09-01,180.9
2010-10-01,181.9
2010-11-01,182.9
2010-12-01,183.9
2011-01-01,186.5
2011-02-01,188.7
2011-03-01,190.2
2011-04-01,192.6
2011-05-01,193.8
2011-06-01,193.9
2011-07-01,194.4
2011-08-01,194.2
2011-09-01,194.2
2011-10-01,192.9
2011-11-01,192
2011-12-01,190.9
2012-01-01,191.7
2012-02-01,193.2
2012-03-01,194.6
2012-04-01,195
2012-05-01,194.5
2012-06-01,192.3
2012-07-01,191.4
2012-08-01,191.2
2012-09-01,191.9
2012-10-01,192
2012-11-01,191.8
2012-12-01,192.1
2013-01-01,193.5
2013-02-01,194.7
2013-03-01,194.6
2013-04-01,194.2
2013-05-01,193.9
2013-06-01,193.8
2013-07-01,193.4
2013-08-01,193.6
2013-09-01,193.5
2013-10-01,193.4
2013-11-01,193.3
2013-12-01,193.5
2014-01-01,194.4
2014-02-01,195.2
2014-03-01,195
2014-04-01,195.5
2014-05-01,195.4
2014-06-01,195.4
2014-07-01,196
2014-08-01,196.4
2014-09-01,196.2
2014-10-01,195.5
2014-11-01,194.6
2014-12-01,193.4
2015-01-01,191.6
2015-02-01,191.1
2015-03-01,190.6
2015-04-01,190.4
2015-05-01,190.5
2015-06-01,190.5
2015-07-01,190.1
2015-08-01,189.2
2015-09-01,188
2015-10-01,187.4
2015-11-01,186.8
2015-12-01,186.1
2016-01-01,185.6
2016-02-01,185.1
2016-03-01,185.3
2016-04-01,185.9
2016-05-01,186.5
2016-06-01,186.9
2016-07-01,187
2016-08-01,187.5
2016-09-01,187.5
2016-10-01,187.8
2016-11-01,188.4
2016-12-01,189
2017-01-01,189.8
2017-02-01,191.3
2017-03-01,192.3
2017-04-01,193.2
2017-05-01,193.2
2017-06-01,193.3
2017-07-01,193
2017-08-01,193.5
2017-09-01,194
2017-10-01,194.8
2017-11-01,195.7
2017-12-01,195.8
2018-01-01,197
2018-02-01,198.2
2018-03-01,199.5
2018-04-01,200.1
2018-05-01,201.6
2018-06-01,202.5
2018-07-01,203.1
2018-08-01,203.7
2018-09-01,204.4
2018-10-01,204.7
2018-11-01,204
2018-12-01,202.7
2019-01-01,202.9
2019-02-01,202.6
2019-03-01,202.6
2019-04-01,202.4
2019-05-01,202
2019-06-01,201.3
2019-07-01,200.8
2019-08-01,200
2019-09-01,199.6
2019-10-01,200.1
2019-11-01,199.7
2019-12-01,199.1
2020-01-01,199.5
2020-02-01,199.3
2020-03-01,199.2
2020-04-01,196.3
2020-05-01,195.2
2020-06-01,196
2020-07-01,197.1
2020-08-01,198.6
2020-09-01,200.2
2020-10-01,200.7
2020-11-01,201
2020-12-01,203.7
2021-01-01,207.6
2021-02-01,211.8
2021-03-01,217.7
2021-04-01,224.3
2021-05-01,230.4
2021-06-01,234.9
2021-07-01,238.041
2021-08-01,240.755
2021-09-01,242.676
2021-10-01,246.56
2021-11-01,249.846
2021-12-01,251.232
2022-01-01,255.283
2022-02-01,256.41
2022-03-01,259.011
2022-04-01,262.159
2022-05-01,266.838
2022-06-01,267.014
2022-07-01,265.801
2022-08-01,264.059
2022-09-01,261.621
2022-10-01,259.4
2022-11-01,258.668
2022-12-01,257.259
2023-01-01,258.098
2023-02-01,258.818
2023-03-01,258.539
2023-04-01,259.264
2023-05-01,259.16
2023-06-01,258.148
2023-07-01,256.655
2023-08-01,255.986
2023-09-01,255.657
2023-10-01,255.263
2023-11-01,254.541
