"Date","WPUFD49116"
2013-08-01,100
2013-09-01,99.9
2013-10-01,100.3
2013-11-01,100.3
2013-12-01,100.5
2014-01-01,100.9
2014-02-01,101.1
2014-03-01,101.3
2014-04-01,101.3
2014-05-01,101.3
2014-06-01,101.5
2014-07-01,101.6
2014-08-01,101.8
2014-09-01,101.6
2014-10-01,101.8
2014-11-01,101.8
2014-12-01,101.8
2015-01-01,101.9
2015-02-01,101.9
2015-03-01,102
2015-04-01,102.1
2015-05-01,102
2015-06-01,102.3
2015-07-01,102.5
2015-08-01,102.4
2015-09-01,102.1
2015-10-01,102.2
2015-11-01,102
2015-12-01,102.1
2016-01-01,102.7
2016-02-01,102.8
2016-03-01,102.9
2016-04-01,103.1
2016-05-01,103
2016-06-01,103.3
2016-07-01,103.5
2016-08-01,103.6
2016-09-01,103.4
2016-10-01,103.7
2016-11-01,103.8
2016-12-01,103.9
2017-01-01,104.4
2017-02-01,104.6
2017-03-01,104.8
2017-04-01,105.2
2017-05-01,105.2
2017-06-01,105.5
2017-07-01,105.6
2017-08-01,105.6
2017-09-01,105.6
2017-10-01,106.2
2017-11-01,106.3
2017-12-01,106.3
2018-01-01,107
2018-02-01,107.4
2018-03-01,107.8
2018-04-01,107.9
2018-05-01,108
2018-06-01,108.4
2018-07-01,108.8
2018-08-01,108.8
2018-09-01,108.9
2018-10-01,109.4
2018-11-01,109.4
2018-12-01,109.3
2019-01-01,109.8
2019-02-01,110
2019-03-01,110.2
2019-04-01,110.5
2019-05-01,110.6
2019-06-01,110.7
2019-07-01,110.9
2019-08-01,110.9
2019-09-01,110.7
2019-10-01,111
2019-11-01,110.9
2019-12-01,110.9
2020-01-01,111.5
2020-02-01,111.5
2020-03-01,111.3
2020-04-01,110.4
2020-05-01,110.4
2020-06-01,110.8
2020-07-01,111.2
2020-08-01,111.3
2020-09-01,111.6
2020-10-01,112
2020-11-01,112
2020-12-01,112.3
2021-01-01,113.6
2021-02-01,114.1
2021-03-01,114.8
2021-04-01,115.7
2021-05-01,116.2
2021-06-01,117
2021-07-01,117.905
2021-08-01,118.238
2021-09-01,118.362
2021-10-01,118.991
2021-11-01,119.825
2021-12-01,120.205
2022-01-01,121.418
2022-02-01,121.788
2022-03-01,122.979
2022-04-01,123.521
2022-05-01,124.044
2022-06-01,124.545
2022-07-01,124.757
2022-08-01,124.909
2022-09-01,125.03
2022-10-01,125.479
2022-11-01,125.719
2022-12-01,125.812
2023-01-01,126.772
2023-02-01,127.25
2023-03-01,127.515
2023-04-01,127.662
2023-05-01,127.586
2023-06-01,128.111
2023-07-01,128.361
2023-08-01,128.519
2023-09-01,128.656
2023-10-01,128.932
2023-11-01,128.828
