"Date","WPUSI020011"
1967-01-01,35.2
1967-02-01,35.3
1967-03-01,35.3
1967-04-01,35.4
1967-05-01,35.3
1967-06-01,35.3
1967-07-01,35.2
1967-08-01,35.1
1967-09-01,35.1
1967-10-01,35.2
1967-11-01,35.2
1967-12-01,35.3
1968-01-01,NA
1968-02-01,NA
1968-03-01,35.3
1968-04-01,NA
1968-05-01,NA
1968-06-01,35.3
1968-07-01,NA
1968-08-01,NA
1968-09-01,35.2
1968-10-01,NA
1968-11-01,NA
1968-12-01,35.1
1969-01-01,NA
1969-02-01,NA
1969-03-01,35.1
1969-04-01,NA
1969-05-01,NA
1969-06-01,35.2
1969-07-01,NA
1969-08-01,NA
1969-09-01,35.2
1969-10-01,NA
1969-11-01,NA
1969-12-01,35.3
1970-01-01,NA
1970-02-01,NA
1970-03-01,35.6
1970-04-01,NA
1970-05-01,NA
1970-06-01,35.7
1970-07-01,NA
1970-08-01,NA
1970-09-01,35.8
1970-10-01,NA
1970-11-01,NA
1970-12-01,35.9
1971-01-01,36.2
1971-02-01,36.3
1971-03-01,36.4
1971-04-01,36.4
1971-05-01,36.4
1971-06-01,36.4
1971-07-01,36.5
1971-08-01,36.4
1971-09-01,36.4
1971-10-01,36.4
1971-11-01,36.3
1971-12-01,36.3
1972-01-01,36.3
1972-02-01,36.4
1972-03-01,36.4
1972-04-01,36.5
1972-05-01,36.6
1972-06-01,36.6
1972-07-01,36.5
1972-08-01,36.6
1972-09-01,36.6
1972-10-01,36.6
1972-11-01,36.6
1972-12-01,36.7
1973-01-01,36.8
1973-02-01,36.8
1973-03-01,37
1973-04-01,37.2
1973-05-01,37.4
1973-06-01,37.5
1973-07-01,37.7
1973-08-01,37.7
1973-09-01,37.8
1973-10-01,38.2
1973-11-01,38.7
1973-12-01,39.1
1974-01-01,39.9
1974-02-01,40.3
1974-03-01,39.7
1974-04-01,41.2
1974-05-01,42.9
1974-06-01,47.7
1974-07-01,49.8
1974-08-01,52.9
1974-09-01,54.3
1974-10-01,56.6
1974-11-01,58.2
1974-12-01,58.8
1975-01-01,59.7
1975-02-01,60.4
1975-03-01,61.6
1975-04-01,61.6
1975-05-01,61.5
1975-06-01,61.2
1975-07-01,61.2
1975-08-01,61.2
1975-09-01,61.3
1975-10-01,61.5
1975-11-01,61.8
1975-12-01,61.9
1976-01-01,62.4
1976-02-01,62.7
1976-03-01,62.8
1976-04-01,63.3
1976-05-01,63.4
1976-06-01,63.4
1976-07-01,63.3
1976-08-01,63.6
1976-09-01,63.7
1976-10-01,63.8
1976-11-01,63.8
1976-12-01,63.6
1977-01-01,63.9
1977-02-01,64.2
1977-03-01,64.5
1977-04-01,65.1
1977-05-01,65.3
1977-06-01,65.4
1977-07-01,65.5
1977-08-01,65.6
1977-09-01,65.6
1977-10-01,65.7
1977-11-01,65.8
1977-12-01,65.8
1978-01-01,65.8
1978-02-01,66.1
1978-03-01,66.4
1978-04-01,66.5
1978-05-01,67
1978-06-01,67.1
1978-07-01,67.3
1978-08-01,67.4
1978-09-01,67.5
1978-10-01,67.9
1978-11-01,68.1
1978-12-01,68.2
1979-01-01,69.2
1979-02-01,69.8
1979-03-01,70.5
1979-04-01,71.9
1979-05-01,73.1
1979-06-01,73.8
1979-07-01,75.8
1979-08-01,77
1979-09-01,77.8
1979-10-01,79
1979-11-01,79.8
1979-12-01,80.6
1980-01-01,83.3
1980-02-01,84.3
1980-03-01,85.7
1980-04-01,88.1
1980-05-01,89.1
1980-06-01,89.4
1980-07-01,89.6
1980-08-01,89.7
1980-09-01,89.5
1980-10-01,90
1980-11-01,90.6
1980-12-01,91
1981-01-01,93.3
1981-02-01,94.5
1981-03-01,95.5
1981-04-01,97.3
1981-05-01,98.3
1981-06-01,99.1
1981-07-01,99.5
1981-08-01,100.1
1981-09-01,100.2
1981-10-01,100
1981-11-01,99.8
1981-12-01,99.8
1982-01-01,100.2
1982-02-01,100.5
1982-03-01,100.6
1982-04-01,100.6
1982-05-01,100.8
1982-06-01,100.3
1982-07-01,99.7
1982-08-01,99.8
1982-09-01,99.5
1982-10-01,99.3
1982-11-01,99.5
1982-12-01,99.1
1983-01-01,98.9
1983-02-01,99.2
1983-03-01,98.9
1983-04-01,99.3
1983-05-01,99.2
1983-06-01,99.2
1983-07-01,100.3
1983-08-01,100.4
1983-09-01,100.6
1983-10-01,100.7
1983-11-01,100.9
1983-12-01,101.3
1984-01-01,101.3
1984-02-01,100.8
1984-03-01,101.9
1984-04-01,102.4
1984-05-01,102.6
1984-06-01,102.4
1984-07-01,102.6
1984-08-01,102.3
1984-09-01,102.2
1984-10-01,102.2
1984-11-01,102.2
1984-12-01,102
1985-01-01,102.4
1985-02-01,102.6
1985-03-01,102.6
1985-04-01,102.9
1985-05-01,102.9
1985-06-01,103.2
1985-07-01,103.5
1985-08-01,103.6
1985-09-01,103.7
1985-10-01,103
1985-11-01,102.9
1985-12-01,102.7
1986-01-01,103.7
1986-02-01,103.2
1986-03-01,103.3
1986-04-01,102.2
1986-05-01,101.6
1986-06-01,101.6
1986-07-01,101.6
1986-08-01,101.2
1986-09-01,101.3
1986-10-01,101.4
1986-11-01,101.5
1986-12-01,101.3
1987-01-01,102.2
1987-02-01,102.7
1987-03-01,103.5
1987-04-01,104.4
1987-05-01,105.1
1987-06-01,106.2
1987-07-01,106.2
1987-08-01,106.4
1987-09-01,106.7
1987-10-01,107.4
1987-11-01,108.1
1987-12-01,108.4
1988-01-01,109.8
1988-02-01,110.7
1988-03-01,111.8
1988-04-01,112.8
1988-05-01,113.7
1988-06-01,114.3
1988-07-01,116.3
1988-08-01,117.1
1988-09-01,118
1988-10-01,118.8
1988-11-01,119.9
1988-12-01,120.6
1989-01-01,122.5
1989-02-01,123
1989-03-01,123.2
1989-04-01,123.8
1989-05-01,123.8
1989-06-01,123.1
1989-07-01,122.2
1989-08-01,121.1
1989-09-01,120.5
1989-10-01,120.5
1989-11-01,120.2
1989-12-01,120.2
1990-01-01,120.5
1990-02-01,120.9
1990-03-01,121.1
1990-04-01,121.2
1990-05-01,121.5
1990-06-01,121.4
1990-07-01,121.6
1990-08-01,121.7
1990-09-01,123.6
1990-10-01,125.5
1990-11-01,127.1
1990-12-01,126.9
1991-01-01,127.2
1991-02-01,127
1991-03-01,125
1991-04-01,124.9
1991-05-01,124.3
1991-06-01,124
1991-07-01,123.4
1991-08-01,123.4
1991-09-01,123.4
1991-10-01,123.7
1991-11-01,123.7
1991-12-01,123.8
1992-01-01,123.4
1992-02-01,123.3
1992-03-01,123.2
1992-04-01,123.7
1992-05-01,123.9
1992-06-01,124.7
1992-07-01,125.1
1992-08-01,125.4
1992-09-01,125.6
1992-10-01,125.7
1992-11-01,126
1992-12-01,125.5
1993-01-01,126.1
1993-02-01,126.6
1993-03-01,126.3
1993-04-01,127.1
1993-05-01,126.7
1993-06-01,127
1993-07-01,126.9
1993-08-01,127
1993-09-01,126.8
1993-10-01,126.9
1993-11-01,127.1
1993-12-01,126.6
1994-01-01,126.8
1994-02-01,126.8
1994-03-01,126.8
1994-04-01,127.7
1994-05-01,128.6
1994-06-01,129.1
1994-07-01,129.6
1994-08-01,131
1994-09-01,133.1
1994-10-01,134.5
1994-11-01,135.2
1994-12-01,136.3
1995-01-01,138.3
1995-02-01,139.8
1995-03-01,140.5
1995-04-01,142.2
1995-05-01,142.5
1995-06-01,141.9
