"Date","WPUSI020011"
1995-07-01,141.7
1995-08-01,141.1
1995-09-01,140.9
1995-10-01,140.2
1995-11-01,139.4
1995-12-01,139
1996-01-01,139.1
1996-02-01,139.2
1996-03-01,139.5
1996-04-01,139.8
1996-05-01,140.4
1996-06-01,140.3
1996-07-01,140.1
1996-08-01,140.5
1996-09-01,141.2
1996-10-01,141.1
1996-11-01,141
1996-12-01,141.3
1997-01-01,141.5
1997-02-01,141.7
1997-03-01,141.6
1997-04-01,141.5
1997-05-01,141.6
1997-06-01,141.4
1997-07-01,141.6
1997-08-01,141.6
1997-09-01,141.5
1997-10-01,141.5
1997-11-01,141.4
1997-12-01,141.3
1998-01-01,141.3
1998-02-01,141
1998-03-01,143.2
1998-04-01,142.9
1998-05-01,142.8
1998-06-01,142.7
1998-07-01,142.6
1998-08-01,142.1
1998-09-01,141.2
1998-10-01,141.2
1998-11-01,140.9
1998-12-01,140.6
1999-01-01,140.1
1999-02-01,139.7
1999-03-01,139.9
1999-04-01,140
1999-05-01,140.4
1999-06-01,141.2
1999-07-01,142.1
1999-08-01,142.3
1999-09-01,143.3
1999-10-01,144.5
1999-11-01,144.6
1999-12-01,144.8
2000-01-01,145.2
2000-02-01,146.5
2000-03-01,147.4
2000-04-01,148.3
2000-05-01,149
2000-06-01,149.3
2000-07-01,150.2
2000-08-01,149.8
2000-09-01,149.7
2000-10-01,149.6
2000-11-01,149.2
2000-12-01,149.5
2001-01-01,151.5
2001-02-01,152.9
2001-03-01,153.1
2001-04-01,152.5
2001-05-01,151.4
2001-06-01,150.8
2001-07-01,148.9
2001-08-01,147.5
2001-09-01,147.8
2001-10-01,146.8
2001-11-01,146.2
2001-12-01,144.9
2002-01-01,144.9
2002-02-01,145.1
2002-03-01,146.5
2002-04-01,148.1
2002-05-01,148.1
2002-06-01,148.8
2002-07-01,150.3
2002-08-01,151
2002-09-01,151.5
2002-10-01,152.6
2002-11-01,152.9
2002-12-01,152.3
2003-01-01,155.1
2003-02-01,159
2003-03-01,161.2
2003-04-01,159.2
2003-05-01,159.1
2003-06-01,159.1
2003-07-01,157.9
2003-08-01,158.1
2003-09-01,158.3
2003-10-01,158.9
2003-11-01,158.8
2003-12-01,159.7
2004-01-01,162.9
2004-02-01,163.8
2004-03-01,164.2
2004-04-01,166.2
2004-05-01,167
2004-06-01,168.4
2004-07-01,169.9
2004-08-01,172.8
2004-09-01,175.6
2004-10-01,177.3
2004-11-01,179.3
2004-12-01,180.2
2005-01-01,181.6
2005-02-01,182.6
2005-03-01,184.9
2005-04-01,185.1
2005-05-01,184.5
2005-06-01,183.4
2005-07-01,185.4
2005-08-01,186
2005-09-01,190.8
2005-10-01,197.9
2005-11-01,197.1
2005-12-01,197.1
2006-01-01,199.4
2006-02-01,199.1
2006-03-01,199.1
2006-04-01,198.9
2006-05-01,201.3
2006-06-01,203.4
2006-07-01,203.8
2006-08-01,205.1
2006-09-01,203.2
2006-10-01,202.4
2006-11-01,200.1
2006-12-01,200.9
2007-01-01,201.4
2007-02-01,202.2
2007-03-01,204.2
2007-04-01,206
2007-05-01,208.6
2007-06-01,209.8
2007-07-01,211.7
2007-08-01,209.8
2007-09-01,211.3
2007-10-01,213.3
2007-11-01,218.6
2007-12-01,218.7
2008-01-01,222.7
2008-02-01,224.5
2008-03-01,228.1
2008-04-01,232.7
2008-05-01,238.5
2008-06-01,244.4
2008-07-01,254
2008-08-01,255
2008-09-01,256.5
2008-10-01,246.2
2008-11-01,234.3
2008-12-01,223.5
2009-01-01,221.9
2009-02-01,221.3
2009-03-01,220.7
2009-04-01,219.9
2009-05-01,220
2009-06-01,221.8
2009-07-01,224.2
2009-08-01,225.5
2009-09-01,226.5
2009-10-01,226.4
2009-11-01,227.7
2009-12-01,230.8
2010-01-01,234
2010-02-01,238.1
2010-03-01,239.9
2010-04-01,242.5
2010-05-01,240.7
2010-06-01,238.1
2010-07-01,237.4
2010-08-01,238.3
2010-09-01,239.6
2010-10-01,242.1
2010-11-01,244.8
2010-12-01,246.9
2011-01-01,254.1
2011-02-01,258.8
2011-03-01,261.8
2011-04-01,267.6
2011-05-01,272
2011-06-01,271.5
2011-07-01,272.5
2011-08-01,272.4
2011-09-01,272.9
2011-10-01,269.6
2011-11-01,267.2
2011-12-01,263.5
2012-01-01,267.5
2012-02-01,270.2
2012-03-01,275.1
2012-04-01,276
2012-05-01,273.8
2012-06-01,266.3
2012-07-01,265
2012-08-01,265.5
2012-09-01,266.3
2012-10-01,267
2012-11-01,265.8
2012-12-01,265.8
2013-01-01,271.1
2013-02-01,275.4
2013-03-01,274.2
2013-04-01,272.4
2013-05-01,272.5
2013-06-01,272.6
2013-07-01,271.6
2013-08-01,270.9
2013-09-01,269.5
2013-10-01,268.4
2013-11-01,267.1
2013-12-01,268.4
2014-01-01,272.9
2014-02-01,274.7
2014-03-01,273.1
2014-04-01,274.8
2014-05-01,273.3
2014-06-01,273.7
2014-07-01,275.8
2014-08-01,276.5
2014-09-01,275.9
2014-10-01,274
2014-11-01,270.2
2014-12-01,266.4
2015-01-01,260
2015-02-01,259.4
2015-03-01,258.9
2015-04-01,259.4
2015-05-01,260.8
2015-06-01,263.7
2015-07-01,263.6
2015-08-01,261.3
2015-09-01,257.8
2015-10-01,256.5
2015-11-01,255.8
2015-12-01,254.8
2016-01-01,255.6
2016-02-01,254.3
2016-03-01,254.4
2016-04-01,256.2
2016-05-01,257.3
2016-06-01,258.7
2016-07-01,257.7
2016-08-01,258.4
2016-09-01,259.5
2016-10-01,261.3
2016-11-01,263
2016-12-01,263.2
2017-01-01,266.4
2017-02-01,269.9
2017-03-01,272.9
2017-04-01,274.1
2017-05-01,273.1
2017-06-01,273
2017-07-01,271
2017-08-01,272.7
2017-09-01,272.9
2017-10-01,276.4
2017-11-01,279.3
2017-12-01,279.8
2018-01-01,282.5
2018-02-01,284.2
2018-03-01,286
2018-04-01,285.1
2018-05-01,286.1
2018-06-01,287.3
2018-07-01,289
2018-08-01,291.2
2018-09-01,292.4
2018-10-01,293.9
2018-11-01,291.6
2018-12-01,286.2
2019-01-01,286.5
2019-02-01,285.2
2019-03-01,284.9
2019-04-01,284.9
2019-05-01,283.7
2019-06-01,282.9
2019-07-01,281.4
2019-08-01,279.9
2019-09-01,278.5
2019-10-01,281.7
2019-11-01,280.6
2019-12-01,278.4
2020-01-01,279.7
2020-02-01,279.4
2020-03-01,277.7
2020-04-01,267.2
2020-05-01,262.8
2020-06-01,265.6
2020-07-01,269.2
2020-08-01,271.9
2020-09-01,272.5
2020-10-01,274.7
2020-11-01,276.6
2020-12-01,280.4
2021-01-01,287.8
2021-02-01,295.6
2021-03-01,304
2021-04-01,310.7
2021-05-01,319.3
2021-06-01,324.7
2021-07-01,327.985
2021-08-01,333.496
2021-09-01,333.047
2021-10-01,336.522
2021-11-01,340.424
2021-12-01,339.111
2022-01-01,341.823
2022-02-01,345.335
2022-03-01,351.222
2022-04-01,357.872
2022-05-01,364.412
2022-06-01,367.146
2022-07-01,366.67
2022-08-01,359.577
2022-09-01,355.732
2022-10-01,352.599
2022-11-01,349.272
2022-12-01,346.038
2023-01-01,348.334
2023-02-01,350.034
2023-03-01,347.536
2023-04-01,348.107
2023-05-01,345.265
2023-06-01,341.575
2023-07-01,336.54
2023-08-01,335.212
2023-09-01,335.458
2023-10-01,337.408
2023-11-01,334.737
