"Date","WPUIP230000"
2014-12-01,100
2015-01-01,99
2015-02-01,99.3
2015-03-01,99.8
2015-04-01,99.9
2015-05-01,100.8
2015-06-01,100.8
2015-07-01,100.9
2015-08-01,100.3
2015-09-01,99
2015-10-01,98.8
2015-11-01,98.5
2015-12-01,97.7
2016-01-01,97.7
2016-02-01,97.5
2016-03-01,97.9
2016-04-01,98.4
2016-05-01,99
2016-06-01,99.9
2016-07-01,100
2016-08-01,99.6
2016-09-01,99.6
2016-10-01,99.6
2016-11-01,99.4
2016-12-01,100
2017-01-01,100.8
2017-02-01,101.2
2017-03-01,101.4
2017-04-01,102
2017-05-01,102.1
2017-06-01,102.2
2017-07-01,102.2
2017-08-01,103.2
2017-09-01,103.4
2017-10-01,103.7
2017-11-01,104.2
2017-12-01,104.4
2018-01-01,105.4
2018-02-01,106.2
2018-03-01,107
2018-04-01,107.9
2018-05-01,109.5
2018-06-01,110.2
2018-07-01,110.3
2018-08-01,109.8
2018-09-01,109.7
2018-10-01,110.6
2018-11-01,109.5
2018-12-01,108.6
2019-01-01,108.2
2019-02-01,108.7
2019-03-01,109.9
2019-04-01,111.2
2019-05-01,110.8
2019-06-01,110
2019-07-01,110.6
2019-08-01,110.3
2019-09-01,110.4
2019-10-01,110
2019-11-01,109.8
2019-12-01,110.1
2020-01-01,110.7
2020-02-01,110.1
2020-03-01,109.5
2020-04-01,106.6
2020-05-01,106.6
2020-06-01,108.9
2020-07-01,110.4
2020-08-01,113
2020-09-01,115.5
2020-10-01,115.6
2020-11-01,114.2
2020-12-01,116.2
2021-01-01,119.9
2021-02-01,122.1
2021-03-01,125.3
2021-04-01,128.6
2021-05-01,134.7
2021-06-01,138.7
2021-07-01,137.211
2021-08-01,135.294
2021-09-01,134.819
2021-10-01,136.286
2021-11-01,136.597
2021-12-01,137.736
2022-01-01,143.505
2022-02-01,148.031
2022-03-01,155.048
2022-04-01,155.769
2022-05-01,157.095
2022-06-01,156.786
2022-07-01,153.602
2022-08-01,150.98
2022-09-01,150.11
2022-10-01,150.587
2022-11-01,150.015
2022-12-01,146.179
2023-01-01,148.24
2023-02-01,148.437
2023-03-01,148.823
2023-04-01,149.109
2023-05-01,147.896
2023-06-01,148.031
2023-07-01,148.771
2023-08-01,150.412
2023-09-01,151.006
2023-10-01,150.076
2023-11-01,149.738
