"Date","WPUFD49208"
1975-01-01,61.1
1975-02-01,61.1
1975-03-01,60.9
1975-04-01,61.4
1975-05-01,61.8
1975-06-01,62.2
1975-07-01,62.8
1975-08-01,62.8
1975-09-01,63.2
1975-10-01,63.9
1975-11-01,63.9
1975-12-01,64.1
1976-01-01,64.3
1976-02-01,64.1
1976-03-01,64.1
1976-04-01,64.5
1976-05-01,64.7
1976-06-01,64.7
1976-07-01,64.8
1976-08-01,64.6
1976-09-01,64.8
1976-10-01,65.4
1976-11-01,65.5
1976-12-01,66.1
1977-01-01,66.6
1977-02-01,67.1
1977-03-01,67.5
1977-04-01,67.9
1977-05-01,68.4
1977-06-01,68.4
1977-07-01,68.7
1977-08-01,68.7
1977-09-01,69
1977-10-01,69.9
1977-11-01,70.1
1977-12-01,70.4
1978-01-01,71
1978-02-01,71.6
1978-03-01,71.9
1978-04-01,72.9
1978-05-01,73.5
1978-06-01,74.1
1978-07-01,74.7
1978-08-01,74.4
1978-09-01,74.9
1978-10-01,75.9
1978-11-01,76.1
1978-12-01,76.9
1979-01-01,78.1
1979-02-01,78.9
1979-03-01,79.3
1979-04-01,79.9
1979-05-01,80.1
1979-06-01,80.1
1979-07-01,80.5
1979-08-01,80.5
1979-09-01,81.3
1979-10-01,82.5
1979-11-01,83.1
1979-12-01,83.7
1980-01-01,85.1
1980-02-01,85.7
1980-03-01,86
1980-04-01,86.4
1980-05-01,86.7
1980-06-01,87.3
1980-07-01,89
1980-08-01,89.8
1980-09-01,89.8
1980-10-01,91.4
1980-11-01,91.7
1980-12-01,91.9
1981-01-01,93.1
1981-02-01,93.5
1981-03-01,93.8
1981-04-01,94.6
1981-05-01,95
1981-06-01,95.3
1981-07-01,95.9
1981-08-01,96
1981-09-01,95.9
1981-10-01,97.1
1981-11-01,97.3
1981-12-01,97.5
1982-01-01,98.6
1982-02-01,98.7
1982-03-01,98.8
1982-04-01,99.5
1982-05-01,99.9
1982-06-01,100.3
1982-07-01,100.2
1982-08-01,100.3
1982-09-01,99.9
1982-10-01,101.1
1982-11-01,101.2
1982-12-01,101.6
1983-01-01,101.5
1983-02-01,102
1983-03-01,101.9
1983-04-01,102.3
1983-05-01,102.4
1983-06-01,102.3
1983-07-01,102.5
1983-08-01,102.6
1983-09-01,102.2
1983-10-01,103.4
1983-11-01,103.3
1983-12-01,103.6
1984-01-01,104.8
1984-02-01,105.2
1984-03-01,105.5
1984-04-01,105.6
1984-05-01,105.3
1984-06-01,105.2
1984-07-01,105.9
1984-08-01,105.8
1984-09-01,105.2
1984-10-01,105.8
1984-11-01,106.1
1984-12-01,106.1
1985-01-01,106.7
1985-02-01,107.2
1985-03-01,107
1985-04-01,107
1985-05-01,106.8
1985-06-01,106.9
1985-07-01,107.4
1985-08-01,107.1
1985-09-01,105.7
1985-10-01,107.7
1985-11-01,108.1
1985-12-01,108.4
1986-01-01,108.6
1986-02-01,108.4
1986-03-01,108.3
1986-04-01,108.7
1986-05-01,109.1
1986-06-01,109.2
1986-07-01,110
1986-08-01,110.4
1986-09-01,109.7
1986-10-01,111.5
1986-11-01,111.5
1986-12-01,111.3
1987-01-01,111.4
1987-02-01,111.3
1987-03-01,111.3
1987-04-01,112
1987-05-01,112.4
1987-06-01,112.3
1987-07-01,112.7
1987-08-01,112.3
1987-09-01,112.4
1987-10-01,113.1
1987-11-01,113.2
1987-12-01,112.9
1988-01-01,113.9
1988-02-01,113.8
1988-03-01,114.1
1988-04-01,114.3
1988-05-01,114.8
1988-06-01,115.3
1988-07-01,116.2
1988-08-01,116.4
1988-09-01,116.7
1988-10-01,117.7
1988-11-01,117.8
1988-12-01,118.2
1989-01-01,119.2
1989-02-01,119.8
1989-03-01,120.1
1989-04-01,120
1989-05-01,120.8
1989-06-01,121.2
1989-07-01,121.3
1989-08-01,121.4
1989-09-01,121.3
1989-10-01,122.7
1989-11-01,123
1989-12-01,123.5
1990-01-01,124.6
1990-02-01,125.1
1990-03-01,125.2
1990-04-01,125
1990-05-01,125.6
1990-06-01,125.9
1990-07-01,126.2
1990-08-01,126.3
1990-09-01,126.1
1990-10-01,127.2
1990-11-01,127.6
1990-12-01,127.5
1991-01-01,128.5
1991-02-01,128.7
1991-03-01,128.9
1991-04-01,129.1
1991-05-01,129.2
1991-06-01,129.3
1991-07-01,129.2
1991-08-01,128.9
1991-09-01,128.5
1991-10-01,129.7
1991-11-01,129.8
1991-12-01,129.8
1992-01-01,130.4
1992-02-01,130.6
1992-03-01,130.8
1992-04-01,130.8
1992-05-01,131.1
1992-06-01,131
1992-07-01,131
1992-08-01,130.9
1992-09-01,130.4
