"Date","WPS012202"
1975-01-01,131.7
1975-02-01,124.2
1975-03-01,118.1
1975-04-01,118.2
1975-05-01,114.6
1975-06-01,112.4
1975-07-01,112.8
1975-08-01,115.6
1975-09-01,114.5
1975-10-01,112
1975-11-01,105.8
1975-12-01,104.1
1976-01-01,NA
1976-02-01,NA
1976-03-01,NA
1976-04-01,NA
1976-05-01,NA
1976-06-01,NA
1976-07-01,NA
1976-08-01,NA
1976-09-01,NA
1976-10-01,NA
1976-11-01,NA
1976-12-01,NA
1977-01-01,NA
1977-02-01,NA
1977-03-01,NA
1977-04-01,NA
1977-05-01,NA
1977-06-01,NA
1977-07-01,NA
1977-08-01,NA
1977-09-01,NA
1977-10-01,NA
1977-11-01,NA
1977-12-01,NA
1978-01-01,NA
1978-02-01,NA
1978-03-01,NA
1978-04-01,NA
1978-05-01,NA
1978-06-01,NA
1978-07-01,NA
1978-08-01,NA
1978-09-01,NA
1978-10-01,NA
1978-11-01,NA
1978-12-01,NA
1979-01-01,91.8
1979-02-01,93.7
1979-03-01,94.3
1979-04-01,96.8
1979-05-01,100.9
1979-06-01,102.2
1979-07-01,116.2
1979-08-01,113
1979-09-01,114
1979-10-01,114.2
1979-11-01,106.8
1979-12-01,111.1
1980-01-01,102.8
1980-02-01,107.6
1980-03-01,105
1980-04-01,101.6
1980-05-01,103.6
1980-06-01,101.2
1980-07-01,116.1
1980-08-01,131.9
1980-09-01,143.3
1980-10-01,140.7
1980-11-01,138.9
1980-12-01,142.1
1981-01-01,149.2
1981-02-01,140.2
1981-03-01,139.1
1981-04-01,136.4
1981-05-01,132.7
1981-06-01,131
1981-07-01,128.3
1981-08-01,122
1981-09-01,111.7
1981-10-01,109.8
1981-11-01,107.6
1981-12-01,102.1
1982-01-01,108.6
1982-02-01,105.3
1982-03-01,105.2
1982-04-01,103.6
1982-05-01,106.1
1982-06-01,103.4
1982-07-01,98.6
1982-08-01,94
1982-09-01,86.1
1982-10-01,87.4
1982-11-01,98.9
1982-12-01,103.4
1983-01-01,102.4
1983-02-01,112.6
1983-03-01,114.8
1983-04-01,120.5
1983-05-01,120.9
1983-06-01,122.3
1983-07-01,121.7
1983-08-01,140.1
1983-09-01,148.2
1983-10-01,151.4
1983-11-01,150.4
1983-12-01,141.8
1984-01-01,136.7
1984-02-01,129.4
1984-03-01,136.9
1984-04-01,136
1984-05-01,130.5
1984-06-01,132.4
1984-07-01,131.7
1984-08-01,132.1
1984-09-01,131.1
1984-10-01,125.7
1984-11-01,116.2
1984-12-01,114.8
1985-01-01,116
1985-02-01,113
1985-03-01,112
1985-04-01,109.5
1985-05-01,104.1
1985-06-01,105.2
1985-07-01,105.8
1985-08-01,101.8
1985-09-01,100.4
1985-10-01,97.8
1985-11-01,99.9
1985-12-01,103.9
1986-01-01,102.3
1986-02-01,101.7
1986-03-01,96.9
1986-04-01,94.1
1986-05-01,93.8
1986-06-01,95.5
1986-07-01,78.3
1986-08-01,70.3
1986-09-01,63.1
1986-10-01,63
1986-11-01,66.9
1986-12-01,71.4
1987-01-01,63.7
1987-02-01,62
1987-03-01,62.1
1987-04-01,65.5
1987-05-01,68.7
1987-06-01,69.1
1987-07-01,63.8
1987-08-01,60.8
1987-09-01,68.4
1987-10-01,73.9
1987-11-01,75.4
1987-12-01,78.6
1988-01-01,75.4
1988-02-01,81.9
1988-03-01,80.4
1988-04-01,77.9
1988-05-01,74
1988-06-01,95.7
1988-07-01,109.9
1988-08-01,116
1988-09-01,118.4
1988-10-01,122.4
1988-11-01,107.6
1988-12-01,110.5
1989-01-01,117.1
1989-02-01,110.8
1989-03-01,111.9
1989-04-01,105.2
1989-05-01,102.6
1989-06-01,96.8
1989-07-01,97.2
1989-08-01,96.7
1989-09-01,97.7
1989-10-01,96.3
1989-11-01,99.5
1989-12-01,98.2
1990-01-01,96.1
1990-02-01,98.5
1990-03-01,96.6
1990-04-01,107.1
1990-05-01,106.8
1990-06-01,110.2
1990-07-01,107.9
1990-08-01,102.5
1990-09-01,98.1
1990-10-01,95.8
1990-11-01,94.6
1990-12-01,95.7
1991-01-01,94.8
1991-02-01,95.8
1991-03-01,97.5
1991-04-01,97.7
1991-05-01,93
1991-06-01,90.8
1991-07-01,87.7
1991-08-01,104
1991-09-01,101.5
1991-10-01,103.8
1991-11-01,103.4
1991-12-01,97
1992-01-01,101.2
1992-02-01,101.8
1992-03-01,103.5
1992-04-01,97.6
1992-05-01,99.5
1992-06-01,101.5
1992-07-01,95.4
1992-08-01,92.4
1992-09-01,93.6
1992-10-01,90.3
1992-11-01,86.9
1992-12-01,86
1993-01-01,85.2
1993-02-01,83.4
1993-03-01,83.3
1993-04-01,88.6
1993-05-01,86.8
1993-06-01,79.5
1993-07-01,90.9
1993-08-01,96.9
1993-09-01,95.4
1993-10-01,101.6
1993-11-01,110
1993-12-01,117.6
1994-01-01,118.8
1994-02-01,117
1994-03-01,108.9
1994-04-01,104.4
1994-05-01,99.9
1994-06-01,106.4
1994-07-01,91.8
1994-08-01,90.8
