"Date","WPUIP2312002"
2014-12-01,100
2015-01-01,100.5
2015-02-01,100.1
2015-03-01,100.6
2015-04-01,100.8
2015-05-01,101.5
2015-06-01,101.3
2015-07-01,101.6
2015-08-01,101.5
2015-09-01,100.9
2015-10-01,100.8
2015-11-01,100.9
2015-12-01,99.9
2016-01-01,100.5
2016-02-01,100.6
2016-03-01,100.8
2016-04-01,100.8
2016-05-01,100.9
2016-06-01,101.7
2016-07-01,102
2016-08-01,101.2
2016-09-01,101.1
2016-10-01,100.9
2016-11-01,100.8
2016-12-01,101.9
2017-01-01,101.9
2017-02-01,102.6
2017-03-01,102.7
2017-04-01,103.2
2017-05-01,103.3
2017-06-01,103.6
2017-07-01,103.6
2017-08-01,104.6
2017-09-01,104.4
2017-10-01,105
2017-11-01,105.3
2017-12-01,105.4
2018-01-01,106
2018-02-01,106.7
2018-03-01,106.9
2018-04-01,107.6
2018-05-01,108.4
2018-06-01,109
2018-07-01,109.4
2018-08-01,108.6
2018-09-01,108.2
2018-10-01,109.7
2018-11-01,109.6
2018-12-01,110
2019-01-01,110.5
2019-02-01,110.2
2019-03-01,111.1
2019-04-01,112.2
2019-05-01,111.8
2019-06-01,112.1
2019-07-01,111.9
2019-08-01,112.8
2019-09-01,113.4
2019-10-01,112.8
2019-11-01,113
2019-12-01,113.8
2020-01-01,114.3
2020-02-01,113.6
2020-03-01,113.7
2020-04-01,112.6
2020-05-01,111.9
2020-06-01,113.4
2020-07-01,113.9
2020-08-01,116
2020-09-01,117.7
2020-10-01,118.8
2020-11-01,119.5
2020-12-01,122.8
2021-01-01,126
2021-02-01,126
2021-03-01,127.4
2021-04-01,130.4
2021-05-01,135.1
2021-06-01,137.9
2021-07-01,138.77
2021-08-01,140.21
2021-09-01,139.402
2021-10-01,139.821
2021-11-01,138.322
2021-12-01,138.81
2022-01-01,141.832
2022-02-01,142.967
2022-03-01,149.297
2022-04-01,151.985
2022-05-01,153.433
2022-06-01,151.094
2022-07-01,149.987
2022-08-01,147.54
2022-09-01,146.948
2022-10-01,146.624
2022-11-01,147.366
2022-12-01,145.732
2023-01-01,147.249
2023-02-01,147.532
2023-03-01,148.17
2023-04-01,148.803
2023-05-01,146.896
2023-06-01,147.034
2023-07-01,147.426
2023-08-01,147.091
2023-09-01,147.334
2023-10-01,149.066
2023-11-01,148.983
