"Date","WPUID69113"
1974-01-01,25.6
1974-02-01,28
1974-03-01,30.1
1974-04-01,31.3
1974-05-01,32.8
1974-06-01,33.6
1974-07-01,35.5
1974-08-01,36.4
1974-09-01,35.4
1974-10-01,36.1
1974-11-01,35.9
1974-12-01,36
1975-01-01,36.8
1975-02-01,36.7
1975-03-01,37.4
1975-04-01,38
1975-05-01,37.8
1975-06-01,38.1
1975-07-01,38.6
1975-08-01,39.6
1975-09-01,39.9
1975-10-01,40.2
1975-11-01,40.5
1975-12-01,40.4
1976-01-01,40.3
1976-02-01,40.4
1976-03-01,40.5
1976-04-01,40.7
1976-05-01,40.7
1976-06-01,40.9
1976-07-01,41.4
1976-08-01,42
1976-09-01,42.4
1976-10-01,42.5
1976-11-01,42.8
1976-12-01,42.9
1977-01-01,43.4
1977-02-01,44.7
1977-03-01,45.6
1977-04-01,46.5
1977-05-01,46.8
1977-06-01,47.2
1977-07-01,47.7
1977-08-01,48.1
1977-09-01,48
1977-10-01,48.2
1977-11-01,47.8
1977-12-01,47.8
1978-01-01,48.1
1978-02-01,48.2
1978-03-01,48.5
1978-04-01,48.7
1978-05-01,49.1
1978-06-01,49.6
1978-07-01,49.4
1978-08-01,49.3
1978-09-01,49.3
1978-10-01,49.5
1978-11-01,49.6
1978-12-01,50.1
1979-01-01,50.6
1979-02-01,51.1
1979-03-01,52.4
1979-04-01,54.4
1979-05-01,56.7
1979-06-01,59.1
1979-07-01,61.8
1979-08-01,65.2
1979-09-01,68
1979-10-01,70
1979-11-01,71.2
1979-12-01,72.5
1980-01-01,75.7
1980-02-01,79.4
1980-03-01,82.5
1980-04-01,83.9
1980-05-01,84.3
1980-06-01,85.1
1980-07-01,87
1980-08-01,87.5
1980-09-01,87.8
1980-10-01,87.3
1980-11-01,88.1
1980-12-01,90.9
1981-01-01,93.2
1981-02-01,96.1
1981-03-01,100.8
1981-04-01,102.5
1981-05-01,102.7
1981-06-01,102.2
1981-07-01,101.7
1981-08-01,102.7
1981-09-01,101.6
1981-10-01,100.8
1981-11-01,100.6
1981-12-01,101
1982-01-01,102.1
1982-02-01,100.9
1982-03-01,100.2
1982-04-01,98.1
1982-05-01,96.7
1982-06-01,98.3
1982-07-01,101.5
1982-08-01,102
1982-09-01,100.1
1982-10-01,99.7
1982-11-01,100.1
1982-12-01,100.3
1983-01-01,97.5
1983-02-01,95.5
1983-03-01,95.2
1983-04-01,91.8
1983-05-01,92.5
1983-06-01,94.8
1983-07-01,95.7
1983-08-01,96.4
1983-09-01,96.6
1983-10-01,96.7
1983-11-01,95.8
1983-12-01,94.8
1984-01-01,93.9
1984-02-01,94.7
1984-03-01,95.8
1984-04-01,95
1984-05-01,95.7
1984-06-01,97
1984-07-01,97.1
1984-08-01,95.9
1984-09-01,95.3
1984-10-01,95.1
1984-11-01,95.5
1984-12-01,94.7
1985-01-01,93.9
1985-02-01,92.2
1985-03-01,92.4
1985-04-01,93.1
1985-05-01,94
1985-06-01,92.6
1985-07-01,91.8
1985-08-01,91.1
1985-09-01,91.5
1985-10-01,91.5
1985-11-01,92.7
1985-12-01,93.9
1986-01-01,91.1
1986-02-01,84.4
1986-03-01,76.6
1986-04-01,72.4
1986-05-01,71.7
1986-06-01,72
1986-07-01,67.7
1986-08-01,66.7
1986-09-01,69
1986-10-01,66.6
1986-11-01,66.3
1986-12-01,66.7
1987-01-01,68.6
1987-02-01,70.5
1987-03-01,70.1
1987-04-01,71
1987-05-01,72.2
1987-06-01,74.1
1987-07-01,75.7
1987-08-01,77
1987-09-01,75.6
1987-10-01,74.4
1987-11-01,74.1
1987-12-01,72.7
1988-01-01,70.5
1988-02-01,70
1988-03-01,69.3
1988-04-01,70.2
1988-05-01,71.2
1988-06-01,73.5
1988-07-01,73.3
1988-08-01,73.1
1988-09-01,72.3
1988-10-01,69.4
1988-11-01,68.7
1988-12-01,69.5
1989-01-01,71.2
1989-02-01,71.8
1989-03-01,72.9
1989-04-01,76.4
1989-05-01,77.7
1989-06-01,78.9
1989-07-01,78.3
1989-08-01,76.9
1989-09-01,78.3
1989-10-01,77.5
1989-11-01,76
1989-12-01,76.9
1990-01-01,83.7
1990-02-01,79
1990-03-01,77.4
1990-04-01,77.7
1990-05-01,78
1990-06-01,79
1990-07-01,78.4
1990-08-01,85.3
1990-09-01,93.6
1990-10-01,100.1
1990-11-01,99.7
1990-12-01,93.7
1991-01-01,91.5
1991-02-01,87.4
1991-03-01,82.7
1991-04-01,81.7
1991-05-01,83.2
1991-06-01,84.8
1991-07-01,84.4
1991-08-01,85.7
1991-09-01,87.4
1991-10-01,85.1
1991-11-01,84.4
1991-12-01,82.8
1992-01-01,80.1
1992-02-01,80.4
1992-03-01,79.9
1992-04-01,80.6
1992-05-01,83.4
1992-06-01,87.8
1992-07-01,88
1992-08-01,87.8
1992-09-01,88.7
1992-10-01,87
1992-11-01,84.9
1992-12-01,83.4
1993-01-01,83.1
1993-02-01,83.2
1993-03-01,83.7
1993-04-01,84.2
1993-05-01,85.1
1993-06-01,87.9
1993-07-01,87
1993-08-01,86.1
1993-09-01,86.9
1993-10-01,85.3
1993-11-01,83.3
1993-12-01,79.9
1994-01-01,79.5
1994-02-01,81.1
1994-03-01,80.9
1994-04-01,80.6
1994-05-01,81.2
1994-06-01,84.2
1994-07-01,85.8
1994-08-01,87.3
1994-09-01,86.5
1994-10-01,83
1994-11-01,83.4
1994-12-01,82.2
1995-01-01,82.2
1995-02-01,82.4
1995-03-01,82.6
1995-04-01,83.5
1995-05-01,85.2
1995-06-01,87.3
1995-07-01,86.2
1995-08-01,85.9
1995-09-01,85.2
1995-10-01,83.3
1995-11-01,82.2
1995-12-01,83.1
1996-01-01,85
1996-02-01,83.8
1996-03-01,85.7
1996-04-01,89.1
1996-05-01,91.2
1996-06-01,91.1
1996-07-01,90.9
1996-08-01,91.7
1996-09-01,93.3
1996-10-01,92.1
1996-11-01,91
1996-12-01,92.4
1997-01-01,93.2
1997-02-01,91.8
1997-03-01,88.5
1997-04-01,86.7
1997-05-01,87
1997-06-01,89.5
1997-07-01,88.6
1997-08-01,89.7
1997-09-01,90.7
1997-10-01,88.8
1997-11-01,88
1997-12-01,85.9
1998-01-01,83
1998-02-01,81.4
1998-03-01,79.4
1998-04-01,79.9
1998-05-01,81.5
1998-06-01,82.8
1998-07-01,82.9
1998-08-01,81.9
1998-09-01,82
1998-10-01,80.5
1998-11-01,78.8
1998-12-01,75.5
1999-01-01,75.9
1999-02-01,74.7
1999-03-01,76
1999-04-01,80.3
1999-05-01,82.2
1999-06-01,84.6
1999-07-01,87.2
1999-08-01,89.6
1999-09-01,92.1
1999-10-01,89
1999-11-01,89.9
1999-12-01,90.3
2000-01-01,91.2
2000-02-01,94.5
2000-03-01,97.1
2000-04-01,95.4
2000-05-01,96.3
2000-06-01,103
2000-07-01,104.6
2000-08-01,104.2
2000-09-01,110.1
2000-10-01,108.8
2000-11-01,107.6
2000-12-01,107.5
2001-01-01,111.7
2001-02-01,109.5
2001-03-01,105.5
2001-04-01,105.9
2001-05-01,108.6
2001-06-01,110.1
2001-07-01,105.1
2001-08-01,104.8
2001-09-01,107.5
2001-10-01,97.4
2001-11-01,93.5
2001-12-01,89.3
2002-01-01,89.6
2002-02-01,88.4
2002-03-01,90.9
2002-04-01,94.9
2002-05-01,94.6
2002-06-01,96.2
2002-07-01,96.7
2002-08-01,97
2002-09-01,100.4
2002-10-01,101.6
2002-11-01,101
2002-12-01,100
2003-01-01,105.8
2003-02-01,113.2
2003-03-01,124.2
2003-04-01,110.1
2003-05-01,107.1
2003-06-01,111.3
2003-07-01,113
2003-08-01,114.3
2003-09-01,112.8
2003-10-01,110.7
2003-11-01,109.5
2003-12-01,110.9
2004-01-01,115.8
2004-02-01,115.8
2004-03-01,115.6
2004-04-01,117.3
2004-05-01,121.1
2004-06-01,123.7
2004-07-01,125.1
2004-08-01,127.1
2004-09-01,125.8
2004-10-01,129.9
2004-11-01,132.7
2004-12-01,128.4
2005-01-01,129
2005-02-01,130
2005-03-01,134.9
2005-04-01,139.8
2005-05-01,138.5
2005-06-01,142.3
2005-07-01,148.7
2005-08-01,153
2005-09-01,166.6
2005-10-01,180.1
2005-11-01,165.8
2005-12-01,162.1
2006-01-01,166.5
2006-02-01,160.5
2006-03-01,160.4
2006-04-01,165.9
2006-05-01,168.1
2006-06-01,169.9
2006-07-01,169.3
2006-08-01,170.9
2006-09-01,161.3
2006-10-01,149.7
2006-11-01,153.9
2006-12-01,156.8
2007-01-01,151.8
2007-02-01,155.7
2007-03-01,164
2007-04-01,170.5
2007-05-01,176.7
2007-06-01,179.2
2007-07-01,184.2
2007-08-01,177
2007-09-01,179.5
2007-10-01,177.4
2007-11-01,191.1
2007-12-01,187.8
2008-01-01,190.5
2008-02-01,191.5
2008-03-01,208.6
2008-04-01,213.4
2008-05-01,228.7
2008-06-01,240.3
2008-07-01,253.5
2008-08-01,231.3
2008-09-01,227.5
2008-10-01,197.4
2008-11-01,167.3
2008-12-01,147.7
2009-01-01,152.2
2009-02-01,149.3
2009-03-01,144.1
2009-04-01,149.5
2009-05-01,157.2
2009-06-01,167.8
2009-07-01,165.3
2009-08-01,174.5
2009-09-01,171
2009-10-01,169.8
2009-11-01,175.2
2009-12-01,173.8
2010-01-01,183.2
2010-02-01,177.4
2010-03-01,182.9
2010-04-01,185.8
2010-05-01,188.5
2010-06-01,187.3
2010-07-01,188.4
2010-08-01,190.8
2010-09-01,189.8
2010-10-01,191.5
2010-11-01,192.4
2010-12-01,195.7
2011-01-01,199.5
2011-02-01,204.7
2011-03-01,216.6
2011-04-01,223.6
2011-05-01,229.4
2011-06-01,229.1
2011-07-01,230.8
2011-08-01,224.4
2011-09-01,226.1
2011-10-01,217.8
2011-11-01,219.3
2011-12-01,217
2012-01-01,215.2
2012-02-01,216
2012-03-01,226.3
2012-04-01,223
2012-05-01,217.2
2012-06-01,215.6
2012-07-01,213.1
2012-08-01,221.1
2012-09-01,227.3
2012-10-01,222.7
2012-11-01,212.9
2012-12-01,210.9
2013-01-01,210.9
2013-02-01,219.1
2013-03-01,214
2013-04-01,212.9
2013-05-01,213.7
2013-06-01,215.2
2013-07-01,215.6
2013-08-01,218
2013-09-01,217.6
2013-10-01,212.3
2013-11-01,207.2
2013-12-01,208.4
2014-01-01,212.3
2014-02-01,214.8
2014-03-01,218.8
2014-04-01,218.7
2014-05-01,218.8
2014-06-01,220.7
2014-07-01,220.2
2014-08-01,218.7
2014-09-01,215.9
2014-10-01,203.9
2014-11-01,194.1
2014-12-01,181.6
2015-01-01,167.8
2015-02-01,168.5
2015-03-01,170.9
2015-04-01,167.1
2015-05-01,175.9
2015-06-01,181.8
2015-07-01,180.8
2015-08-01,176.4
2015-09-01,168.2
2015-10-01,162
2015-11-01,157
2015-12-01,150.8
2016-01-01,145.3
2016-02-01,139.9
2016-03-01,142
2016-04-01,144
2016-05-01,150.5
2016-06-01,159
2016-07-01,160.7
2016-08-01,158.2
2016-09-01,160.9
2016-10-01,158.9
2016-11-01,154.8
2016-12-01,157.2
2017-01-01,164.9
2017-02-01,165.8
2017-03-01,163
2017-04-01,165.6
2017-05-01,167.2
2017-06-01,170.3
2017-07-01,171.7
2017-08-01,173.5
2017-09-01,178.5
2017-10-01,176.5
2017-11-01,176.8
2017-12-01,178.4
2018-01-01,181.5
2018-02-01,184.5
2018-03-01,180.6
2018-04-01,183.6
2018-05-01,192.8
2018-06-01,199.1
2018-07-01,199.1
2018-08-01,198
2018-09-01,199
2018-10-01,199.7
2018-11-01,190.5
2018-12-01,181
2019-01-01,172.4
2019-02-01,175.3
2019-03-01,181.8
2019-04-01,184.8
2019-05-01,186.2
2019-06-01,181.4
2019-07-01,183.8
2019-08-01,180.5
2019-09-01,179.6
2019-10-01,175.6
2019-11-01,174.6
2019-12-01,174.6
2020-01-01,173
2020-02-01,166
2020-03-01,154.2
2020-04-01,131.6
2020-05-01,133.3
2020-06-01,150
2020-07-01,160.1
2020-08-01,163.4
2020-09-01,162.6
2020-10-01,163.6
2020-11-01,166.2
2020-12-01,171
2021-01-01,174
2021-02-01,183.7
2021-03-01,198.9
2021-04-01,193.1
2021-05-01,206.3
2021-06-01,212.4
2021-07-01,221.011
2021-08-01,218.654
2021-09-01,223.053
2021-10-01,234.149
2021-11-01,238.137
2021-12-01,228.907
2022-01-01,238.151
2022-02-01,250.276
2022-03-01,271.574
2022-04-01,279.99
2022-05-01,303.913
2022-06-01,335.6
2022-07-01,308.463
2022-08-01,291.412
2022-09-01,297.024
2022-10-01,299.2
2022-11-01,288.287
2022-12-01,255.657
2023-01-01,267.579
2023-02-01,263.76
2023-03-01,257.798
2023-04-01,247.662
2023-05-01,237.946
2023-06-01,243.003
2023-07-01,243.176
2023-08-01,266.673
2023-09-01,272.12
2023-10-01,256.705
2023-11-01,254.318
