"Date","WPS137"
1967-01-01,39.3
1967-02-01,39.1
1967-03-01,38.7
1967-04-01,38.7
1967-05-01,38.6
1967-06-01,38.5
1967-07-01,38.5
1967-08-01,38.4
1967-09-01,38.5
1967-10-01,39.8
1967-11-01,40.1
1967-12-01,40.7
1968-01-01,40
1968-02-01,40.2
1968-03-01,40.3
1968-04-01,40.3
1968-05-01,40.3
1968-06-01,40.7
1968-07-01,40.7
1968-08-01,40.6
1968-09-01,40.7
1968-10-01,40.1
1968-11-01,40.4
1968-12-01,41
1969-01-01,40.4
1969-02-01,40
1969-03-01,40.1
1969-04-01,40.1
1969-05-01,41.4
1969-06-01,40.3
1969-07-01,40.3
1969-08-01,39.6
1969-09-01,40.3
1969-10-01,40.7
1969-11-01,41.7
1969-12-01,40.1
1970-01-01,40.8
1970-02-01,40.9
1970-03-01,40.4
1970-04-01,39.9
1970-05-01,39.3
1970-06-01,38.3
1970-07-01,38
1970-08-01,38.6
1970-09-01,37.7
1970-10-01,37.8
1970-11-01,37.8
1970-12-01,37.7
1971-01-01,38.2
1971-02-01,39.2
1971-03-01,40.2
1971-04-01,41.2
1971-05-01,42.5
1971-06-01,43.4
1971-07-01,43.8
1971-08-01,44.3
1971-09-01,44.9
1971-10-01,44.6
1971-11-01,44.5
1971-12-01,45.6
1972-01-01,44.6
1972-02-01,44
1972-03-01,44.9
1972-04-01,44.6
1972-05-01,44.2
1972-06-01,44.4
1972-07-01,45
1972-08-01,44.8
1972-09-01,44.9
1972-10-01,45.1
1972-11-01,45.4
1972-12-01,45.6
1973-01-01,46.1
1973-02-01,45.3
1973-03-01,46
1973-04-01,46.5
1973-05-01,47
1973-06-01,48.3
1973-07-01,47.8
1973-08-01,47.4
1973-09-01,47.4
1973-10-01,47.7
1973-11-01,48
1973-12-01,48.8
1974-01-01,50.1
1974-02-01,51.4
1974-03-01,50.7
1974-04-01,51.8
1974-05-01,52.1
1974-06-01,53.5
1974-07-01,54
1974-08-01,55.4
1974-09-01,56.6
1974-10-01,56.2
1974-11-01,56.3
1974-12-01,56.9
1975-01-01,56.2
1975-02-01,56.6
1975-03-01,56.9
1975-04-01,56.2
1975-05-01,56
1975-06-01,55.7
1975-07-01,55
1975-08-01,55.7
1975-09-01,55.9
1975-10-01,56.5
1975-11-01,57.4
1975-12-01,56.9
1976-01-01,58.9
1976-02-01,58.3
1976-03-01,58.8
1976-04-01,58.9
1976-05-01,59.9
1976-06-01,59.6
1976-07-01,59.9
1976-08-01,60.4
1976-09-01,61.4
1976-10-01,61.9
1976-11-01,62.4
1976-12-01,63.1
1977-01-01,63
1977-02-01,63.8
1977-03-01,64.2
1977-04-01,67.3
1977-05-01,68.5
1977-06-01,72.7
1977-07-01,72.8
1977-08-01,73.9
1977-09-01,75.4
1977-10-01,78.5
1977-11-01,79.1
1977-12-01,80.7
1978-01-01,82.3
1978-02-01,84.6
1978-03-01,85
1978-04-01,86.5
1978-05-01,88.8
1978-06-01,89.5
1978-07-01,91.1
1978-08-01,91.9
1978-09-01,92.1
1978-10-01,92.2
1978-11-01,94.3
1978-12-01,95.6
1979-01-01,97.2
1979-02-01,98.1
1979-03-01,98.4
1979-04-01,98.5
1979-05-01,96.9
1979-06-01,97.6
1979-07-01,97.9
1979-08-01,98.4
1979-09-01,99.4
1979-10-01,99.5
1979-11-01,99.9
1979-12-01,100.4
1980-01-01,100.3
1980-02-01,102.6
1980-03-01,104.9
1980-04-01,103.1
1980-05-01,99.9
1980-06-01,99.9
1980-07-01,98.5
1980-08-01,98.2
1980-09-01,98.2
1980-10-01,97.2
1980-11-01,98.7
1980-12-01,99.5
1981-01-01,NA
1981-02-01,NA
1981-03-01,NA
1981-04-01,NA
1981-05-01,NA
1981-06-01,NA
1981-07-01,NA
1981-08-01,NA
1981-09-01,NA
1981-10-01,NA
1981-11-01,NA
1981-12-01,NA
1982-01-01,NA
1982-02-01,NA
1982-03-01,NA
1982-04-01,NA
1982-05-01,NA
1982-06-01,NA
1982-07-01,NA
1982-08-01,NA
1982-09-01,NA
1982-10-01,NA
1982-11-01,NA
1982-12-01,NA
