"Date","WPU07290197"
1999-12-01,100
2000-01-01,100.1
2000-02-01,100
2000-03-01,100
2000-04-01,99.7
2000-05-01,99.2
2000-06-01,100.4
2000-07-01,101.8
2000-08-01,101.8
2000-09-01,101.8
2000-10-01,101.8
2000-11-01,101.8
2000-12-01,101.8
2001-01-01,102.4
2001-02-01,100.6
2001-03-01,100.6
2001-04-01,100.6
2001-05-01,100.6
2001-06-01,100.6
2001-07-01,100.6
2001-08-01,100.5
2001-09-01,100.5
2001-10-01,100.5
2001-11-01,100.5
2001-12-01,100.5
2002-01-01,100.8
2002-02-01,100.8
2002-03-01,100.8
2002-04-01,100.8
2002-05-01,102.2
2002-06-01,102.2
2002-07-01,103.4
2002-08-01,103.4
2002-09-01,103.4
2002-10-01,103.7
2002-11-01,103.7
2002-12-01,103.7
2003-01-01,104
2003-02-01,104
2003-03-01,104
2003-04-01,103.9
2003-05-01,103.9
2003-06-01,103.9
2003-07-01,103.9
2003-08-01,103.9
2003-09-01,103.9
2003-10-01,103.9
2003-11-01,103.9
2003-12-01,103.9
2004-01-01,103.8
2004-02-01,103.7
2004-03-01,103.7
2004-04-01,103.7
2004-05-01,103.8
2004-06-01,103.8
2004-07-01,105.1
2004-08-01,105.1
2004-09-01,108.5
2004-10-01,108.5
2004-11-01,108.5
2004-12-01,108.5
2005-01-01,108.6
2005-02-01,108.9
2005-03-01,108.7
2005-04-01,109.7
2005-05-01,109.7
2005-06-01,109.7
2005-07-01,109.7
2005-08-01,109.8
2005-09-01,111.6
2005-10-01,112.1
2005-11-01,112.1
2005-12-01,112.1
2006-01-01,113.1
2006-02-01,113.5
2006-03-01,113.5
2006-04-01,113.5
2006-05-01,113.5
2006-06-01,113.4
2006-07-01,113.4
2006-08-01,113.4
2006-09-01,113.4
2006-10-01,113.4
2006-11-01,113.4
2006-12-01,113.4
2007-01-01,113.7
2007-02-01,113.7
2007-03-01,113.8
2007-04-01,113.8
2007-05-01,113.8
2007-06-01,113.8
2007-07-01,113.8
2007-08-01,113.8
2007-09-01,113.9
2007-10-01,113.9
2007-11-01,114.2
2007-12-01,114.2
2008-01-01,117
2008-02-01,117.1
2008-03-01,117.1
2008-04-01,117.1
2008-05-01,117.1
2008-06-01,117.1
2008-07-01,121.1
2008-08-01,123.5
2008-09-01,123.6
2008-10-01,123.5
2008-11-01,123.5
2008-12-01,123.5
2009-01-01,127.1
2009-02-01,127.7
2009-03-01,127
2009-04-01,126.9
2009-05-01,126.6
2009-06-01,126.6
2009-07-01,126.6
2009-08-01,126.6
2009-09-01,126.6
2009-10-01,126.6
2009-11-01,126.8
2009-12-01,125.7
2010-01-01,125.9
2010-02-01,126.4
2010-03-01,125.7
2010-04-01,125.6
2010-05-01,128.5
2010-06-01,128
2010-07-01,128
2010-08-01,128
2010-09-01,128.7
2010-10-01,128.6
2010-11-01,128.6
2010-12-01,128.7
2011-01-01,135.6
2011-02-01,135.7
2011-03-01,135.7
2011-04-01,135.8
2011-05-01,135.8
2011-06-01,135.5
2011-07-01,136.2
2011-08-01,133.3
2011-09-01,133.3
2011-10-01,134
2011-11-01,135.1
2011-12-01,135.2
2012-01-01,134.8
2012-02-01,133.8
2012-03-01,134.2
2012-04-01,136.5
2012-05-01,136.5
2012-06-01,136
2012-07-01,136
2012-08-01,136
2012-09-01,136
2012-10-01,136
2012-11-01,135.9
2012-12-01,135.9
2013-01-01,158
2013-02-01,158
2013-03-01,158
2013-04-01,158
2013-05-01,158
2013-06-01,158
2013-07-01,159.7
2013-08-01,164.4
2013-09-01,164.8
2013-10-01,165.4
2013-11-01,165
2013-12-01,164.8
2014-01-01,166.9
2014-02-01,165.9
2014-03-01,165.9
2014-04-01,165.9
2014-05-01,166.3
2014-06-01,166.3
2014-07-01,166.6
2014-08-01,166.5
2014-09-01,166.5
2014-10-01,167
2014-11-01,166.9
2014-12-01,167.3
2015-01-01,165.8
2015-02-01,166.4
2015-03-01,165.2
2015-04-01,165.3
2015-05-01,165.2
2015-06-01,167
2015-07-01,166.4
2015-08-01,166.4
2015-09-01,166.1
2015-10-01,166
2015-11-01,166.1
2015-12-01,166.1
2016-01-01,166.2
2016-02-01,166.6
2016-03-01,166.8
2016-04-01,167.2
2016-05-01,166.9
2016-06-01,166.3
2016-07-01,165.6
2016-08-01,165.4
2016-09-01,165.3
2016-10-01,165.9
2016-11-01,166.4
2016-12-01,166.3
2017-01-01,165.7
2017-02-01,165.5
2017-03-01,166.3
2017-04-01,165.8
2017-05-01,166.4
2017-06-01,165.8
2017-07-01,165.7
2017-08-01,166.3
2017-09-01,166.1
2017-10-01,166.6
2017-11-01,167.4
2017-12-01,167.8
2018-01-01,169.4
2018-02-01,169.6
2018-03-01,170.9
2018-04-01,170.9
2018-05-01,170.6
2018-06-01,170.6
2018-07-01,171.3
2018-08-01,172.9
2018-09-01,173
2018-10-01,173.1
2018-11-01,173.1
2018-12-01,172.9
2019-01-01,173.9
2019-02-01,175.4
2019-03-01,175.4
2019-04-01,175.5
2019-05-01,174.3
2019-06-01,174.2
2019-07-01,174.5
2019-08-01,174.5
2019-09-01,174.8
2019-10-01,174.4
2019-11-01,174.3
2019-12-01,173.4
2020-01-01,174.5
2020-02-01,174.2
2020-03-01,174.2
2020-04-01,174
2020-05-01,174
2020-06-01,174.3
2020-07-01,174.3
2020-08-01,175
2020-09-01,175
2020-10-01,175.6
2020-11-01,177.4
2020-12-01,179.9
2021-01-01,180
2021-02-01,181.6
2021-03-01,182.2
2021-04-01,184.6
2021-05-01,186.9
2021-06-01,191.4
2021-07-01,192.386
2021-08-01,193.066
2021-09-01,193.587
2021-10-01,195.823
2021-11-01,195.857
2021-12-01,197.498
2022-01-01,207.923
2022-02-01,208.736
2022-03-01,210.537
2022-04-01,210.595
2022-05-01,215.346
2022-06-01,219.889
2022-07-01,220.911
2022-08-01,223.184
2022-09-01,225.047
2022-10-01,225.069
2022-11-01,225.087
2022-12-01,227.575
2023-01-01,235.465
2023-02-01,240.633
2023-03-01,242.832
2023-04-01,243.024
2023-05-01,244.158
2023-06-01,244.075
2023-07-01,245.472
2023-08-01,245.472
2023-09-01,245.652
2023-10-01,245.652
2023-11-01,245.651
