"Date","WPUID51"
2009-11-01,100
2009-12-01,101.1
2010-01-01,103.6
2010-02-01,103.8
2010-03-01,105.6
2010-04-01,106.8
2010-05-01,107.1
2010-06-01,106.2
2010-07-01,105.7
2010-08-01,106.3
2010-09-01,106.5
2010-10-01,106.8
2010-11-01,107.5
2010-12-01,108.7
2011-01-01,111.1
2011-02-01,112.8
2011-03-01,114.7
2011-04-01,116.4
2011-05-01,117.8
2011-06-01,118.1
2011-07-01,118.8
2011-08-01,118.2
2011-09-01,118
2011-10-01,115.4
2011-11-01,113.6
2011-12-01,113.1
2012-01-01,113.9
2012-02-01,114.6
2012-03-01,116.7
2012-04-01,116.6
2012-05-01,115.6
2012-06-01,113.6
2012-07-01,113.2
2012-08-01,114.1
2012-09-01,115
2012-10-01,114.5
2012-11-01,114
2012-12-01,114.2
2013-01-01,114.2
2013-02-01,115.4
2013-03-01,115.3
2013-04-01,114.6
2013-05-01,114.5
2013-06-01,114.9
2013-07-01,115.3
2013-08-01,115.7
2013-09-01,115.3
2013-10-01,114.4
2013-11-01,114
2013-12-01,114.4
2014-01-01,116.1
2014-02-01,116.4
2014-03-01,116.6
2014-04-01,116.6
2014-05-01,116.5
2014-06-01,117.1
2014-07-01,118.2
2014-08-01,118.2
2014-09-01,117.4
2014-10-01,115.5
2014-11-01,113.2
2014-12-01,111.6
2015-01-01,108.8
2015-02-01,107.7
2015-03-01,107.8
2015-04-01,107.6
2015-05-01,108.3
2015-06-01,109.1
2015-07-01,109
2015-08-01,107.7
2015-09-01,105.8
2015-10-01,104.6
2015-11-01,103.4
2015-12-01,102
2016-01-01,102
2016-02-01,101.6
2016-03-01,102.2
2016-04-01,103.2
2016-05-01,104.3
2016-06-01,105.6
2016-07-01,105.6
2016-08-01,105
2016-09-01,105
2016-10-01,104.7
2016-11-01,105.2
2016-12-01,106.5
2017-01-01,107.8
2017-02-01,108.7
2017-03-01,109.1
2017-04-01,109.6
2017-05-01,109.5
2017-06-01,110.1
2017-07-01,110.3
2017-08-01,111.1
2017-09-01,111.4
2017-10-01,111.6
2017-11-01,112.3
2017-12-01,112.6
2018-01-01,114
2018-02-01,114.7
2018-03-01,115
2018-04-01,115.7
2018-05-01,117
2018-06-01,118
2018-07-01,118.2
2018-08-01,117.8
2018-09-01,117.8
2018-10-01,118.6
2018-11-01,117.7
2018-12-01,116.1
2019-01-01,114.9
2019-02-01,115.1
2019-03-01,116.2
2019-04-01,116.4
2019-05-01,115.6
2019-06-01,114.5
2019-07-01,114.7
2019-08-01,114.2
2019-09-01,113.7
2019-10-01,113.2
2019-11-01,113.1
2019-12-01,113.6
2020-01-01,113.8
2020-02-01,112.4
2020-03-01,111
2020-04-01,106.3
2020-05-01,105.6
2020-06-01,107.9
2020-07-01,109.5
2020-08-01,110.8
2020-09-01,112
2020-10-01,112.5
2020-11-01,113.6
2020-12-01,116.6
2021-01-01,118.7
2021-02-01,120.6
2021-03-01,123.5
2021-04-01,125.6
2021-05-01,129.3
2021-06-01,131.5
2021-07-01,133.413
2021-08-01,134.124
2021-09-01,134.062
2021-10-01,135.491
2021-11-01,137.073
2021-12-01,137.407
2022-01-01,139.287
2022-02-01,140.756
2022-03-01,144.947
2022-04-01,147.248
2022-05-01,150.225
2022-06-01,152.079
2022-07-01,149.151
2022-08-01,147.742
2022-09-01,147.768
2022-10-01,147.996
2022-11-01,147.694
2022-12-01,144.873
2023-01-01,146.224
2023-02-01,146.039
2023-03-01,145.89
2023-04-01,145.657
2023-05-01,144.72
2023-06-01,144.889
2023-07-01,144.768
2023-08-01,146.245
2023-09-01,146.328
2023-10-01,145.794
2023-11-01,145.51
