"Date","WPUIP2312311"
2014-12-01,100
2015-01-01,97
2015-02-01,97.5
2015-03-01,98.3
2015-04-01,98.4
2015-05-01,100.1
2015-06-01,100.3
2015-07-01,100.2
2015-08-01,99.4
2015-09-01,97.3
2015-10-01,96.8
2015-11-01,96.2
2015-12-01,94.8
2016-01-01,94
2016-02-01,93.2
2016-03-01,93.8
2016-04-01,95
2016-05-01,96.3
2016-06-01,97.5
2016-07-01,97.4
2016-08-01,97.1
2016-09-01,97
2016-10-01,97.3
2016-11-01,96.6
2016-12-01,97.1
2017-01-01,98.9
2017-02-01,98.9
2017-03-01,99
2017-04-01,100.1
2017-05-01,99.6
2017-06-01,99.8
2017-07-01,99.6
2017-08-01,100.5
2017-09-01,101.7
2017-10-01,101.4
2017-11-01,102.1
2017-12-01,102.2
2018-01-01,103.7
2018-02-01,103.7
2018-03-01,105
2018-04-01,106.9
2018-05-01,109.5
2018-06-01,109.9
2018-07-01,110
2018-08-01,110.2
2018-09-01,110.9
2018-10-01,111.9
2018-11-01,109.7
2018-12-01,107.3
2019-01-01,106
2019-02-01,107.1
2019-03-01,108.5
2019-04-01,110.8
2019-05-01,111.1
2019-06-01,109.2
2019-07-01,110.5
2019-08-01,109
2019-09-01,108.4
2019-10-01,108.6
2019-11-01,108.3
2019-12-01,108.2
2020-01-01,108.9
2020-02-01,108
2020-03-01,105.6
2020-04-01,99.7
2020-05-01,100.4
2020-06-01,103.2
2020-07-01,105.4
2020-08-01,105.8
2020-09-01,105.8
2020-10-01,105.2
2020-11-01,105.9
2020-12-01,107.8
2021-01-01,110.5
2021-02-01,112.9
2021-03-01,116.9
2021-04-01,118.7
2021-05-01,123.3
2021-06-01,126.2
2021-07-01,127.477
2021-08-01,127.025
2021-09-01,127.594
2021-10-01,129.233
2021-11-01,131.042
2021-12-01,131.828
2022-01-01,136.806
2022-02-01,140.888
2022-03-01,146.005
2022-04-01,147.145
2022-05-01,150.297
2022-06-01,153.234
2022-07-01,149.897
2022-08-01,147.698
2022-09-01,147.677
2022-10-01,148.251
2022-11-01,146.98
2022-12-01,142.453
2023-01-01,145.172
2023-02-01,145.679
2023-03-01,146.244
2023-04-01,146.806
2023-05-01,145.743
2023-06-01,146.02
2023-07-01,146.455
2023-08-01,149.244
2023-09-01,149.93
2023-10-01,147.878
2023-11-01,147.398
