"Date","WPUIP2321001"
1986-06-01,100
1986-07-01,99.6
1986-08-01,99.6
1986-09-01,99.7
1986-10-01,99.6
1986-11-01,99.5
1986-12-01,99.4
1987-01-01,99.6
1987-02-01,99.8
1987-03-01,99.9
1987-04-01,100.3
1987-05-01,100.5
1987-06-01,100.7
1987-07-01,101
1987-08-01,101.3
1987-09-01,101.7
1987-10-01,102.3
1987-11-01,102.6
1987-12-01,102.8
1988-01-01,103.4
1988-02-01,103.6
1988-03-01,104.1
1988-04-01,104.7
1988-05-01,105.1
1988-06-01,105.6
1988-07-01,106
1988-08-01,106.2
1988-09-01,106.5
1988-10-01,106.8
1988-11-01,107.3
1988-12-01,107.6
1989-01-01,108.3
1989-02-01,108.8
1989-03-01,109.3
1989-04-01,110.2
1989-05-01,110.5
1989-06-01,110.6
1989-07-01,110.7
1989-08-01,110.6
1989-09-01,111
1989-10-01,111.3
1989-11-01,111.3
1989-12-01,111.2
1990-01-01,111.9
1990-02-01,111.8
1990-03-01,112.1
1990-04-01,112.4
1990-05-01,112.6
1990-06-01,112.4
1990-07-01,112.5
1990-08-01,113.1
1990-09-01,113.9
1990-10-01,114.6
1990-11-01,114.9
1990-12-01,114.7
1991-01-01,114.8
1991-02-01,114.7
1991-03-01,114.5
1991-04-01,114.6
1991-05-01,114.8
1991-06-01,115.1
1991-07-01,115
1991-08-01,114.8
1991-09-01,114.9
1991-10-01,114.8
1991-11-01,114.9
1991-12-01,114.7
1992-01-01,114.9
1992-02-01,115.4
1992-03-01,115.7
1992-04-01,115.9
1992-05-01,116.2
1992-06-01,116.3
1992-07-01,116.3
1992-08-01,116.4
1992-09-01,116.7
1992-10-01,116.6
1992-11-01,116.7
1992-12-01,116.9
1993-01-01,117.8
1993-02-01,118.6
1993-03-01,119.4
1993-04-01,119.8
1993-05-01,119.5
1993-06-01,119.3
1993-07-01,119.2
1993-08-01,119.4
1993-09-01,119.9
1993-10-01,120
1993-11-01,120.3
1993-12-01,120.4
1994-01-01,120.9
1994-02-01,121.1
1994-03-01,121.4
1994-04-01,121.4
1994-05-01,121.6
1994-06-01,122.3
1994-07-01,122.5
1994-08-01,123
1994-09-01,123.4
1994-10-01,123.7
1994-11-01,124.3
1994-12-01,124.5
1995-01-01,125.5
1995-02-01,126.1
1995-03-01,126.9
1995-04-01,127.7
1995-05-01,127.9
1995-06-01,127.9
1995-07-01,128.1
1995-08-01,128.2
1995-09-01,128.4
1995-10-01,128.1
1995-11-01,127.9
1995-12-01,127.9
1996-01-01,128.3
1996-02-01,128.2
1996-03-01,128.5
1996-04-01,128.8
1996-05-01,129.6
1996-06-01,129.6
1996-07-01,129.5
1996-08-01,130
1996-09-01,130.5
1996-10-01,130.4
1996-11-01,130.7
1996-12-01,130.6
1997-01-01,130.9
1997-02-01,131.3
1997-03-01,131.4
1997-04-01,131.8
1997-05-01,132.1
1997-06-01,132
1997-07-01,132
1997-08-01,132.1
1997-09-01,132
1997-10-01,131.7
1997-11-01,131.8
1997-12-01,131.5
1998-01-01,131.3
1998-02-01,131.4
1998-03-01,131.4
1998-04-01,131.7
1998-05-01,131.8
1998-06-01,131.7
1998-07-01,132
1998-08-01,132.1
1998-09-01,132.2
1998-10-01,132
1998-11-01,131.9
1998-12-01,131.7
1999-01-01,132.1
1999-02-01,132.4
1999-03-01,132.8
1999-04-01,133.4
1999-05-01,133.7
1999-06-01,134.3
1999-07-01,134.9
1999-08-01,135.3
1999-09-01,135
1999-10-01,134.8
1999-11-01,135.1
1999-12-01,135.4
2000-01-01,136
2000-02-01,136.5
2000-03-01,137
2000-04-01,137.1
2000-05-01,137
2000-06-01,137.5
2000-07-01,137.3
2000-08-01,136.9
2000-09-01,137.1
2000-10-01,136.9
2000-11-01,136.9
2000-12-01,136.7
2001-01-01,136.7
2001-02-01,137.1
2001-03-01,136.9
2001-04-01,137.2
2001-05-01,138
2001-06-01,138
2001-07-01,137.4
2001-08-01,137.3
2001-09-01,137.6
2001-10-01,136.8
2001-11-01,136.6
2001-12-01,136
2002-01-01,136.3
2002-02-01,136.3
2002-03-01,136.8
2002-04-01,137.2
2002-05-01,137.3
2002-06-01,137.1
2002-07-01,137.2
2002-08-01,137.5
2002-09-01,137.4
2002-10-01,137.1
2002-11-01,136.8
2002-12-01,136.7
2003-01-01,137.2
2003-02-01,138
2003-03-01,138.3
2003-04-01,138.5
2003-05-01,138.6
2003-06-01,138.7
2003-07-01,139.4
2003-08-01,139.6
2003-09-01,141.2
2003-10-01,141.4
2003-11-01,141.6
2003-12-01,141.2
2004-01-01,142.5
2004-02-01,144.2
2004-03-01,145.9
2004-04-01,148.1
2004-05-01,150.1
2004-06-01,149.7
2004-07-01,150.3
2004-08-01,152
2004-09-01,153
2004-10-01,154.1
2004-11-01,153.7
2004-12-01,152.6
2005-01-01,154.5
2005-02-01,156.3
2005-03-01,158.3
2005-04-01,159.4
2005-05-01,159
2005-06-01,160.3
2005-07-01,161.9
2005-08-01,162.9
2005-09-01,166.2
2005-10-01,168.8
2005-11-01,165.4
2005-12-01,166.1
2006-01-01,168.7
2006-02-01,168.6
2006-03-01,170.5
2006-04-01,173.4
2006-05-01,175
2006-06-01,176.1
2006-07-01,176.9
2006-08-01,177.4
2006-09-01,174.6
2006-10-01,173
2006-11-01,172.9
2006-12-01,173.3
2007-01-01,173.2
2007-02-01,174.3
2007-03-01,176.5
2007-04-01,178.6
2007-05-01,180.1
2007-06-01,180
2007-07-01,181.4
2007-08-01,179.6
2007-09-01,180.1
2007-10-01,180
2007-11-01,183
2007-12-01,182.1
2008-01-01,183.2
2008-02-01,184.2
2008-03-01,187.8
2008-04-01,190.2
2008-05-01,194.7
2008-06-01,198.2
2008-07-01,202.7
2008-08-01,201.8
2008-09-01,203
2008-10-01,196.7
2008-11-01,190.1
2008-12-01,184.9
2009-01-01,185.4
2009-02-01,183.6
2009-03-01,182.5
2009-04-01,183.4
2009-05-01,184.7
2009-06-01,186.5
2009-07-01,185.5
2009-08-01,187.1
2009-09-01,186.9
2009-10-01,185.8
2009-11-01,187
2009-12-01,187.2
2010-01-01,189.6
2010-02-01,189.3
2010-03-01,191.6
2010-04-01,193.8
2010-05-01,195.1
2010-06-01,193.8
2010-07-01,193.5
2010-08-01,194
2010-09-01,193.6
2010-10-01,194.6
2010-11-01,195.5
2010-12-01,196.8
2011-01-01,199
2011-02-01,200.9
2011-03-01,205
2011-04-01,207.9
2011-05-01,209.9
2011-06-01,209.6
2011-07-01,210.7
2011-08-01,209.1
2011-09-01,209.7
2011-10-01,208.4
2011-11-01,208.4
2011-12-01,207.7
2012-01-01,209.4
2012-02-01,210.6
2012-03-01,213.1
2012-04-01,213.9
2012-05-01,213.1
2012-06-01,211.7
2012-07-01,210.8
2012-08-01,212.9
2012-09-01,214.8
2012-10-01,213.8
2012-11-01,211.5
2012-12-01,211.2
2013-01-01,212.8
2013-02-01,215.8
2013-03-01,215.8
2013-04-01,215.8
2013-05-01,215.9
2013-06-01,215.5
2013-07-01,215.3
2013-08-01,216.3
2013-09-01,216.3
2013-10-01,215.4
2013-11-01,214.3
2013-12-01,214.6
2014-01-01,216.3
2014-02-01,217.7
2014-03-01,218.8
2014-04-01,219.7
2014-05-01,219.8
2014-06-01,219.9
2014-07-01,220
2014-08-01,219.9
2014-09-01,219.4
2014-10-01,217.2
2014-11-01,215.4
2014-12-01,212
2015-01-01,207.3
2015-02-01,208.3
2015-03-01,209.5
2015-04-01,209.7
2015-05-01,212.6
2015-06-01,212.6
2015-07-01,211.8
2015-08-01,209.8
2015-09-01,206.4
2015-10-01,205.5
2015-11-01,204.3
2015-12-01,201.9
2016-01-01,200.7
2016-02-01,200
2016-03-01,200.8
2016-04-01,202
2016-05-01,203.5
2016-06-01,205.3
2016-07-01,205.4
2016-08-01,204.5
2016-09-01,204.8
2016-10-01,204.9
2016-11-01,204.4
2016-12-01,205.1
2017-01-01,207.9
2017-02-01,208.5
2017-03-01,208.5
2017-04-01,210.6
2017-05-01,210.6
2017-06-01,211.2
2017-07-01,211.7
2017-08-01,212.9
2017-09-01,214.7
2017-10-01,214.9
2017-11-01,215.8
2017-12-01,216
2018-01-01,219
2018-02-01,220.5
2018-03-01,222.4
2018-04-01,224.7
2018-05-01,228.9
2018-06-01,230.9
2018-07-01,230.1
2018-08-01,229.8
2018-09-01,230.2
2018-10-01,231.3
2018-11-01,227
2018-12-01,223.4
2019-01-01,221.4
2019-02-01,223.8
2019-03-01,226.4
2019-04-01,230.2
2019-05-01,230.7
2019-06-01,226.9
2019-07-01,227.8
2019-08-01,226.3
2019-09-01,225.3
2019-10-01,225.7
2019-11-01,224.9
2019-12-01,224.8
2020-01-01,225.7
2020-02-01,224.4
2020-03-01,220.7
2020-04-01,210.9
2020-05-01,211.8
2020-06-01,217.8
2020-07-01,222.6
2020-08-01,225.4
2020-09-01,226.8
2020-10-01,227
2020-11-01,227
2020-12-01,230
2021-01-01,235.9
2021-02-01,240.8
2021-03-01,247.3
2021-04-01,251.2
2021-05-01,260
2021-06-01,265.1
2021-07-01,266.06
2021-08-01,263.81
2021-09-01,264.679
2021-10-01,268.779
2021-11-01,272.727
2021-12-01,275.433
2022-01-01,286.694
2022-02-01,294.588
2022-03-01,303.784
2022-04-01,305.638
2022-05-01,310.89
2022-06-01,314.356
2022-07-01,310.151
2022-08-01,308.037
2022-09-01,307.528
2022-10-01,308.825
2022-11-01,306.497
2022-12-01,299.539
2023-01-01,304.059
2023-02-01,304.976
2023-03-01,305.1
2023-04-01,304.799
2023-05-01,303.238
2023-06-01,302.556
2023-07-01,303.006
2023-08-01,306.924
2023-09-01,307.757
2023-10-01,304.44
2023-11-01,303.754
