"Date","WPSFD49116"
2013-08-01,100
2013-09-01,100.1
2013-10-01,100.3
2013-11-01,100.4
2013-12-01,100.7
2014-01-01,100.9
2014-02-01,100.9
2014-03-01,101.1
2014-04-01,101.3
2014-05-01,101.3
2014-06-01,101.4
2014-07-01,101.5
2014-08-01,101.8
2014-09-01,101.8
2014-10-01,101.9
2014-11-01,101.9
2014-12-01,102
2015-01-01,101.9
2015-02-01,101.8
2015-03-01,101.8
2015-04-01,102
2015-05-01,102.1
2015-06-01,102.3
2015-07-01,102.3
2015-08-01,102.4
2015-09-01,102.3
2015-10-01,102.1
2015-11-01,102.2
2015-12-01,102.3
2016-01-01,102.7
2016-02-01,102.7
2016-03-01,102.8
2016-04-01,103
2016-05-01,103
2016-06-01,103.2
2016-07-01,103.4
2016-08-01,103.5
2016-09-01,103.6
2016-10-01,103.7
2016-11-01,103.9
2016-12-01,104.1
2017-01-01,104.4
2017-02-01,104.5
2017-03-01,104.6
2017-04-01,105.1
2017-05-01,105.2
2017-06-01,105.4
2017-07-01,105.5
2017-08-01,105.6
2017-09-01,105.8
2017-10-01,106.1
2017-11-01,106.4
2017-12-01,106.5
2018-01-01,107
2018-02-01,107.3
2018-03-01,107.7
2018-04-01,107.8
2018-05-01,108
2018-06-01,108.3
2018-07-01,108.7
2018-08-01,108.8
2018-09-01,109.1
2018-10-01,109.4
2018-11-01,109.6
2018-12-01,109.6
2019-01-01,109.8
2019-02-01,109.9
2019-03-01,110.1
2019-04-01,110.4
2019-05-01,110.6
2019-06-01,110.6
2019-07-01,110.8
2019-08-01,110.9
2019-09-01,110.9
2019-10-01,110.9
2019-11-01,111.1
2019-12-01,111.2
2020-01-01,111.6
2020-02-01,111.4
2020-03-01,111.2
2020-04-01,110.3
2020-05-01,110.4
2020-06-01,110.7
2020-07-01,111.1
2020-08-01,111.3
2020-09-01,111.7
2020-10-01,112
2020-11-01,112.2
2020-12-01,112.5
2021-01-01,113.6
2021-02-01,114
2021-03-01,114.7
2021-04-01,115.6
2021-05-01,116.2
2021-06-01,116.8
2021-07-01,117.783
2021-08-01,118.23
2021-09-01,118.564
2021-10-01,119.016
2021-11-01,120.044
2021-12-01,120.52
2022-01-01,121.424
2022-02-01,121.69
2022-03-01,122.794
2022-04-01,123.397
2022-05-01,123.986
2022-06-01,124.344
2022-07-01,124.606
2022-08-01,124.891
2022-09-01,125.245
2022-10-01,125.493
2022-11-01,125.941
2022-12-01,126.154
2023-01-01,126.816
2023-02-01,127.183
2023-03-01,127.363
2023-04-01,127.559
2023-05-01,127.555
2023-06-01,127.907
2023-07-01,128.187
2023-08-01,128.467
2023-09-01,128.852
2023-10-01,128.93
2023-11-01,129.053
