"Date","WPSID6151"
1978-01-01,68.8
1978-02-01,69.2
1978-03-01,69.6
1978-04-01,70.1
1978-05-01,70.4
1978-06-01,70.8
1978-07-01,71.2
1978-08-01,71.7
1978-09-01,72.2
1978-10-01,72.8
1978-11-01,73.5
1978-12-01,73.9
1979-01-01,74.4
1979-02-01,75
1979-03-01,75.6
1979-04-01,76.1
1979-05-01,76.9
1979-06-01,77.4
1979-07-01,78.1
1979-08-01,79.2
1979-09-01,79.7
1979-10-01,80.7
1979-11-01,81.4
1979-12-01,82.2
1980-01-01,83.1
1980-02-01,83.9
1980-03-01,84.8
1980-04-01,86
1980-05-01,86.4
1980-06-01,87.4
1980-07-01,87.9
1980-08-01,88.5
1980-09-01,89
1980-10-01,89.4
1980-11-01,90.1
1980-12-01,90.4
1981-01-01,91.4
1981-02-01,92.2
1981-03-01,92.8
1981-04-01,94.1
1981-05-01,94.5
1981-06-01,95
1981-07-01,95.7
1981-08-01,96.3
1981-09-01,96.8
1981-10-01,97.3
1981-11-01,97.8
1981-12-01,98.4
1982-01-01,99
1982-02-01,99.2
1982-03-01,99.4
1982-04-01,99.6
1982-05-01,100
1982-06-01,100.1
1982-07-01,100.2
1982-08-01,100.2
1982-09-01,100.5
1982-10-01,100.6
1982-11-01,100.7
1982-12-01,100.7
1983-01-01,100.7
1983-02-01,100.7
1983-03-01,100.8
1983-04-01,100.9
1983-05-01,101
1983-06-01,101.4
1983-07-01,101.5
1983-08-01,101.8
1983-09-01,102
1983-10-01,102.4
1983-11-01,102.6
1983-12-01,103
1984-01-01,103.3
1984-02-01,103.8
1984-03-01,104
1984-04-01,104.4
1984-05-01,104.6
1984-06-01,104.9
1984-07-01,105
1984-08-01,105.7
1984-09-01,105.7
1984-10-01,105.9
1984-11-01,106.1
1984-12-01,106.3
1985-01-01,106.6
1985-02-01,106.7
1985-03-01,107
1985-04-01,107
1985-05-01,107.2
1985-06-01,107.3
1985-07-01,107.3
1985-08-01,107.5
1985-09-01,107.6
1985-10-01,107.7
1985-11-01,107.7
1985-12-01,107.8
1986-01-01,107.9
1986-02-01,107.9
1986-03-01,108
1986-04-01,108
1986-05-01,108
1986-06-01,108.1
1986-07-01,108.3
1986-08-01,108.3
1986-09-01,108.5
1986-10-01,108.6
1986-11-01,108.8
1986-12-01,108.8
1987-01-01,109
1987-02-01,109.1
1987-03-01,109.2
1987-04-01,109.3
1987-05-01,109.4
1987-06-01,109.6
1987-07-01,109.9
1987-08-01,110.1
1987-09-01,110.4
1987-10-01,110.8
1987-11-01,111.2
1987-12-01,111.5
1988-01-01,112
1988-02-01,112.5
