"Date","WPSID6151"
1988-03-01,113
1988-04-01,113.4
1988-05-01,114.1
1988-06-01,114.5
1988-07-01,115.2
1988-08-01,115.7
1988-09-01,116.2
1988-10-01,116.7
1988-11-01,117.1
1988-12-01,117.6
1989-01-01,118
1989-02-01,118.4
1989-03-01,119
1989-04-01,119.4
1989-05-01,119.8
1989-06-01,120.1
1989-07-01,120.2
1989-08-01,120.5
1989-09-01,120.6
1989-10-01,120.6
1989-11-01,120.8
1989-12-01,120.9
1990-01-01,121.1
1990-02-01,121.3
1990-03-01,121.5
1990-04-01,121.6
1990-05-01,121.8
1990-06-01,121.8
1990-07-01,122
1990-08-01,122.1
1990-09-01,122.5
1990-10-01,122.9
1990-11-01,123.3
1990-12-01,123.5
1991-01-01,124.2
1991-02-01,124.4
1991-03-01,124.5
1991-04-01,124.4
1991-05-01,124.4
1991-06-01,124.5
1991-07-01,124.3
1991-08-01,124.3
1991-09-01,124.4
1991-10-01,124.4
1991-11-01,124.5
1991-12-01,124.6
1992-01-01,124.9
1992-02-01,124.9
1992-03-01,125.1
1992-04-01,125.3
1992-05-01,125.6
1992-06-01,125.7
1992-07-01,125.9
1992-08-01,126.1
1992-09-01,126.4
1992-10-01,126.8
1992-11-01,126.9
1992-12-01,126.9
1993-01-01,127.7
1993-02-01,128
1993-03-01,128.1
1993-04-01,128.4
1993-05-01,128.2
1993-06-01,128.3
1993-07-01,128.4
1993-08-01,128.6
1993-09-01,128.9
1993-10-01,129
1993-11-01,129.2
1993-12-01,129.3
1994-01-01,129.4
1994-02-01,129.4
1994-03-01,129.5
1994-04-01,129.6
1994-05-01,129.8
1994-06-01,130.1
1994-07-01,130.3
1994-08-01,130.7
1994-09-01,131.2
1994-10-01,131.9
1994-11-01,132.6
1994-12-01,133.4
1995-01-01,134.6
1995-02-01,135.2
1995-03-01,135.8
1995-04-01,136.5
1995-05-01,136.9
1995-06-01,137.3
1995-07-01,137.8
1995-08-01,137.9
1995-09-01,138.1
1995-10-01,138.1
1995-11-01,138.2
1995-12-01,138.2
1996-01-01,138.3
1996-02-01,138.4
1996-03-01,138.4
1996-04-01,138.4
1996-05-01,138.7
1996-06-01,138.8
1996-07-01,138.9
1996-08-01,139
1996-09-01,139.1
1996-10-01,138.9
1996-11-01,138.8
1996-12-01,138.8
1997-01-01,138.7
1997-02-01,138.8
1997-03-01,138.8
1997-04-01,139
1997-05-01,139.1
1997-06-01,139.1
1997-07-01,139.4
1997-08-01,139.4
1997-09-01,139.5
1997-10-01,140
1997-11-01,140.2
1997-12-01,140.2
1998-01-01,140.4
1998-02-01,140.6
1998-03-01,140.5
1998-04-01,140.7
1998-05-01,140.7
1998-06-01,140.6
1998-07-01,140.6
1998-08-01,140.5
1998-09-01,140.6
1998-10-01,140.6
1998-11-01,140.6
1998-12-01,140.7
1999-01-01,140.3
1999-02-01,140.2
1999-03-01,140.3
1999-04-01,140.4
1999-05-01,140.4
1999-06-01,140.4
1999-07-01,140.5
1999-08-01,140.8
1999-09-01,140.9
1999-10-01,141.3
1999-11-01,141.5
1999-12-01,141.6
2000-01-01,141.9
2000-02-01,142
2000-03-01,142.3
2000-04-01,142.7
2000-05-01,142.9
2000-06-01,143.4
2000-07-01,144
2000-08-01,144
2000-09-01,144.3
2000-10-01,144.5
2000-11-01,145.2
2000-12-01,145.3
2001-01-01,145.5
2001-02-01,145.3
2001-03-01,145.6
2001-04-01,146.1
2001-05-01,145.9
2001-06-01,145.7
2001-07-01,145.6
2001-08-01,145.3
2001-09-01,145.2
2001-10-01,145
2001-11-01,144.9
2001-12-01,144.7
2002-01-01,144.7
2002-02-01,144.5
2002-03-01,144.2
2002-04-01,144.5
2002-05-01,144.7
2002-06-01,144.7
2002-07-01,144.7
2002-08-01,144.8
2002-09-01,144.8
2002-10-01,144.8
2002-11-01,144.9
2002-12-01,145
2003-01-01,144.9
2003-02-01,145.6
2003-03-01,146.4
2003-04-01,146.8
2003-05-01,146.8
2003-06-01,146.7
2003-07-01,146.8
2003-08-01,146.8
2003-09-01,146.7
2003-10-01,146.7
2003-11-01,146.7
2003-12-01,146.8
2004-01-01,146.8
2004-02-01,147.2
2004-03-01,147.6
2004-04-01,147.9
2004-05-01,148.3
2004-06-01,148.9
2004-07-01,149.5
2004-08-01,149.6
2004-09-01,150.3
2004-10-01,151.3
2004-11-01,151.6
2004-12-01,152.3
2005-01-01,153.4
2005-02-01,153.7
2005-03-01,154.3
2005-04-01,154.7
2005-05-01,154.9
2005-06-01,155.3
2005-07-01,155.3
2005-08-01,155.6
2005-09-01,156.1
2005-10-01,157.8
2005-11-01,158.8
2005-12-01,159.2
2006-01-01,160
2006-02-01,160.6
2006-03-01,160.6
2006-04-01,160.6
2006-05-01,160.6
2006-06-01,160.8
2006-07-01,160.9
2006-08-01,161.3
2006-09-01,161.5
2006-10-01,162.3
2006-11-01,162.1
2006-12-01,162.5
2007-01-01,162
2007-02-01,161.7
2007-03-01,161.9
2007-04-01,162.2
2007-05-01,162.2
2007-06-01,162.6
2007-07-01,163
2007-08-01,163.4
2007-09-01,163.6
2007-10-01,164
2007-11-01,164.4
2007-12-01,165.1
2008-01-01,166.4
2008-02-01,166.9
2008-03-01,167.6
2008-04-01,168.5
2008-05-01,169.1
2008-06-01,170.1
2008-07-01,171.9
2008-08-01,172.9
2008-09-01,173.7
2008-10-01,173.5
2008-11-01,173.3
2008-12-01,172.7
2009-01-01,171.1
2009-02-01,169.2
2009-03-01,168.8
2009-04-01,168.4
2009-05-01,167.8
2009-06-01,167.4
2009-07-01,167.1
2009-08-01,166.9
2009-09-01,167.4
2009-10-01,167.2
2009-11-01,167.5
2009-12-01,167.6
2010-01-01,168.3
2010-02-01,169
2010-03-01,170.3
2010-04-01,171.5
2010-05-01,172.3
2010-06-01,172.7
2010-07-01,172.8
2010-08-01,173.1
2010-09-01,173.3
2010-10-01,173.6
2010-11-01,174.1
2010-12-01,174.8
2011-01-01,176
2011-02-01,176.7
2011-03-01,178.2
2011-04-01,179.8
2011-05-01,181.1
2011-06-01,182.4
2011-07-01,182.4
2011-08-01,181.9
2011-09-01,182.2
2011-10-01,182.2
2011-11-01,181.9
2011-12-01,181.4
2012-01-01,181.5
2012-02-01,182
2012-03-01,182.8
2012-04-01,183.8
2012-05-01,183.7
2012-06-01,183.6
2012-07-01,183
2012-08-01,182.2
2012-09-01,182.6
2012-10-01,183.1
2012-11-01,183.4
2012-12-01,183.5
2013-01-01,183.8
2013-02-01,184.3
2013-03-01,184.9
2013-04-01,185.1
2013-05-01,185.5
2013-06-01,185.5
2013-07-01,186
2013-08-01,185.8
2013-09-01,186.4
2013-10-01,186.2
2013-11-01,186.3
2013-12-01,186.2
2014-01-01,186.6
2014-02-01,187.5
2014-03-01,187.7
2014-04-01,187.8
2014-05-01,188.2
2014-06-01,188.1
2014-07-01,187.9
2014-08-01,188.4
2014-09-01,188.7
2014-10-01,188.7
2014-11-01,189.1
2014-12-01,189
2015-01-01,188.8
2015-02-01,188.4
2015-03-01,187.7
2015-04-01,186.8
2015-05-01,186.7
2015-06-01,186.3
2015-07-01,186.1
2015-08-01,186.3
2015-09-01,185.7
2015-10-01,185.4
2015-11-01,185.1
2015-12-01,184.9
2016-01-01,184.6
2016-02-01,184.7
2016-03-01,184.5
2016-04-01,184.5
2016-05-01,184.5
2016-06-01,185.1
2016-07-01,185.2
2016-08-01,185.2
2016-09-01,185.6
2016-10-01,185.4
2016-11-01,185.9
2016-12-01,186.3
2017-01-01,186.9
2017-02-01,187.5
2017-03-01,188.1
2017-04-01,188.7
2017-05-01,189.4
2017-06-01,189.8
2017-07-01,189.7
2017-08-01,190.5
2017-09-01,190.8
2017-10-01,191.3
2017-11-01,191.7
2017-12-01,192.3
2018-01-01,193.6
2018-02-01,194.4
2018-03-01,196
2018-04-01,196.8
2018-05-01,197.9
2018-06-01,198.6
2018-07-01,199.3
2018-08-01,199.6
2018-09-01,200.2
2018-10-01,200.8
2018-11-01,201.2
2018-12-01,201
2019-01-01,202.3
2019-02-01,201.9
2019-03-01,202.3
2019-04-01,201.7
2019-05-01,201.8
2019-06-01,201.9
2019-07-01,201.7
2019-08-01,200.8
2019-09-01,200.5
2019-10-01,200.5
2019-11-01,200
2019-12-01,200.2
2020-01-01,200.2
2020-02-01,199.7
2020-03-01,199.2
2020-04-01,198.9
2020-05-01,198.1
2020-06-01,197.8
2020-07-01,197.4
2020-08-01,197.4
2020-09-01,198.3
2020-10-01,199.2
2020-11-01,199.3
2020-12-01,201.1
2021-01-01,202.4
2021-02-01,203.8
2021-03-01,206.1
2021-04-01,211
2021-05-01,214.4
2021-06-01,217.9
2021-07-01,220.577
2021-08-01,223.775
2021-09-01,226.089
2021-10-01,229.586
2021-11-01,232.49
2021-12-01,233.17
2022-01-01,236.143
2022-02-01,238.481
2022-03-01,240.752
2022-04-01,244.06
2022-05-01,245.83
2022-06-01,246.602
2022-07-01,247.472
2022-08-01,249.045
2022-09-01,249.731
2022-10-01,248.417
2022-11-01,247.898
2022-12-01,247.944
2023-01-01,247.301
2023-02-01,247.47
2023-03-01,247.652
2023-04-01,247.649
2023-05-01,247.526
2023-06-01,247.048
2023-07-01,246.063
2023-08-01,245.553
2023-09-01,245.489
2023-10-01,245.456
2023-11-01,245.431
