"Date","WPUIP23112013"
2014-12-01,100
2015-01-01,100.4
2015-02-01,100.5
2015-03-01,100.5
2015-04-01,101.1
2015-05-01,100.9
2015-06-01,100.9
2015-07-01,100.7
2015-08-01,100.5
2015-09-01,100.5
2015-10-01,100.6
2015-11-01,100.6
2015-12-01,100.5
2016-01-01,100.8
2016-02-01,100.8
2016-03-01,101.3
2016-04-01,101.7
2016-05-01,102.1
2016-06-01,102.2
2016-07-01,102.3
2016-08-01,102.6
2016-09-01,102.6
2016-10-01,102.5
2016-11-01,102.6
2016-12-01,102.8
2017-01-01,103.3
2017-02-01,103.8
2017-03-01,104.1
2017-04-01,105
2017-05-01,105.2
2017-06-01,105.3
2017-07-01,105.3
2017-08-01,105.5
2017-09-01,105.7
2017-10-01,106
2017-11-01,106.1
2017-12-01,106.3
2018-01-01,107.2
2018-02-01,107.8
2018-03-01,109.6
2018-04-01,110
2018-05-01,111
2018-06-01,111.3
2018-07-01,111.4
2018-08-01,111.1
2018-09-01,111.3
2018-10-01,111.1
2018-11-01,111
2018-12-01,111.1
2019-01-01,111.5
2019-02-01,111.9
2019-03-01,111.8
2019-04-01,112.4
2019-05-01,112.4
2019-06-01,112.4
2019-07-01,112.5
2019-08-01,112.2
2019-09-01,112.1
2019-10-01,111.8
2019-11-01,111.8
2019-12-01,111.8
2020-01-01,112.1
2020-02-01,112.8
2020-03-01,113.5
2020-04-01,113.2
2020-05-01,113.3
2020-06-01,113.7
2020-07-01,114.3
2020-08-01,115.6
2020-09-01,117.3
2020-10-01,117.1
2020-11-01,116.4
2020-12-01,117.4
2021-01-01,119.5
2021-02-01,121.7
2021-03-01,124.4
2021-04-01,128
2021-05-01,132.1
2021-06-01,135
2021-07-01,134.679
2021-08-01,133.528
2021-09-01,133.587
2021-10-01,134.949
2021-11-01,137.319
2021-12-01,139.453
2022-01-01,144.331
2022-02-01,146.965
2022-03-01,149.761
2022-04-01,150.286
2022-05-01,151.375
2022-06-01,150.787
2022-07-01,151.18
2022-08-01,151.994
2022-09-01,151.387
2022-10-01,151.114
2022-11-01,150.877
2022-12-01,150.446
2023-01-01,151.527
2023-02-01,151.927
2023-03-01,152.516
2023-04-01,152.898
2023-05-01,153.532
2023-06-01,153.495
2023-07-01,153.969
2023-08-01,154.624
2023-09-01,155.087
2023-10-01,154.546
2023-11-01,154.612
