"Date","WPUSI004011"
1976-12-01,83
1977-01-01,84.4
1977-02-01,84.7
1977-03-01,86.8
1977-04-01,86.7
1977-05-01,86.4
1977-06-01,85.8
1977-07-01,89.5
1977-08-01,92.9
1977-09-01,97.7
1977-10-01,94.5
1977-11-01,91.8
1977-12-01,94.6
1978-01-01,97.6
1978-02-01,99.7
1978-03-01,99.9
1978-04-01,100.2
1978-05-01,101.1
1978-06-01,102.9
1978-07-01,102
1978-08-01,105.1
1978-09-01,105.9
1978-10-01,106.7
1978-11-01,109.5
1978-12-01,108.7
1979-01-01,109
1979-02-01,109.8
1979-03-01,112.1
1979-04-01,113
1979-05-01,112.6
1979-06-01,111.4
1979-07-01,112.6
1979-08-01,115.6
1979-09-01,118.1
1979-10-01,116.8
1979-11-01,112
1979-12-01,107.6
1980-01-01,106.9
1980-02-01,108.7
1980-03-01,108.1
1980-04-01,98.6
1980-05-01,97.7
1980-06-01,101.6
1980-07-01,106.3
1980-08-01,109.3
1980-09-01,106.5
1980-10-01,104.7
1980-11-01,106.1
1980-12-01,108.8
1981-01-01,107
1981-02-01,106
1981-03-01,105.5
1981-04-01,108.1
1981-05-01,107.9
1981-06-01,108.1
1981-07-01,106.9
1981-08-01,106.1
1981-09-01,103.2
1981-10-01,100.5
1981-11-01,99.2
1981-12-01,100.7
1982-01-01,100.4
1982-02-01,99.7
1982-03-01,99.9
1982-04-01,100.6
1982-05-01,99.8
1982-06-01,102
1982-07-01,102
1982-08-01,99.8
1982-09-01,99.5
1982-10-01,97.8
1982-11-01,98.2
1982-12-01,100.3
1983-01-01,104.1
1983-02-01,108.8
1983-03-01,109.9
1983-04-01,111.1
1983-05-01,112.3
1983-06-01,117.3
1983-07-01,117
1983-08-01,114.8
1983-09-01,109.6
1983-10-01,109.7
1983-11-01,109
1983-12-01,111.3
1984-01-01,111.7
1984-02-01,114.8
1984-03-01,116
1984-04-01,115.1
1984-05-01,110.9
1984-06-01,109.9
1984-07-01,108.1
1984-08-01,109.1
1984-09-01,107.8
1984-10-01,106.5
1984-11-01,106.4
1984-12-01,107.2
1985-01-01,107.9
1985-02-01,106.9
1985-03-01,106.8
1985-04-01,105.8
1985-05-01,109.1
1985-06-01,112.9
1985-07-01,110.9
1985-08-01,108
1985-09-01,104.9
1985-10-01,104.2
1985-11-01,102.6
1985-12-01,103.4
1986-01-01,104.2
1986-02-01,103.8
1986-03-01,106.3
1986-04-01,111.2
1986-05-01,110.4
1986-06-01,108
1986-07-01,108.6
1986-08-01,108.6
1986-09-01,109.8
1986-10-01,108.7
1986-11-01,109.1
1986-12-01,108.4
1987-01-01,108.8
1987-02-01,111.1
1987-03-01,112.5
1987-04-01,112.4
1987-05-01,111.9
1987-06-01,112.4
1987-07-01,114.1
1987-08-01,115.3
1987-09-01,118.8
1987-10-01,116
1987-11-01,116.3
1987-12-01,115.8
1988-01-01,116.4
1988-02-01,116.7
1988-03-01,117.3
1988-04-01,117.6
1988-05-01,116.9
1988-06-01,117.9
1988-07-01,119.4
1988-08-01,116.5
1988-09-01,116.8
1988-10-01,115.2
1988-11-01,115.3
1988-12-01,114.9
1989-01-01,116
1989-02-01,118.9
1989-03-01,120.1
1989-04-01,122.2
1989-05-01,124.3
1989-06-01,124.4
1989-07-01,126.9
1989-08-01,125
1989-09-01,124.8
1989-10-01,127.9
1989-11-01,125.4
1989-12-01,121.6
1990-01-01,121.8
1990-02-01,123.2
1990-03-01,124.4
1990-04-01,128.6
1990-05-01,126.9
1990-06-01,123.2
1990-07-01,124.2
1990-08-01,121.5
1990-09-01,120.2
1990-10-01,116.7
1990-11-01,115.6
1990-12-01,115.9
1991-01-01,115.5
1991-02-01,114.3
1991-03-01,115.6
1991-04-01,117.5
1991-05-01,123.7
1991-06-01,132.2
1991-07-01,132.7
1991-08-01,122.2
1991-09-01,122.7
1991-10-01,121.3
1991-11-01,122.5
1991-12-01,125
1992-01-01,128.9
1992-02-01,138.7
1992-03-01,143.5
1992-04-01,144.1
1992-05-01,143.6
1992-06-01,140
1992-07-01,137.9
1992-08-01,138.5
1992-09-01,144.8
1992-10-01,143.2
1992-11-01,144.6
1992-12-01,153.1
1993-01-01,162.1
1993-02-01,176.7
1993-03-01,188.7
1993-04-01,186.3
1993-05-01,177.4
1993-06-01,168.8
1993-07-01,164.5
1993-08-01,167.6
1993-09-01,170.7
1993-10-01,172
1993-11-01,177.8
1993-12-01,184.4
1994-01-01,189.9
1994-02-01,184.3
1994-03-01,184.5
1994-04-01,176.6
1994-05-01,175.3
1994-06-01,179.5
1994-07-01,175.7
1994-08-01,177.6
1994-09-01,179.5
1994-10-01,176.9
1994-11-01,180.6
1994-12-01,179.3
1995-01-01,177.8
1995-02-01,173.8
1995-03-01,175.4
1995-04-01,172.7
1995-05-01,171.4
1995-06-01,167.2
1995-07-01,171.9
1995-08-01,172.4
1995-09-01,174.4
1995-10-01,171.2
1995-11-01,165.9
1995-12-01,163.7
1996-01-01,162.7
1996-02-01,163.6
1996-03-01,165.1
1996-04-01,166.8
1996-05-01,175.3
1996-06-01,177
1996-07-01,173.8
1996-08-01,177.3
1996-09-01,183.6
1996-10-01,176.8
1996-11-01,181.7
1996-12-01,180.2
1997-01-01,180.7
1997-02-01,185.6
1997-03-01,187.7
1997-04-01,189
1997-05-01,191.3
1997-06-01,188.5
1997-07-01,189.3
1997-08-01,187.5
1997-09-01,184.4
1997-10-01,178.9
1997-11-01,180.4
1997-12-01,178.6
1998-01-01,176.7
1998-02-01,178
1998-03-01,177.8
1998-04-01,177.9
1998-05-01,174.4
1998-06-01,169.4
1998-07-01,173.7
1998-08-01,176.9
1998-09-01,173.3
1998-10-01,167.8
1998-11-01,168.1
1998-12-01,170.4
1999-01-01,173.4
1999-02-01,178.5
1999-03-01,182.7
1999-04-01,181.6
1999-05-01,186.5
1999-06-01,195.8
1999-07-01,204.7
1999-08-01,197.7
1999-09-01,186.4
1999-10-01,177.1
1999-11-01,178.7
1999-12-01,180.5
2000-01-01,182
2000-02-01,182.1
2000-03-01,182.6
2000-04-01,181.4
2000-05-01,174.1
2000-06-01,173.2
2000-07-01,170.3
2000-08-01,167.8
2000-09-01,167.6
2000-10-01,167.3
2000-11-01,165.7
2000-12-01,164.7
2001-01-01,161.5
2001-02-01,162.3
2001-03-01,163.9
2001-04-01,164
2001-05-01,177
2001-06-01,178.9
2001-07-01,170.5
2001-08-01,171.8
2001-09-01,170.1
2001-10-01,163.2
2001-11-01,162
2001-12-01,159.9
2002-01-01,163.2
2002-02-01,166.2
2002-03-01,171
2002-04-01,170.7
2002-05-01,167.6
2002-06-01,165.6
2002-07-01,165.1
2002-08-01,166.5
2002-09-01,164.7
2002-10-01,163.3
2002-11-01,162.3
2002-12-01,162.2
2003-01-01,162.4
2003-02-01,164.5
2003-03-01,163.1
2003-04-01,163.2
2003-05-01,163.2
2003-06-01,165.3
2003-07-01,171.9
2003-08-01,173.4
2003-09-01,185.8
2003-10-01,185.5
2003-11-01,186.7
2003-12-01,183.5
2004-01-01,181.9
2004-02-01,193.6
2004-03-01,204.1
2004-04-01,210.4
2004-05-01,216.7
2004-06-01,207.9
2004-07-01,202.2
2004-08-01,215.7
2004-09-01,216.5
2004-10-01,201.7
2004-11-01,189.5
2004-12-01,192.7
2005-01-01,195.5
2005-02-01,202.6
2005-03-01,202.6
2005-04-01,200.4
2005-05-01,192.1
2005-06-01,199
2005-07-01,194.7
2005-08-01,190.4
2005-09-01,198.5
2005-10-01,199.5
2005-11-01,189.3
2005-12-01,190.6
2006-01-01,195.8
2006-02-01,196.4
2006-03-01,196.1
2006-04-01,195.4
2006-05-01,195.5
2006-06-01,188.3
2006-07-01,184.5
2006-08-01,179.2
2006-09-01,179
2006-10-01,172
2006-11-01,170.2
2006-12-01,171.1
2007-01-01,175.2
2007-02-01,175.4
2007-03-01,176.2
2007-04-01,176.4
2007-05-01,176.2
2007-06-01,178.1
2007-07-01,180
2007-08-01,178
2007-09-01,176
2007-10-01,172.8
2007-11-01,169.8
2007-12-01,169.9
2008-01-01,166.4
2008-02-01,164.7
2008-03-01,165
2008-04-01,165.5
2008-05-01,171.4
2008-06-01,172.7
2008-07-01,169.3
2008-08-01,169.3
2008-09-01,169.7
2008-10-01,163.4
2008-11-01,160.7
2008-12-01,158.4
2009-01-01,154.3
2009-02-01,152.8
2009-03-01,149.6
2009-04-01,149
2009-05-01,148.2
2009-06-01,148.6
2009-07-01,154
2009-08-01,154.7
2009-09-01,156.2
2009-10-01,154.6
2009-11-01,156.1
2009-12-01,158.6
2010-01-01,159.1
2010-02-01,167
2010-03-01,170.3
2010-04-01,178.9
2010-05-01,184
2010-06-01,174.2
2010-07-01,171
2010-08-01,168.1
2010-09-01,166.5
2010-10-01,165
2010-11-01,165.2
2010-12-01,167.6
2011-01-01,170.4
2011-02-01,170.6
2011-03-01,171.4
2011-04-01,171
2011-05-01,166.8
2011-06-01,165.9
2011-07-01,165.9
2011-08-01,167.4
2011-09-01,166.5
2011-10-01,167.2
2011-11-01,165.2
2011-12-01,166.5
2012-01-01,167
2012-02-01,169.8
2012-03-01,173.3
2012-04-01,174.7
2012-05-01,178.4
2012-06-01,178.4
2012-07-01,175.2
2012-08-01,179.5
2012-09-01,180.1
2012-10-01,175.8
2012-11-01,180.7
2012-12-01,184.9
2013-01-01,192.9
2013-02-01,197.6
2013-03-01,204.6
2013-04-01,208.8
2013-05-01,202.5
2013-06-01,194.5
2013-07-01,191.6
2013-08-01,195.5
2013-09-01,196.9
2013-10-01,200.3
2013-11-01,203.2
2013-12-01,203.4
2014-01-01,207.5
2014-02-01,210.9
2014-03-01,214.2
2014-04-01,211.8
2014-05-01,214
2014-06-01,213.2
2014-07-01,213.8
2014-08-01,216.7
2014-09-01,217.5
2014-10-01,213.9
2014-11-01,211.8
2014-12-01,210.1
2015-01-01,209.6
2015-02-01,207.1
2015-03-01,204.8
2015-04-01,203.4
2015-05-01,199.4
2015-06-01,198.8
2015-07-01,200
2015-08-01,196.6
2015-09-01,192.8
2015-10-01,193.8
2015-11-01,195.8
2015-12-01,193.5
2016-01-01,194.4
2016-02-01,193.5
2016-03-01,195.9
2016-04-01,199.9
2016-05-01,200.9
2016-06-01,201.9
2016-07-01,203.5
2016-08-01,205
2016-09-01,203.5
2016-10-01,202.3
2016-11-01,200.4
2016-12-01,200.4
2017-01-01,200.6
2017-02-01,206.6
2017-03-01,209.3
2017-04-01,213.3
2017-05-01,215.3
2017-06-01,213.1
2017-07-01,213.3
2017-08-01,218.2
2017-09-01,218
2017-10-01,223
2017-11-01,224.2
2017-12-01,222.9
2018-01-01,224.5
2018-02-01,235.5
2018-03-01,239.9
2018-04-01,238.5
2018-05-01,247.8
2018-06-01,252.6
2018-07-01,246.7
2018-08-01,231.9
2018-09-01,228.9
2018-10-01,217.7
2018-11-01,211.3
2018-12-01,211.9
2019-01-01,210.8
2019-02-01,215.6
2019-03-01,213.7
2019-04-01,213.1
2019-05-01,210.7
2019-06-01,205.6
2019-07-01,208.1
2019-08-01,206.3
2019-09-01,207.7
2019-10-01,206
2019-11-01,205.8
2019-12-01,207.2
2020-01-01,206.9
2020-02-01,211.7
2020-03-01,218.8
2020-04-01,204.4
2020-05-01,208.7
2020-06-01,222.5
2020-07-01,238.9
2020-08-01,267.4
2020-09-01,313.4
2020-10-01,295.2
2020-11-01,263.7
2020-12-01,284.3
2021-01-01,319.3
2021-02-01,334.6
2021-03-01,358.3
2021-04-01,386.9
2021-05-01,453.4
2021-06-01,450.8
2021-07-01,355.008
2021-08-01,293.104
2021-09-01,272.932
2021-10-01,285.56
2021-11-01,296.385
2021-12-01,335.842
2022-01-01,392.236
2022-02-01,412.326
2022-03-01,435.756
2022-04-01,382.172
2022-05-01,387.189
2022-06-01,325.049
2022-07-01,320.839
2022-08-01,310.9
2022-09-01,298.467
2022-10-01,289.395
2022-11-01,281.713
2022-12-01,270.988
2023-01-01,269.341
2023-02-01,271.119
2023-03-01,268.156
2023-04-01,265.753
2023-05-01,265.419
2023-06-01,262.003
2023-07-01,273.16
2023-08-01,260.819
2023-09-01,262.233
2023-10-01,255.276
2023-11-01,250.234
