"Date","WPSFD4131"
1974-01-01,49.7
1974-02-01,50
1974-03-01,50.5
1974-04-01,51.1
1974-05-01,52.2
1974-06-01,53.1
1974-07-01,54
1974-08-01,55
1974-09-01,55.7
1974-10-01,56.7
1974-11-01,57.4
1974-12-01,57.9
1975-01-01,58.3
1975-02-01,58.7
1975-03-01,59
1975-04-01,59.2
1975-05-01,59.3
1975-06-01,59.5
1975-07-01,59.8
1975-08-01,59.9
1975-09-01,60.2
1975-10-01,60.6
1975-11-01,61
1975-12-01,61.4
1976-01-01,61.7
1976-02-01,61.9
1976-03-01,62.2
1976-04-01,62.3
1976-05-01,62.4
1976-06-01,62.8
1976-07-01,63.1
1976-08-01,63.5
1976-09-01,63.9
1976-10-01,64.1
1976-11-01,64.6
1976-12-01,64.9
1977-01-01,65.1
1977-02-01,65.4
1977-03-01,65.7
1977-04-01,65.9
1977-05-01,66.1
1977-06-01,66.5
1977-07-01,66.8
1977-08-01,67.3
1977-09-01,67.8
1977-10-01,68.2
1977-11-01,68.8
1977-12-01,69
1978-01-01,69.2
1978-02-01,69.5
1978-03-01,69.9
1978-04-01,70.6
1978-05-01,71.1
1978-06-01,71.7
1978-07-01,72.3
1978-08-01,72.8
1978-09-01,73.5
1978-10-01,73.4
1978-11-01,74.1
1978-12-01,74.7
1979-01-01,75.3
1979-02-01,75.9
1979-03-01,76.4
1979-04-01,77
1979-05-01,77.4
1979-06-01,78
1979-07-01,78.5
1979-08-01,78.8
1979-09-01,79.7
1979-10-01,80.4
1979-11-01,81
1979-12-01,81.7
1980-01-01,83.3
1980-02-01,84.2
1980-03-01,84.7
1980-04-01,85.5
1980-05-01,85.7
1980-06-01,86.6
1980-07-01,87.7
1980-08-01,88.4
1980-09-01,88.8
1980-10-01,89.6
1980-11-01,90.1
1980-12-01,90.4
1981-01-01,91.4
1981-02-01,92
1981-03-01,92.6
1981-04-01,93.5
1981-05-01,94
1981-06-01,94.6
1981-07-01,94.8
1981-08-01,95.3
1981-09-01,95.9
1981-10-01,96.5
1981-11-01,97
1981-12-01,97.6
1982-01-01,98.1
1982-02-01,98.1
1982-03-01,98.7
1982-04-01,99
1982-05-01,99.4
1982-06-01,99.9
1982-07-01,100.1
1982-08-01,100.6
1982-09-01,100.8
1982-10-01,101.3
1982-11-01,101.6
1982-12-01,102.2
1983-01-01,101.8
1983-02-01,102.2
1983-03-01,102.5
1983-04-01,102.4
1983-05-01,102.6
1983-06-01,102.8
1983-07-01,103.1
1983-08-01,103.5
1983-09-01,103.5
1983-10-01,103.6
1983-11-01,103.8
1983-12-01,104.1
1984-01-01,104.5
1984-02-01,104.7
1984-03-01,105.2
1984-04-01,105.3
1984-05-01,105.3
1984-06-01,105.5
1984-07-01,105.7
1984-08-01,105.9
1984-09-01,106.2
1984-10-01,105.9
1984-11-01,106.2
1984-12-01,106.3
1985-01-01,106.9
1985-02-01,107.3
1985-03-01,107.6
1985-04-01,107.6
1985-05-01,107.8
1985-06-01,108.2
1985-07-01,108.4
1985-08-01,108.5
1985-09-01,107.9
1985-10-01,108.9
1985-11-01,109.1
1985-12-01,109.1
1986-01-01,109.3
1986-02-01,109.5
1986-03-01,109.6
1986-04-01,110.1
1986-05-01,110.2
1986-06-01,110.5
1986-07-01,110.7
1986-08-01,110.8
1986-09-01,110.7
1986-10-01,111.8
1986-11-01,112
1986-12-01,112.1
1987-01-01,112.5
1987-02-01,112.3
1987-03-01,112.4
1987-04-01,112.9
1987-05-01,113
1987-06-01,113.1
1987-07-01,113.3
1987-08-01,113.6
1987-09-01,113.9
1987-10-01,114
1987-11-01,114.2
1987-12-01,114.3
1988-01-01,115
1988-02-01,115.3
1988-03-01,115.6
1988-04-01,115.9
1988-05-01,116.2
1988-06-01,116.6
1988-07-01,117.2
1988-08-01,117.7
