"Date","WPUIP23123121"
2014-12-01,100
2015-01-01,100.8
2015-02-01,100.2
2015-03-01,101.2
2015-04-01,101.1
2015-05-01,102.7
2015-06-01,102.4
2015-07-01,103.1
2015-08-01,102.8
2015-09-01,101.6
2015-10-01,101.3
2015-11-01,101.4
2015-12-01,99.5
2016-01-01,100.6
2016-02-01,100.8
2016-03-01,101.4
2016-04-01,101.7
2016-05-01,101.6
2016-06-01,103.1
2016-07-01,103.1
2016-08-01,101.5
2016-09-01,101.5
2016-10-01,100.5
2016-11-01,100.2
2016-12-01,102.5
2017-01-01,101.9
2017-02-01,102.3
2017-03-01,102.6
2017-04-01,103.1
2017-05-01,103.5
2017-06-01,104.2
2017-07-01,104.7
2017-08-01,105.6
2017-09-01,104.3
2017-10-01,105.2
2017-11-01,105.4
2017-12-01,105.6
2018-01-01,106.7
2018-02-01,107.1
2018-03-01,107.6
2018-04-01,109.6
2018-05-01,111.5
2018-06-01,111.7
2018-07-01,112.8
2018-08-01,110.5
2018-09-01,109.6
2018-10-01,112.3
2018-11-01,110.9
2018-12-01,111.6
2019-01-01,111.9
2019-02-01,111.1
2019-03-01,111.9
2019-04-01,113.7
2019-05-01,112.8
2019-06-01,112.6
2019-07-01,112.2
2019-08-01,114.2
2019-09-01,115.6
2019-10-01,114.3
2019-11-01,114.5
2019-12-01,116.1
2020-01-01,115.8
2020-02-01,115.3
2020-03-01,115.9
2020-04-01,114.7
2020-05-01,114.1
2020-06-01,116.5
2020-07-01,117.4
2020-08-01,120.1
2020-09-01,123.5
2020-10-01,125
2020-11-01,124.9
2020-12-01,130.4
2021-01-01,135.9
2021-02-01,134.5
2021-03-01,136.5
2021-04-01,141.9
2021-05-01,151.7
2021-06-01,157.4
2021-07-01,160.662
2021-08-01,165.77
2021-09-01,162.41
2021-10-01,161.523
2021-11-01,156.43
2021-12-01,157.156
2022-01-01,159.27
2022-02-01,159.062
2022-03-01,170.358
2022-04-01,175.899
2022-05-01,179.014
2022-06-01,173.447
2022-07-01,171.289
2022-08-01,165.388
2022-09-01,163.402
2022-10-01,162.437
2022-11-01,162.869
2022-12-01,159.047
2023-01-01,161.64
2023-02-01,161.785
2023-03-01,165.017
2023-04-01,168.408
2023-05-01,163.374
2023-06-01,164.307
2023-07-01,166.086
2023-08-01,163.839
2023-09-01,162.975
2023-10-01,167.473
2023-11-01,166.996
