"Date","WPU091508"
1985-06-01,100
1985-07-01,99.6
1985-08-01,101.6
1985-09-01,99.3
1985-10-01,99.6
1985-11-01,101
1985-12-01,101.4
1986-01-01,100.3
1986-02-01,100.2
1986-03-01,101.1
1986-04-01,101.9
1986-05-01,101
1986-06-01,100.7
1986-07-01,101.4
1986-08-01,101
1986-09-01,100.9
1986-10-01,102.3
1986-11-01,100.9
1986-12-01,103.5
1987-01-01,102.9
1987-02-01,104
1987-03-01,103.9
1987-04-01,101.4
1987-05-01,101.7
1987-06-01,101.1
1987-07-01,100.8
1987-08-01,101.4
1987-09-01,100.9
1987-10-01,101.4
1987-11-01,101.1
1987-12-01,101.2
1988-01-01,101.6
1988-02-01,101.4
1988-03-01,102.3
1988-04-01,102.5
1988-05-01,102
1988-06-01,102.2
1988-07-01,102.9
1988-08-01,104.5
1988-09-01,103.7
1988-10-01,105.8
1988-11-01,106.9
1988-12-01,106.6
1989-01-01,108.4
1989-02-01,109
1989-03-01,110.1
1989-04-01,109.6
1989-05-01,110.8
1989-06-01,110.2
1989-07-01,110.6
1989-08-01,111.1
1989-09-01,113.3
1989-10-01,112
1989-11-01,111.1
1989-12-01,110.9
1990-01-01,111.3
1990-02-01,110.7
1990-03-01,112.2
1990-04-01,113.4
1990-05-01,114.3
1990-06-01,114.9
1990-07-01,113.6
1990-08-01,114.3
1990-09-01,115.4
1990-10-01,116.2
1990-11-01,116.1
1990-12-01,116.8
1991-01-01,117.9
1991-02-01,118.1
1991-03-01,117
1991-04-01,117.9
1991-05-01,116.8
1991-06-01,116.7
1991-07-01,116.1
1991-08-01,117.7
1991-09-01,116.7
1991-10-01,116.7
1991-11-01,116.6
1991-12-01,116.5
1992-01-01,116.6
1992-02-01,117.9
1992-03-01,116.3
1992-04-01,121.4
1992-05-01,117.1
1992-06-01,114.7
1992-07-01,117.2
1992-08-01,117.2
1992-09-01,117.1
1992-10-01,117.5
1992-11-01,118.1
1992-12-01,117.3
1993-01-01,115.5
1993-02-01,121.2
1993-03-01,119.2
1993-04-01,117.9
1993-05-01,117.4
1993-06-01,117.2
1993-07-01,117.2
1993-08-01,117.8
1993-09-01,117.1
1993-10-01,116.7
1993-11-01,117.7
1993-12-01,117.3
1994-01-01,117.1
1994-02-01,118.5
1994-03-01,117.4
1994-04-01,118.7
1994-05-01,118
1994-06-01,117.7
1994-07-01,118.7
1994-08-01,121.1
1994-09-01,122.1
1994-10-01,120.9
1994-11-01,119.9
1994-12-01,118.6
1995-01-01,122.9
1995-02-01,122.9
1995-03-01,128.2
1995-04-01,129.2
1995-05-01,129.6
1995-06-01,129.8
1995-07-01,132.4
1995-08-01,133
1995-09-01,136.1
1995-10-01,135.2
1995-11-01,134.5
1995-12-01,134.1
1996-01-01,137.2
1996-02-01,135.3
1996-03-01,137.5
1996-04-01,135
1996-05-01,135.2
1996-06-01,136.6
1996-07-01,136.3
1996-08-01,136.3
1996-09-01,135.4
1996-10-01,133.2
1996-11-01,132.7
1996-12-01,132.7
1997-01-01,131.5
1997-02-01,134.3
1997-03-01,133.3
1997-04-01,133
1997-05-01,130.2
1997-06-01,132.6
1997-07-01,134.4
1997-08-01,130.3
1997-09-01,132.1
1997-10-01,131.1
1997-11-01,132.9
1997-12-01,131.3
1998-01-01,131.9
1998-02-01,133.4
1998-03-01,129.1
1998-04-01,134.5
1998-05-01,130
1998-06-01,131.2
1998-07-01,131.2
1998-08-01,131.2
1998-09-01,131.2
1998-10-01,131.2
1998-11-01,131.2
1998-12-01,131.5
1999-01-01,131.5
1999-02-01,131.1
1999-03-01,131.3
1999-04-01,131.3
1999-05-01,131.3
1999-06-01,131.3
1999-07-01,131.3
1999-08-01,131.3
1999-09-01,131.4
1999-10-01,131.4
1999-11-01,131.4
1999-12-01,131.4
2000-01-01,132.5
2000-02-01,132.5
2000-03-01,135.4
2000-04-01,135.4
2000-05-01,136.7
2000-06-01,136.7
2000-07-01,138.7
2000-08-01,136.9
2000-09-01,139.4
2000-10-01,138.6
2000-11-01,140.4
2000-12-01,140.9
2001-01-01,140.5
2001-02-01,141.7
2001-03-01,138.8
2001-04-01,138.6
2001-05-01,138.6
2001-06-01,141.5
2001-07-01,140.6
2001-08-01,140.6
2001-09-01,140.6
2001-10-01,140.6
2001-11-01,140.6
2001-12-01,140.6
2002-01-01,140.6
2002-02-01,140
2002-03-01,140.4
2002-04-01,138.3
2002-05-01,138.1
2002-06-01,138.4
2002-07-01,138.3
2002-08-01,138.5
2002-09-01,138.1
2002-10-01,138.4
2002-11-01,138.5
2002-12-01,138.6
2003-01-01,138.1
2003-02-01,138.5
2003-03-01,139.6
2003-04-01,140
2003-05-01,141.2
2003-06-01,142.4
2003-07-01,143.6
2003-08-01,143
2003-09-01,143.8
2003-10-01,143.5
2003-11-01,146
2003-12-01,145.5
2004-01-01,146.9
2004-02-01,148.7
2004-03-01,146.3
2004-04-01,146.2
2004-05-01,147.7
2004-06-01,149.7
2004-07-01,151
2004-08-01,152.3
2004-09-01,150.4
2004-10-01,152.3
2004-11-01,154.8
2004-12-01,152.3
2005-01-01,151.6
2005-02-01,153.7
2005-03-01,154.3
2005-04-01,155
2005-05-01,156.9
2005-06-01,158
2005-07-01,158.3
2005-08-01,157.1
2005-09-01,156.3
2005-10-01,158.1
2005-11-01,159.6
2005-12-01,160.5
2006-01-01,161.8
2006-02-01,166.4
2006-03-01,166.7
2006-04-01,166.1
2006-05-01,167
2006-06-01,167.8
2006-07-01,166.8
2006-08-01,168.1
2006-09-01,169.4
2006-10-01,168.1
2006-11-01,166.3
2006-12-01,170.9
2007-01-01,172.4
2007-02-01,171.8
2007-03-01,174.4
2007-04-01,175.1
2007-05-01,175.2
2007-06-01,174.9
2007-07-01,174.9
2007-08-01,175.7
2007-09-01,175.7
2007-10-01,175.7
2007-11-01,175.7
2007-12-01,175.7
2008-01-01,175.8
2008-02-01,175.8
2008-03-01,175.8
2008-04-01,177
2008-05-01,177.1
2008-06-01,179.2
2008-07-01,179.2
2008-08-01,179.3
2008-09-01,179.7
2008-10-01,179.6
2008-11-01,179.3
2008-12-01,179.3
2009-01-01,179.4
2009-02-01,179.4
2009-03-01,179.3
2009-04-01,179.1
2009-05-01,179.4
2009-06-01,179.2
2009-07-01,183.9
2009-08-01,183.6
2009-09-01,183.6
2009-10-01,183.5
2009-11-01,183.4
2009-12-01,183.7
2010-01-01,183.6
2010-02-01,183.6
2010-03-01,183.6
2010-04-01,183.7
2010-05-01,183.6
2010-06-01,183.4
2010-07-01,183.4
2010-08-01,183.5
2010-09-01,183.2
2010-10-01,183.5
2010-11-01,180
2010-12-01,180
2011-01-01,180.2
2011-02-01,180.2
2011-03-01,180.4
2011-04-01,180.6
2011-05-01,180.6
2011-06-01,180.6
2011-07-01,180.5
2011-08-01,180.6
2011-09-01,185.3
2011-10-01,185.5
2011-11-01,NA
2011-12-01,NA
2012-01-01,NA
2012-02-01,NA
2012-03-01,NA
2012-04-01,NA
2012-05-01,NA
2012-06-01,NA
2012-07-01,NA
2012-08-01,NA
2012-09-01,NA
2012-10-01,NA
2012-11-01,NA
2012-12-01,NA
2013-01-01,NA
2013-02-01,NA
2013-03-01,NA
2013-04-01,NA
2013-05-01,NA
2013-06-01,NA
2013-07-01,NA
2013-08-01,NA
2013-09-01,NA
2013-10-01,NA
2013-11-01,NA
2013-12-01,NA
2014-01-01,NA
2014-02-01,NA
2014-03-01,NA
2014-04-01,NA
2014-05-01,NA
2014-06-01,191.5
2014-07-01,191.5
2014-08-01,192.3
2014-09-01,192.3
2014-10-01,192.3
2014-11-01,192.3
2014-12-01,192.3
2015-01-01,192.3
2015-02-01,197.5
2015-03-01,197.5
2015-04-01,197.5
2015-05-01,197.5
2015-06-01,197.5
2015-07-01,197.5
2015-08-01,197.5
2015-09-01,197.5
2015-10-01,197.5
2015-11-01,197.5
2015-12-01,197.5
2016-01-01,197.5
2016-02-01,197.5
2016-03-01,197.5
2016-04-01,197.5
2016-05-01,197.5
2016-06-01,197.5
2016-07-01,197.5
2016-08-01,197.5
2016-09-01,197.5
2016-10-01,198.1
2016-11-01,198.1
2016-12-01,198.1
2017-01-01,198.1
2017-02-01,198.6
2017-03-01,198.6
2017-04-01,198.6
2017-05-01,198.6
2017-06-01,198.6
2017-07-01,198.6
2017-08-01,202.9
2017-09-01,202.9
2017-10-01,202.9
2017-11-01,200.6
2017-12-01,NA
2018-01-01,NA
2018-02-01,NA
2018-03-01,NA
2018-04-01,NA
2018-05-01,NA
2018-06-01,NA
2018-07-01,NA
2018-08-01,NA
2018-09-01,NA
2018-10-01,193.3
2018-11-01,194.7
2018-12-01,194.7
2019-01-01,199.1
2019-02-01,197.5
2019-03-01,197.9
2019-04-01,196.2
2019-05-01,198.9
2019-06-01,197.2
2019-07-01,199.2
2019-08-01,199.1
2019-09-01,199.3
2019-10-01,198.6
2019-11-01,199.3
2019-12-01,200.6
2020-01-01,199.1
2020-02-01,199.6
2020-03-01,198.8
2020-04-01,200
2020-05-01,197.7
2020-06-01,197.7
2020-07-01,198.6
2020-08-01,198.6
2020-09-01,199.7
2020-10-01,206.2
2020-11-01,206.4
2020-12-01,206.5
2021-01-01,206.3
2021-02-01,207.6
2021-03-01,210.5
2021-04-01,211.9
2021-05-01,213.6
2021-06-01,214.9
2021-07-01,218.671
2021-08-01,220.566
2021-09-01,223.455
2021-10-01,236.112
2021-11-01,239.618
2021-12-01,241.528
2022-01-01,242.665
2022-02-01,245.18
2022-03-01,248.337
2022-04-01,248.417
2022-05-01,251.528
2022-06-01,261.526
2022-07-01,266.057
2022-08-01,265.597
2022-09-01,270.334
2022-10-01,270.512
2022-11-01,272.104
2022-12-01,276.543
2023-01-01,278.764
2023-02-01,277.403
2023-03-01,280.291
2023-04-01,282.329
2023-05-01,280.594
2023-06-01,279.022
2023-07-01,276.867
2023-08-01,277.025
2023-09-01,271.209
2023-10-01,270.654
2023-11-01,267.065
