"Date","WPUIP231100"
2014-12-01,100
2015-01-01,99.3
2015-02-01,99.8
2015-03-01,100.1
2015-04-01,100.2
2015-05-01,100.9
2015-06-01,100.9
2015-07-01,101
2015-08-01,100.4
2015-09-01,99.3
2015-10-01,99.1
2015-11-01,98.9
2015-12-01,98.4
2016-01-01,98.7
2016-02-01,98.6
2016-03-01,98.8
2016-04-01,99.4
2016-05-01,99.9
2016-06-01,100.6
2016-07-01,100.7
2016-08-01,100.4
2016-09-01,100.3
2016-10-01,100.4
2016-11-01,100.3
2016-12-01,100.8
2017-01-01,101.6
2017-02-01,102
2017-03-01,102.3
2017-04-01,102.7
2017-05-01,102.9
2017-06-01,102.9
2017-07-01,102.9
2017-08-01,104
2017-09-01,103.9
2017-10-01,104.3
2017-11-01,104.8
2017-12-01,105.2
2018-01-01,106.1
2018-02-01,107.2
2018-03-01,107.9
2018-04-01,108.6
2018-05-01,110
2018-06-01,110.9
2018-07-01,110.8
2018-08-01,110.3
2018-09-01,110.2
2018-10-01,110.9
2018-11-01,110
2018-12-01,109.3
2019-01-01,108.8
2019-02-01,109.2
2019-03-01,110.4
2019-04-01,111.7
2019-05-01,111
2019-06-01,110.2
2019-07-01,110.8
2019-08-01,110.6
2019-09-01,110.9
2019-10-01,110.3
2019-11-01,110.1
2019-12-01,110.4
2020-01-01,111.1
2020-02-01,110.7
2020-03-01,110.3
2020-04-01,108.1
2020-05-01,107.9
2020-06-01,110.2
2020-07-01,111.6
2020-08-01,115.1
2020-09-01,118.7
2020-10-01,118.8
2020-11-01,116.2
2020-12-01,117.8
2021-01-01,122
2021-02-01,124.5
2021-03-01,127.3
2021-04-01,131.4
2021-05-01,138.5
2021-06-01,143.3
2021-07-01,139.624
2021-08-01,135.951
2021-09-01,134.734
2021-10-01,135.83
2021-11-01,135.257
2021-12-01,136.505
2022-01-01,143.52
2022-02-01,149.269
2022-03-01,157.263
2022-04-01,157.291
2022-05-01,156.856
2022-06-01,155.022
2022-07-01,151.58
2022-08-01,148.729
2022-09-01,147.34
2022-10-01,147.976
2022-11-01,147.639
2022-12-01,143.87
2023-01-01,145.788
2023-02-01,145.823
2023-03-01,146.121
2023-04-01,146.161
2023-05-01,145.243
2023-06-01,145.482
2023-07-01,146.595
2023-08-01,147.951
2023-09-01,148.645
2023-10-01,147.866
2023-11-01,147.697
