"Date","WPS102302"
1974-01-01,70.3
1974-02-01,78.6
1974-03-01,84.2
1974-04-01,78.7
1974-05-01,83
1974-06-01,76.7
1974-07-01,75
1974-08-01,78.1
1974-09-01,65.3
1974-10-01,57.7
1974-11-01,53.1
1974-12-01,45.9
1975-01-01,46
1975-02-01,43.1
1975-03-01,39.5
1975-04-01,38.3
1975-05-01,36.8
1975-06-01,38.7
1975-07-01,38.1
1975-08-01,39.7
1975-09-01,53.1
1975-10-01,50.2
1975-11-01,53.2
1975-12-01,59
1976-01-01,59.2
1976-02-01,58.1
1976-03-01,63.8
1976-04-01,68.6
1976-05-01,71
1976-06-01,69.2
1976-07-01,79.1
1976-08-01,82.5
1976-09-01,85.1
1976-10-01,85.4
1976-11-01,84.2
1976-12-01,81.5
1977-01-01,82
1977-02-01,79
1977-03-01,99.1
1977-04-01,90.9
1977-05-01,88.3
1977-06-01,91.8
1977-07-01,87.6
1977-08-01,101.9
1977-09-01,87.6
1977-10-01,86.7
1977-11-01,89.9
1977-12-01,99.3
1978-01-01,98.6
1978-02-01,106.5
1978-03-01,103.4
1978-04-01,107.8
1978-05-01,111.7
1978-06-01,118.4
1978-07-01,120.2
1978-08-01,125.5
1978-09-01,122
1978-10-01,128.7
1978-11-01,132.7
1978-12-01,134.5
1979-01-01,140.3
1979-02-01,140.7
1979-03-01,148.5
1979-04-01,158.5
1979-05-01,178.2
1979-06-01,187.7
1979-07-01,186.4
1979-08-01,174.4
1979-09-01,161.3
1979-10-01,177.3
1979-11-01,191.5
1979-12-01,192.3
1980-01-01,199
1980-02-01,205.9
1980-03-01,234.8
1980-04-01,193.4
1980-05-01,160.9
1980-06-01,147.4
1980-07-01,168.8
1980-08-01,172.2
1980-09-01,179.8
1980-10-01,183.4
1980-11-01,188.2
1980-12-01,171
1981-01-01,166.6
1981-02-01,155.5
1981-03-01,153
1981-04-01,149.2
1981-05-01,141.4
1981-06-01,139.9
1981-07-01,140.2
1981-08-01,139.2
1981-09-01,130.8
1981-10-01,131.4
1981-11-01,124.5
1981-12-01,125.5
1982-01-01,121.2
1982-02-01,114.9
1982-03-01,112.9
1982-04-01,104.4
1982-05-01,106.4
1982-06-01,91.9
1982-07-01,95.1
1982-08-01,93
1982-09-01,90.4
1982-10-01,91.8
1982-11-01,87
1982-12-01,89.3
1983-01-01,88
1983-02-01,98.7
1983-03-01,106.1
1983-04-01,103.4
1983-05-01,119
1983-06-01,141.7
1983-07-01,144.6
1983-08-01,166.8
1983-09-01,179.4
1983-10-01,182.8
1983-11-01,191.4
1983-12-01,194.5
1984-01-01,194.7
1984-02-01,191.7
1984-03-01,186.2
1984-04-01,194.4
1984-05-01,184
1984-06-01,179.9
1984-07-01,171.1
1984-08-01,156
1984-09-01,153.8
1984-10-01,133
1984-11-01,129.4
1984-12-01,131.7
1985-01-01,148.9
1985-02-01,137.2
1985-03-01,132.9
1985-04-01,129.8
1985-05-01,126.4
1985-06-01,112
1985-07-01,116.5
1985-08-01,113.4
1985-09-01,112.2
1985-10-01,114.8
1985-11-01,117.3
1985-12-01,119.3
1986-01-01,116.7
1986-02-01,121.2
1986-03-01,123.8
1986-04-01,126.1
1986-05-01,126.6
1986-06-01,127.7
1986-07-01,123.9
1986-08-01,124.4
1986-09-01,123.8
1986-10-01,124.9
1986-11-01,126.3
1986-12-01,127.2
1987-01-01,126.1
1987-02-01,126.2
1987-03-01,130.3
1987-04-01,133.7
1987-05-01,141.5
1987-06-01,149.1
1987-07-01,162.8
1987-08-01,171.9
1987-09-01,174.2
1987-10-01,188.3
1987-11-01,186.5
1987-12-01,190.6
1988-01-01,196.5
1988-02-01,203.9
1988-03-01,212.1
1988-04-01,212.7
1988-05-01,212.8
1988-06-01,224.3
1988-07-01,228.9
1988-08-01,230.8
1988-09-01,229.1
1988-10-01,228
1988-11-01,225.5
1988-12-01,229.4
1989-01-01,234.2
1989-02-01,229.5
1989-03-01,223.9
1989-04-01,216.2
1989-05-01,217.9
1989-06-01,208.4
1989-07-01,198.5
1989-08-01,183.7
1989-09-01,185.5
1989-10-01,184.6
1989-11-01,188
1989-12-01,182.8
1990-01-01,173.3
1990-02-01,158
1990-03-01,158.5
1990-04-01,168.7
1990-05-01,170.8
1990-06-01,170.3
1990-07-01,170.6
1990-08-01,173.6
1990-09-01,182.6
1990-10-01,192.5
1990-11-01,182.5
1990-12-01,172.4
1991-01-01,166.7
1991-02-01,163.8
1991-03-01,160.1
1991-04-01,153.5
1991-05-01,143.5
1991-06-01,132.5
1991-07-01,137.3
1991-08-01,137.5
1991-09-01,135.7
1991-10-01,130.5
1991-11-01,128.3
1991-12-01,126.9
1992-01-01,123.4
1992-02-01,132.3
1992-03-01,138.2
1992-04-01,144.6
1992-05-01,147
1992-06-01,143.8
1992-07-01,142.1
1992-08-01,142.8
1992-09-01,136.3
1992-10-01,133.5
1992-11-01,130.6
1992-12-01,135.2
1993-01-01,140.3
1993-02-01,133.1
1993-03-01,129.1
1993-04-01,124.3
1993-05-01,126.3
1993-06-01,127.8
1993-07-01,130.8
1993-08-01,129.5
1993-09-01,127
1993-10-01,129.3
1993-11-01,126.7
1993-12-01,127.1
1994-01-01,127.9
1994-02-01,138.7
1994-03-01,146.1
1994-04-01,151.7
1994-05-01,152.1
1994-06-01,163.9
1994-07-01,176.8
1994-08-01,176.4
1994-09-01,183.9
1994-10-01,202.2
1994-11-01,228.7
1994-12-01,233.6
1995-01-01,235.3
1995-02-01,229.4
1995-03-01,215
1995-04-01,212.5
1995-05-01,208.2
1995-06-01,209
1995-07-01,210.6
1995-08-01,211.2
1995-09-01,205.2
1995-10-01,201.3
1995-11-01,189.2
1995-12-01,182.9
1996-01-01,176.7
1996-02-01,173.1
1996-03-01,175
1996-04-01,181.2
1996-05-01,178.4
1996-06-01,175.6
1996-07-01,169.7
1996-08-01,168.5
1996-09-01,168.8
1996-10-01,164.9
1996-11-01,171
1996-12-01,176.1
1997-01-01,185.9
1997-02-01,190.4
1997-03-01,198.3
1997-04-01,193.2
1997-05-01,196.6
1997-06-01,197.4
1997-07-01,196.4
1997-08-01,199.3
1997-09-01,194.2
1997-10-01,199.8
1997-11-01,197.3
1997-12-01,192.8
1998-01-01,186
1998-02-01,181.1
1998-03-01,177.5
1998-04-01,174.2
1998-05-01,167.9
1998-06-01,162.9
1998-07-01,151.1
1998-08-01,150.9
1998-09-01,150.1
1998-10-01,149.3
1998-11-01,150
1998-12-01,147.4
1999-01-01,143
1999-02-01,142.2
1999-03-01,142.5
1999-04-01,147.3
1999-05-01,154.8
1999-06-01,160.9
1999-07-01,168.2
1999-08-01,172.7
1999-09-01,174.1
1999-10-01,175.2
1999-11-01,178.5
1999-12-01,183.5
2000-01-01,187.4
2000-02-01,190
2000-03-01,187.2
2000-04-01,179
2000-05-01,169.5
2000-06-01,169.9
2000-07-01,174.7
2000-08-01,176.8
2000-09-01,179.8
2000-10-01,174.5
2000-11-01,170.3
