"Date","WPS022"
1967-01-01,39.2
1967-02-01,38
1967-03-01,37.7
1967-04-01,37.7
1967-05-01,38.4
1967-06-01,39.1
1967-07-01,38.9
1967-08-01,39.1
1967-09-01,39.7
1967-10-01,39.6
1967-11-01,39.1
1967-12-01,39.4
1968-01-01,39.3
1968-02-01,39.2
1968-03-01,39.6
1968-04-01,39.6
1968-05-01,39.5
1968-06-01,39.8
1968-07-01,40.1
1968-08-01,39.9
1968-09-01,40.6
1968-10-01,40.4
1968-11-01,41.3
1968-12-01,41
1969-01-01,41.3
1969-02-01,40.5
1969-03-01,41.6
1969-04-01,42.7
1969-05-01,44.8
1969-06-01,45.9
1969-07-01,44.9
1969-08-01,45.2
1969-09-01,44.9
1969-10-01,45.5
1969-11-01,46.4
1969-12-01,46.6
1970-01-01,46.7
1970-02-01,45.5
1970-03-01,47.1
1970-04-01,46.7
1970-05-01,45.5
1970-06-01,45
1970-07-01,44.5
1970-08-01,44.3
1970-09-01,44.1
1970-10-01,44
1970-11-01,43.9
1970-12-01,41.9
1971-01-01,42.2
1971-02-01,44.2
1971-03-01,43.9
1971-04-01,44.6
1971-05-01,45.3
1971-06-01,44.5
1971-07-01,44.3
1971-08-01,44.8
1971-09-01,45
1971-10-01,46.2
1971-11-01,47.4
1971-12-01,48.5
1972-01-01,48.7
1972-02-01,50.7
1972-03-01,50.2
1972-04-01,48.6
1972-05-01,49.2
1972-06-01,49.8
1972-07-01,50.4
1972-08-01,50.4
1972-09-01,50.3
1972-10-01,51.2
1972-11-01,51.4
1972-12-01,54.5
1973-01-01,56.4
1973-02-01,59.4
1973-03-01,65.1
1973-04-01,64.1
1973-05-01,62.9
1973-06-01,62.6
1973-07-01,62.9
1973-08-01,76.1
1973-09-01,71.9
1973-10-01,66.9
1973-11-01,66.2
1973-12-01,65.6
1974-01-01,69.3
1974-02-01,69.4
1974-03-01,65.7
1974-04-01,62
1974-05-01,59.2
1974-06-01,53.8
1974-07-01,61.9
1974-08-01,65.3
1974-09-01,63.2
1974-10-01,63.8
1974-11-01,64.7
1974-12-01,63.7
1975-01-01,64.8
1975-02-01,63.7
1975-03-01,64.5
1975-04-01,68.1
1975-05-01,73.2
1975-06-01,75.7
1975-07-01,78
1975-08-01,79
1975-09-01,80.2
1975-10-01,82.6
1975-11-01,81
1975-12-01,79
