"Date","WPUID69216"
1973-01-01,56.1
1973-02-01,59.4
1973-03-01,61.2
1973-04-01,62.6
1973-05-01,67.3
1973-06-01,71.1
1973-07-01,67.8
1973-08-01,77
1973-09-01,82.6
1973-10-01,80.5
1973-11-01,79.6
1973-12-01,84.1
1974-01-01,86.2
1974-02-01,86.5
1974-03-01,88.3
1974-04-01,89.7
1974-05-01,83.9
1974-06-01,82.9
1974-07-01,84.2
1974-08-01,85.6
1974-09-01,82.5
1974-10-01,80.6
1974-11-01,77.5
1974-12-01,71.4
1975-01-01,68.8
1975-02-01,68.9
1975-03-01,68.9
1975-04-01,69.6
1975-05-01,70.5
1975-06-01,67.7
1975-07-01,66.4
1975-08-01,69
1975-09-01,71.6
1975-10-01,70.6
1975-11-01,69.2
1975-12-01,70.7
1976-01-01,73.2
1976-02-01,74.9
1976-03-01,77.5
1976-04-01,81.5
1976-05-01,81.8
1976-06-01,83.1
1976-07-01,86.1
1976-08-01,83.8
1976-09-01,83.3
1976-10-01,79.4
1976-11-01,78.7
1976-12-01,78.8
1977-01-01,79.4
1977-02-01,81.4
1977-03-01,85.4
1977-04-01,85.9
1977-05-01,84
1977-06-01,79.5
1977-07-01,77.4
1977-08-01,78.7
1977-09-01,78
1977-10-01,75.5
1977-11-01,75.1
1977-12-01,77.7
1978-01-01,81.2
1978-02-01,82.9
1978-03-01,84.4
1978-04-01,86
1978-05-01,85.8
1978-06-01,87
1978-07-01,87.8
1978-08-01,89.5
1978-09-01,90.7
1978-10-01,91.5
1978-11-01,92.9
1978-12-01,94.3
1979-01-01,97.6
1979-02-01,102.5
1979-03-01,109.3
1979-04-01,109.6
1979-05-01,107.9
1979-06-01,110.3
1979-07-01,106.9
1979-08-01,105.2
1979-09-01,104.4
1979-10-01,105.2
1979-11-01,107.5
1979-12-01,108.6
1980-01-01,113.7
1980-02-01,120.3
1980-03-01,118.3
1980-04-01,114.5
1980-05-01,108
1980-06-01,103.8
1980-07-01,106.4
1980-08-01,110.5
1980-09-01,113.8
1980-10-01,115
1980-11-01,116.4
1980-12-01,116.7
1981-01-01,115.1
1981-02-01,113.8
1981-03-01,115.7
1981-04-01,116.7
1981-05-01,114.5
1981-06-01,112.3
1981-07-01,112.1
1981-08-01,113
1981-09-01,110.6
1981-10-01,108.3
1981-11-01,104.7
1981-12-01,103.4
1982-01-01,105.1
1982-02-01,105
1982-03-01,104.4
1982-04-01,103.6
1982-05-01,102.3
1982-06-01,98.4
1982-07-01,97.8
1982-08-01,98
1982-09-01,97.9
1982-10-01,96.7
1982-11-01,95.3
1982-12-01,95.5
1983-01-01,96.9
1983-02-01,99.9
1983-03-01,102.6
1983-04-01,102.7
1983-05-01,103.9
1983-06-01,104.8
1983-07-01,105.8
1983-08-01,108.2
1983-09-01,109.6
1983-10-01,109
1983-11-01,109.3
1983-12-01,110.3
1984-01-01,110.7
1984-02-01,113.8
1984-03-01,115.2
1984-04-01,116.1
1984-05-01,116.7
1984-06-01,114.5
1984-07-01,111.6
1984-08-01,109.4
1984-09-01,110.8
1984-10-01,108.3
1984-11-01,107.3
1984-12-01,106.6
1985-01-01,106.8
1985-02-01,107.2
1985-03-01,107.2
1985-04-01,108
1985-05-01,106
1985-06-01,103.9
1985-07-01,103.8
1985-08-01,103.2
1985-09-01,103.6
1985-10-01,103.5
1985-11-01,102.7
1985-12-01,102
1986-01-01,103.2
1986-02-01,103.5
1986-03-01,104.1
1986-04-01,104.6
1986-05-01,104.7
1986-06-01,105
1986-07-01,105
1986-08-01,99.1
1986-09-01,100.4
1986-10-01,101.7
1986-11-01,102.6
1986-12-01,103.8
1987-01-01,105.1
1987-02-01,106.2
1987-03-01,106.8
1987-04-01,108.1
1987-05-01,110.5
1987-06-01,113.5
1987-07-01,115.7
1987-08-01,118.7
1987-09-01,122.9
1987-10-01,126.4
1987-11-01,127.1
1987-12-01,127.3
1988-01-01,129.2
1988-02-01,131.6
1988-03-01,133.4
1988-04-01,133.1
1988-05-01,131.3
1988-06-01,131.2
1988-07-01,132.9
1988-08-01,133.9
1988-09-01,133.4
1988-10-01,133.4
1988-11-01,135.6
1988-12-01,136.9
1989-01-01,140.3
1989-02-01,140.3
1989-03-01,141.3
1989-04-01,141.2
1989-05-01,140.3
1989-06-01,137.9
1989-07-01,135.5
1989-08-01,136.6
1989-09-01,137.7
1989-10-01,137.6
1989-11-01,134.3
1989-12-01,132
1990-01-01,132.1
1990-02-01,131.3
1990-03-01,134.2
1990-04-01,137.8
1990-05-01,138.8
1990-06-01,137.8
1990-07-01,138.2
1990-08-01,140.4
1990-09-01,140.1
1990-10-01,137.8
1990-11-01,134.6
1990-12-01,132.8
1991-01-01,133.5
1991-02-01,133.4
1991-03-01,132.2
1991-04-01,132.7
1991-05-01,131.4
1991-06-01,126.8
1991-07-01,125.9
1991-08-01,126
1991-09-01,125.6
1991-10-01,124.8
1991-11-01,123.4
1991-12-01,122.7
1992-01-01,123
1992-02-01,125.2
1992-03-01,128.1
1992-04-01,129.1
1992-05-01,129.7
1992-06-01,129.2
1992-07-01,130
1992-08-01,130.8
1992-09-01,130.4
1992-10-01,128.2
1992-11-01,127.1
1992-12-01,129.7
1993-01-01,134.3
1993-02-01,137.4
1993-03-01,138.2
1993-04-01,140.7
1993-05-01,142.2
1993-06-01,141.7
1993-07-01,142.6
1993-08-01,139.8
1993-09-01,139.8
1993-10-01,140.8
1993-11-01,141.8
1993-12-01,143.6
1994-01-01,147.9
1994-02-01,152
1994-03-01,153.1
1994-04-01,153.3
1994-05-01,151.4
1994-06-01,152.4
1994-07-01,155.6
1994-08-01,157.9
1994-09-01,159.2
1994-10-01,159.3
1994-11-01,164.1
1994-12-01,168.4
1995-01-01,174.1
1995-02-01,177
1995-03-01,179.1
1995-04-01,181.4
1995-05-01,180.5
1995-06-01,180.6
1995-07-01,177
1995-08-01,174
1995-09-01,170.7
1995-10-01,165.5
1995-11-01,162.2
1995-12-01,161.4
1996-01-01,162.1
1996-02-01,162.3
1996-03-01,159.2
1996-04-01,157.6
1996-05-01,158.1
1996-06-01,155.3
1996-07-01,152.4
1996-08-01,152.9
1996-09-01,153.5
1996-10-01,152.3
1996-11-01,151.7
1996-12-01,152.5
1997-01-01,156.6
1997-02-01,158.9
1997-03-01,159.6
1997-04-01,156.4
1997-05-01,157.8
1997-06-01,157.4
1997-07-01,155.6
1997-08-01,157.5
1997-09-01,156
1997-10-01,155
1997-11-01,154.3
1997-12-01,152.5
1998-01-01,150.5
1998-02-01,150.7
1998-03-01,149.2
1998-04-01,147.6
1998-05-01,147.2
1998-06-01,146.6
1998-07-01,143.8
1998-08-01,139.8
1998-09-01,137.9
1998-10-01,133.2
1998-11-01,130.2
1998-12-01,128.1
1999-01-01,128.8
1999-02-01,130.9
1999-03-01,129.9
1999-04-01,129.1
1999-05-01,131.4
1999-06-01,132.2
1999-07-01,134.2
1999-08-01,136.8
1999-09-01,139.1
1999-10-01,141.7
1999-11-01,142.6
1999-12-01,146
2000-01-01,149.8
2000-02-01,151.3
2000-03-01,150.9
2000-04-01,149.2
2000-05-01,148.8
2000-06-01,146.7
2000-07-01,144.3
2000-08-01,141.9
2000-09-01,142.9
2000-10-01,141
2000-11-01,137.8
2000-12-01,137.9
2001-01-01,138.4
2001-02-01,136.8
2001-03-01,135.6
2001-04-01,132
2001-05-01,131.6
2001-06-01,130.1
2001-07-01,131
2001-08-01,128.7
2001-09-01,128.9
2001-10-01,125.8
2001-11-01,124.8
2001-12-01,124.3
2002-01-01,126.1
2002-02-01,128.1
2002-03-01,129
2002-04-01,131.8
2002-05-01,134.9
2002-06-01,138.6
2002-07-01,141
2002-08-01,140.3
2002-09-01,140
2002-10-01,139.3
2002-11-01,139.8
2002-12-01,139.9
2003-01-01,143
2003-02-01,148.3
2003-03-01,148.1
2003-04-01,146.7
2003-05-01,146.5
2003-06-01,146.3
2003-07-01,148.8
2003-08-01,151.8
2003-09-01,155.7
2003-10-01,159.5
2003-11-01,164.8
2003-12-01,170.1
2004-01-01,179.3
2004-02-01,189.9
2004-03-01,195.2
2004-04-01,187.6
2004-05-01,177.9
2004-06-01,176.3
2004-07-01,195.4
2004-08-01,200.8
2004-09-01,197.4
