"Date","WPUIP2311002"
2014-12-01,100
2015-01-01,100.3
2015-02-01,100.9
2015-03-01,101
2015-04-01,101.2
2015-05-01,101.5
2015-06-01,101.4
2015-07-01,101.9
2015-08-01,101.7
2015-09-01,100.7
2015-10-01,100.5
2015-11-01,100.6
2015-12-01,100.4
2016-01-01,101.4
2016-02-01,102
2016-03-01,101.8
2016-04-01,102.1
2016-05-01,102.4
2016-06-01,103.2
2016-07-01,103.4
2016-08-01,103
2016-09-01,102.7
2016-10-01,102.6
2016-11-01,102.9
2016-12-01,103.5
2017-01-01,103.8
2017-02-01,104
2017-03-01,104.6
2017-04-01,104.7
2017-05-01,105.1
2017-06-01,105.1
2017-07-01,105.1
2017-08-01,106.6
2017-09-01,105.5
2017-10-01,106.1
2017-11-01,106.6
2017-12-01,107.4
2018-01-01,108
2018-02-01,109.2
2018-03-01,109.7
2018-04-01,110.3
2018-05-01,111.2
2018-06-01,112.1
2018-07-01,112.1
2018-08-01,111.4
2018-09-01,111
2018-10-01,112
2018-11-01,111.7
2018-12-01,112.3
2019-01-01,111.9
2019-02-01,111.9
2019-03-01,113
2019-04-01,114.3
2019-05-01,112.8
2019-06-01,112.5
2019-07-01,113.1
2019-08-01,113.7
2019-09-01,114.5
2019-10-01,113.2
2019-11-01,113
2019-12-01,113.8
2020-01-01,114.6
2020-02-01,114.2
2020-03-01,114.7
2020-04-01,114.7
2020-05-01,113.6
2020-06-01,116.1
2020-07-01,117
2020-08-01,122.2
2020-09-01,128.2
2020-10-01,128.3
2020-11-01,123.5
2020-12-01,125.1
2021-01-01,130.7
2021-02-01,133.1
2021-03-01,134.9
2021-04-01,141.3
2021-05-01,151.2
2021-06-01,157.9
2021-07-01,150.074
2021-08-01,144.109
2021-09-01,141.252
2021-10-01,141.26
2021-11-01,137.632
2021-12-01,138.639
2022-01-01,147.253
2022-02-01,154.857
2022-03-01,166.528
2022-04-01,166.293
2022-05-01,162.819
2022-06-01,157.055
2022-07-01,152.184
2022-08-01,147.19
2022-09-01,144.543
2022-10-01,145.416
2022-11-01,146.161
2022-12-01,142.042
2023-01-01,143.371
2023-02-01,142.75
2023-03-01,143.351
2023-04-01,143.595
2023-05-01,142.374
2023-06-01,143.134
2023-07-01,145.335
2023-08-01,145.533
2023-09-01,146.555
2023-10-01,147.507
2023-11-01,147.394
