"Date","WPS022104"
1974-01-01,67
1974-02-01,67.4
1974-03-01,64.6
1974-04-01,61.9
1974-05-01,56.2
1974-06-01,51.1
1974-07-01,64.1
1974-08-01,66.4
1974-09-01,65.2
1974-10-01,68.6
1974-11-01,70.6
1974-12-01,71.1
1975-01-01,71.8
1975-02-01,71.4
1975-03-01,75.6
1975-04-01,78.7
1975-05-01,83.6
1975-06-01,83.5
1975-07-01,86.4
1975-08-01,92.8
1975-09-01,96.3
1975-10-01,98.5
1975-11-01,97.4
1975-12-01,89.3
1976-01-01,88.7
1976-02-01,85
1976-03-01,84.2
1976-04-01,87.6
1976-05-01,86.7
1976-06-01,88.7
1976-07-01,82.3
1976-08-01,75.1
1976-09-01,75.2
1976-10-01,66.9
1976-11-01,69.2
1976-12-01,75.5
1977-01-01,73.6
1977-02-01,72.4
1977-03-01,74
1977-04-01,72
1977-05-01,74.9
1977-06-01,77.9
1977-07-01,78.8
1977-08-01,77.5
1977-09-01,74.9
1977-10-01,75.1
1977-11-01,76.7
1977-12-01,81.1
1978-01-01,81.3
1978-02-01,87.2
1978-03-01,84.7
1978-04-01,86.8
1978-05-01,87.9
1978-06-01,87.4
1978-07-01,81.5
1978-08-01,87.8
1978-09-01,87.2
1978-10-01,93.1
1978-11-01,92.2
1978-12-01,90.1
1979-01-01,91.4
1979-02-01,92.9
1979-03-01,90.9
1979-04-01,90.1
1979-05-01,83.8
1979-06-01,79.3
1979-07-01,75.2
1979-08-01,73.2
1979-09-01,76
1979-10-01,72.4
1979-11-01,75.2
1979-12-01,79.1
1980-01-01,74.4
1980-02-01,72
1980-03-01,73.8
1980-04-01,69.1
1980-05-01,68
1980-06-01,68.9
1980-07-01,78.5
1980-08-01,87
1980-09-01,84.5
1980-10-01,87.1
1980-11-01,88.6
1980-12-01,86.3
1981-01-01,84.4
1981-02-01,82.1
1981-03-01,83.6
1981-04-01,85.2
1981-05-01,84.9
1981-06-01,87.6
1981-07-01,92.1
1981-08-01,91.7
1981-09-01,89.4
1981-10-01,89.2
1981-11-01,88.3
1981-12-01,83.9
1982-01-01,90.9
1982-02-01,92.7
1982-03-01,92.4
1982-04-01,101.2
1982-05-01,104.4
1982-06-01,104
1982-07-01,101.2
1982-08-01,102
1982-09-01,105.3
1982-10-01,103.8
1982-11-01,102
1982-12-01,100.6
1983-01-01,101.6
1983-02-01,103.4
1983-03-01,102.4
1983-04-01,96.5
1983-05-01,93.9
1983-06-01,90.1
1983-07-01,83.5
1983-08-01,85.1
1983-09-01,83.7
1983-10-01,82.5
1983-11-01,80.7
1983-12-01,85.8
1984-01-01,92.7
1984-02-01,88.4
1984-03-01,87.8
1984-04-01,91.4
1984-05-01,89.9
1984-06-01,90.1
1984-07-01,93.8
1984-08-01,91.7
1984-09-01,87.5
1984-10-01,86.2
1984-11-01,90.1
1984-12-01,91.6
1985-01-01,92.3
1985-02-01,92.8
1985-03-01,92.8
1985-04-01,87.9
1985-05-01,86.3
1985-06-01,85.8
1985-07-01,87.9
1985-08-01,87
1985-09-01,80.2
1985-10-01,89.8
1985-11-01,94.4
1985-12-01,92.7
1986-01-01,93
1986-02-01,90.1
1986-03-01,90.1
1986-04-01,91.2
1986-05-01,93
1986-06-01,96.1
1986-07-01,100
1986-08-01,112
1986-09-01,110.7
1986-10-01,108.2
1986-11-01,107.2
1986-12-01,105.9
1987-01-01,101.1
1987-02-01,101.7
1987-03-01,97
1987-04-01,107.9
1987-05-01,112.7
1987-06-01,110.2
1987-07-01,109.5
1987-08-01,106.3
1987-09-01,114
1987-10-01,109.5
1987-11-01,99.2
1987-12-01,89.4
1988-01-01,101.6
1988-02-01,100.7
1988-03-01,97.6
1988-04-01,98
1988-05-01,99.2
1988-06-01,99.3
1988-07-01,93.6
1988-08-01,94.5
1988-09-01,91.7
1988-10-01,87.4
1988-11-01,87.5
1988-12-01,90.6
1989-01-01,99.5
1989-02-01,97.4
1989-03-01,96.6
1989-04-01,92.2
1989-05-01,87.5
1989-06-01,91.7
1989-07-01,94.2
1989-08-01,95.7
1989-09-01,98
1989-10-01,102.9
1989-11-01,109.3
1989-12-01,109.4
1990-01-01,110.9
1990-02-01,110.9
1990-03-01,113
1990-04-01,117.8
1990-05-01,122.8
1990-06-01,123.3
1990-07-01,122.7
1990-08-01,121.3
1990-09-01,120.9
1990-10-01,124.6
1990-11-01,124.8
1990-12-01,123.3
1991-01-01,120.9
1991-02-01,120.3
1991-03-01,119.8
1991-04-01,118.3
1991-05-01,115.6
1991-06-01,114.6
1991-07-01,115.5
1991-08-01,113.3
1991-09-01,108.5
1991-10-01,107.4
1991-11-01,104.3
1991-12-01,102.4
1992-01-01,97.8
1992-02-01,97.4
1992-03-01,96.8
1992-04-01,98.4
1992-05-01,99.3
1992-06-01,98.7
1992-07-01,98.2
1992-08-01,97.6
1992-09-01,100.9
1992-10-01,99.6
1992-11-01,100.7
1992-12-01,102
1993-01-01,103.7
1993-02-01,102.7
1993-03-01,104.3
1993-04-01,109.1
1993-05-01,105.2
1993-06-01,106
1993-07-01,103.8
1993-08-01,101.8
1993-09-01,107.7
1993-10-01,109.1
1993-11-01,109.1
1993-12-01,106.5
1994-01-01,109.5
1994-02-01,115.1
1994-03-01,109
1994-04-01,107.3
1994-05-01,101.9
1994-06-01,99.7
1994-07-01,99
1994-08-01,97.3
1994-09-01,96.3
1994-10-01,93.5
1994-11-01,94.1
1994-12-01,94.2
1995-01-01,100.4
1995-02-01,100.6
1995-03-01,99.3
1995-04-01,97.2
1995-05-01,93.6
1995-06-01,96
1995-07-01,101.8
1995-08-01,101.6
1995-09-01,105.1
1995-10-01,107.5
1995-11-01,106.4
1995-12-01,107.9
