"Date","WPUIP231231"
2014-12-01,100
2015-01-01,98
2015-02-01,98.2
2015-03-01,98.9
2015-04-01,99
2015-05-01,100.5
2015-06-01,100.6
2015-07-01,100.6
2015-08-01,100
2015-09-01,98.2
2015-10-01,97.8
2015-11-01,97.4
2015-12-01,96
2016-01-01,95.7
2016-02-01,95.1
2016-03-01,95.7
2016-04-01,96.5
2016-05-01,97.4
2016-06-01,98.5
2016-07-01,98.5
2016-08-01,98.1
2016-09-01,98
2016-10-01,98.1
2016-11-01,97.5
2016-12-01,98.3
2017-01-01,99.6
2017-02-01,99.7
2017-03-01,99.8
2017-04-01,100.6
2017-05-01,100.4
2017-06-01,100.6
2017-07-01,100.5
2017-08-01,101.4
2017-09-01,102.2
2017-10-01,102.1
2017-11-01,102.7
2017-12-01,102.8
2018-01-01,104.1
2018-02-01,104.3
2018-03-01,105.3
2018-04-01,106.9
2018-05-01,109
2018-06-01,109.5
2018-07-01,109.8
2018-08-01,109.6
2018-09-01,110
2018-10-01,111.1
2018-11-01,109.5
2018-12-01,107.9
2019-01-01,107.2
2019-02-01,107.8
2019-03-01,108.9
2019-04-01,110.8
2019-05-01,110.8
2019-06-01,109.6
2019-07-01,110.3
2019-08-01,109.6
2019-09-01,109.4
2019-10-01,109.3
2019-11-01,109.2
2019-12-01,109.4
2020-01-01,109.9
2020-02-01,109.1
2020-03-01,107.6
2020-04-01,103.1
2020-05-01,103.3
2020-06-01,105.7
2020-07-01,107.4
2020-08-01,108.2
2020-09-01,108.7
2020-10-01,108.6
2020-11-01,109.2
2020-12-01,111.4
2021-01-01,114.3
2021-02-01,116
2021-03-01,119.3
2021-04-01,121.3
2021-05-01,125.9
2021-06-01,128.7
2021-07-01,130.133
2021-08-01,130.438
2021-09-01,130.567
2021-10-01,131.825
2021-11-01,132.76
2021-12-01,133.448
2022-01-01,137.764
2022-02-01,140.931
2022-03-01,146.314
2022-04-01,147.935
2022-05-01,150.792
2022-06-01,152.389
2022-07-01,149.717
2022-08-01,147.468
2022-09-01,147.296
2022-10-01,147.588
2022-11-01,146.87
2022-12-01,143.094
2023-01-01,145.511
2023-02-01,145.986
2023-03-01,146.565
2023-04-01,147.234
2023-05-01,145.903
2023-06-01,146.177
2023-07-01,146.657
2023-08-01,148.557
2023-09-01,149.119
2023-10-01,148.117
2023-11-01,147.758
