"Date","WPS021"
1967-01-01,39.2
1967-02-01,39.3
1967-03-01,39.4
1967-04-01,39.5
1967-05-01,39.7
1967-06-01,39.8
1967-07-01,39.7
1967-08-01,39.4
1967-09-01,39.3
1967-10-01,39.2
1967-11-01,39.2
1967-12-01,39.1
1968-01-01,39.1
1968-02-01,39.3
1968-03-01,39.4
1968-04-01,39.5
1968-05-01,39.6
1968-06-01,39.7
1968-07-01,40.2
1968-08-01,40.3
1968-09-01,40
1968-10-01,40.1
1968-11-01,40
1968-12-01,39.9
1969-01-01,39.8
1969-02-01,40
1969-03-01,40
1969-04-01,40.2
1969-05-01,40.4
1969-06-01,40.8
1969-07-01,40.8
1969-08-01,40.8
1969-09-01,40.6
1969-10-01,40.7
1969-11-01,40.7
1969-12-01,40.8
1970-01-01,40.7
1970-02-01,41.2
1970-03-01,41.5
1970-04-01,41.9
1970-05-01,42.2
1970-06-01,42.6
1970-07-01,42.9
1970-08-01,42.8
1970-09-01,43.1
1970-10-01,43.2
1970-11-01,43.4
1970-12-01,43.4
1971-01-01,43.5
1971-02-01,43.6
1971-03-01,44
1971-04-01,44.1
1971-05-01,44.4
1971-06-01,44.7
1971-07-01,44.4
1971-08-01,44.3
1971-09-01,43.9
1971-10-01,43.7
1971-11-01,43.5
1971-12-01,43.6
1972-01-01,43.7
1972-02-01,43.8
1972-03-01,44.1
1972-04-01,44.6
1972-05-01,45.1
1972-06-01,45.3
1972-07-01,45.3
1972-08-01,45.9
1972-09-01,45.9
1972-10-01,45.9
1972-11-01,46.2
1972-12-01,46.8
1973-01-01,47.2
1973-02-01,47.1
1973-03-01,47.5
1973-04-01,48.8
1973-05-01,49.4
1973-06-01,50.3
1973-07-01,50
1973-08-01,54.2
1973-09-01,58.4
1973-10-01,59.1
1973-11-01,61.1
1973-12-01,62.5
1974-01-01,64.6
1974-02-01,66
1974-03-01,67.3
1974-04-01,66
1974-05-01,66.4
1974-06-01,66.4
1974-07-01,67.4
1974-08-01,67.5
1974-09-01,67.2
1974-10-01,69.3
1974-11-01,70.2
1974-12-01,71
1975-01-01,71
1975-02-01,71.6
1975-03-01,71.3
1975-04-01,70.5
1975-05-01,70.1
1975-06-01,69.8
1975-07-01,70.3
1975-08-01,70
1975-09-01,70.1
1975-10-01,69.8
1975-11-01,69.2
1975-12-01,68.2
1976-01-01,68.3
1976-02-01,68.3
1976-03-01,68.3
1976-04-01,67.9
1976-05-01,68.6
1976-06-01,69.4
1976-07-01,68.8
1976-08-01,67.9
1976-09-01,67.2
1976-10-01,66.9
1976-11-01,66.1
1976-12-01,66.1
1977-01-01,66.2
1977-02-01,66.5
1977-03-01,67.2
1977-04-01,67.5
1977-05-01,67.9
1977-06-01,67.9
1977-07-01,67.9
1977-08-01,68.4
1977-09-01,69.1
1977-10-01,69.3
1977-11-01,70.6
1977-12-01,71.5
1978-01-01,72.6
1978-02-01,72.7
1978-03-01,73.3
1978-04-01,74.2
1978-05-01,74.2
1978-06-01,75.2
1978-07-01,75.2
1978-08-01,76.2
1978-09-01,75.3
1978-10-01,76.3
1978-11-01,77.2
1978-12-01,77.4
1979-01-01,77.5
1979-02-01,78.3
1979-03-01,78.8
1979-04-01,79.9
1979-05-01,80.7
1979-06-01,81.4
1979-07-01,83.7
1979-08-01,85.3
1979-09-01,86.3
1979-10-01,86.9
1979-11-01,87.6
1979-12-01,88
1980-01-01,88.5
1980-02-01,90.5
1980-03-01,91.3
1980-04-01,91.6
1980-05-01,92.6
1980-06-01,92.2
1980-07-01,92.6
1980-08-01,93.1
1980-09-01,93.9
1980-10-01,95.4
1980-11-01,96.5
1980-12-01,97.8
1981-01-01,98.9
1981-02-01,99.2
1981-03-01,99.5
1981-04-01,100
1981-05-01,101.2
1981-06-01,101.2
1981-07-01,101.7
1981-08-01,101.5
1981-09-01,101.9
1981-10-01,101.3
1981-11-01,101
1981-12-01,100.5
1982-01-01,100.8
1982-02-01,99.6
1982-03-01,99.9
1982-04-01,99.9
1982-05-01,99.6
1982-06-01,99.7
1982-07-01,99.7
1982-08-01,99.7
1982-09-01,100.1
1982-10-01,99.8
1982-11-01,100.2
1982-12-01,101
1983-01-01,101.1
1983-02-01,101.1
1983-03-01,101.3
1983-04-01,102
1983-05-01,102
1983-06-01,102.6
1983-07-01,103
1983-08-01,103.7
1983-09-01,104
1983-10-01,104.4
1983-11-01,104.5
1983-12-01,104.5
1984-01-01,104.9
1984-02-01,105.1
1984-03-01,105.4
1984-04-01,105.7
1984-05-01,106.1
1984-06-01,106.8
1984-07-01,107.3
1984-08-01,107.1
1984-09-01,107.2
1984-10-01,107.4
1984-11-01,107.8
1984-12-01,108
1985-01-01,108.8
1985-02-01,109.2
1985-03-01,109.5
1985-04-01,109.9
1985-05-01,109.7
1985-06-01,110.2
1985-07-01,110.2
1985-08-01,110.3
1985-09-01,110.9
1985-10-01,111.4
1985-11-01,111.5
1985-12-01,111.8
1986-01-01,111.5
1986-02-01,111.4
1986-03-01,111.6
1986-04-01,111.4
1986-05-01,111.4
1986-06-01,111
1986-07-01,110.7
1986-08-01,110.8
1986-09-01,110.7
1986-10-01,110.6
1986-11-01,110.7
1986-12-01,110.4
1987-01-01,110.2
1987-02-01,110.6
1987-03-01,111.1
1987-04-01,111.3
1987-05-01,111.8
1987-06-01,111.7
1987-07-01,111.9
1987-08-01,112.5
1987-09-01,113.2
1987-10-01,114.6
1987-11-01,115.6
1987-12-01,117.1
1988-01-01,118.2
1988-02-01,119.2
1988-03-01,119.7
1988-04-01,120.1
1988-05-01,120
1988-06-01,123.1
1988-07-01,124.1
1988-08-01,124.6
1988-09-01,126.8
1988-10-01,126.4
1988-11-01,126.5
1988-12-01,126.9
1989-01-01,128.2
1989-02-01,128.6
1989-03-01,129.1
1989-04-01,129
1989-05-01,130.4
1989-06-01,131.1
1989-07-01,132.1
1989-08-01,132.8
1989-09-01,133.2
1989-10-01,132.5
1989-11-01,132.8
1989-12-01,133.8
1990-01-01,NA
1990-02-01,NA
1990-03-01,NA
1990-04-01,NA
1990-05-01,NA
1990-06-01,NA
1990-07-01,NA
1990-08-01,NA
1990-09-01,NA
1990-10-01,NA
1990-11-01,NA
1990-12-01,NA
1991-01-01,NA
1991-02-01,NA
1991-03-01,NA
1991-04-01,NA
1991-05-01,NA
1991-06-01,NA
1991-07-01,NA
1991-08-01,NA
1991-09-01,NA
1991-10-01,NA
1991-11-01,NA
1991-12-01,NA
1992-01-01,NA
1992-02-01,NA
1992-03-01,NA
1992-04-01,NA
1992-05-01,NA
1992-06-01,NA
1992-07-01,NA
1992-08-01,NA
1992-09-01,NA
1992-10-01,NA
1992-11-01,NA
1992-12-01,NA
1993-01-01,NA
1993-02-01,NA
1993-03-01,NA
1993-04-01,NA
1993-05-01,NA
1993-06-01,NA
1993-07-01,NA
1993-08-01,NA
1993-09-01,NA
1993-10-01,NA
1993-11-01,NA
1993-12-01,NA
1994-01-01,NA
1994-02-01,NA
1994-03-01,NA
1994-04-01,NA
1994-05-01,NA
1994-06-01,NA
