"Date","WPSID69216"
1974-01-01,86.3
1974-02-01,86.5
1974-03-01,88.3
1974-04-01,89.7
1974-05-01,83.8
1974-06-01,82.9
1974-07-01,84.2
1974-08-01,85.5
1974-09-01,82.5
1974-10-01,80.6
1974-11-01,77.6
1974-12-01,71.6
1975-01-01,69.8
1975-02-01,69.2
1975-03-01,68.2
1975-04-01,67.7
1975-05-01,68.8
1975-06-01,66.5
1975-07-01,66.5
1975-08-01,67.7
1975-09-01,71.2
1975-10-01,71.5
1975-11-01,71.9
1975-12-01,73.1
1976-01-01,72.4
1976-02-01,73.8
1976-03-01,74.5
1976-04-01,78.1
1976-05-01,80.6
1976-06-01,82.8
1976-07-01,87.3
1976-08-01,84.1
1976-09-01,84.4
1976-10-01,82.2
1976-11-01,81.8
1976-12-01,81.1
1977-01-01,78.7
1977-02-01,79.7
1977-03-01,81.5
1977-04-01,82.1
1977-05-01,82.5
1977-06-01,79.7
1977-07-01,78.8
1977-08-01,79.2
1977-09-01,79.2
1977-10-01,78.5
1977-11-01,78.4
1977-12-01,80.1
1978-01-01,80.3
1978-02-01,80.6
1978-03-01,80.3
1978-04-01,82.2
1978-05-01,84.6
1978-06-01,87.4
1978-07-01,89.6
1978-08-01,90.4
1978-09-01,92.3
1978-10-01,94.7
1978-11-01,96.3
1978-12-01,96.8
1979-01-01,96.4
1979-02-01,99.6
1979-03-01,104.2
1979-04-01,105.1
1979-05-01,106.7
1979-06-01,111.6
1979-07-01,109.4
1979-08-01,106.4
1979-09-01,106.5
1979-10-01,108.9
1979-11-01,111.3
1979-12-01,111.3
1980-01-01,112.6
1980-02-01,115.3
1980-03-01,111.7
1980-04-01,109.9
1980-05-01,107.2
1980-06-01,106.1
1980-07-01,109.6
1980-08-01,112.4
1980-09-01,116.2
1980-10-01,118.2
1980-11-01,119.8
1980-12-01,119.3
1981-01-01,113.3
1981-02-01,106.2
1981-03-01,108.9
1981-04-01,111.9
1981-05-01,113.7
1981-06-01,115.5
1981-07-01,116.4
1981-08-01,115.5
1981-09-01,112.6
1981-10-01,110.8
1981-11-01,107.5
1981-12-01,106
1982-01-01,101.2
1982-02-01,100.7
1982-03-01,100
1982-04-01,101.1
1982-05-01,102.2
1982-06-01,101
1982-07-01,101.4
1982-08-01,100
1982-09-01,98.9
1982-10-01,97.7
1982-11-01,96.3
1982-12-01,95.9
1983-01-01,97.3
1983-02-01,99.8
1983-03-01,102.2
1983-04-01,102.1
1983-05-01,103.4
1983-06-01,104.8
1983-07-01,106.2
1983-08-01,108.4
1983-09-01,109
1983-10-01,109.1
1983-11-01,109.9
1983-12-01,111.2
1984-01-01,111.5
1984-02-01,113.8
1984-03-01,114.8
1984-04-01,115.1
1984-05-01,115.7
1984-06-01,114.1
1984-07-01,112
1984-08-01,109.6
1984-09-01,110.5
1984-10-01,108.5
1984-11-01,107.7
1984-12-01,107.3
1985-01-01,107.4
1985-02-01,107.2
1985-03-01,107
1985-04-01,107.4
1985-05-01,105.3
1985-06-01,103.6
1985-07-01,104.3
1985-08-01,103.6
1985-09-01,103.3
1985-10-01,103.7
1985-11-01,103
1985-12-01,102.4
1986-01-01,103.6
1986-02-01,103.5
1986-03-01,103.8
1986-04-01,103.9
1986-05-01,104.1
1986-06-01,104.7
1986-07-01,105.3
1986-08-01,99.7
1986-09-01,100.3
1986-10-01,102
1986-11-01,102.8
1986-12-01,104.1
1987-01-01,105.4
1987-02-01,106.2
1987-03-01,106.5
1987-04-01,107.5
1987-05-01,110
1987-06-01,113.2
1987-07-01,115.9
1987-08-01,119.1
1987-09-01,122.8
1987-10-01,126.6
1987-11-01,127.5
1987-12-01,127.9
1988-01-01,129.4
1988-02-01,131.7
1988-03-01,133
1988-04-01,132.1
1988-05-01,130.7
1988-06-01,131.1
1988-07-01,133.2
1988-08-01,134.3
1988-09-01,133.3
1988-10-01,133.6
1988-11-01,136
1988-12-01,137.6
1989-01-01,140.6
1989-02-01,140.3
1989-03-01,140.6
1989-04-01,140.3
1989-05-01,139.8
1989-06-01,137.9
1989-07-01,135.9
1989-08-01,136.8
1989-09-01,137.5
1989-10-01,137.9
1989-11-01,134.9
1989-12-01,132.8
1990-01-01,132.7
1990-02-01,131.6
1990-03-01,133.9
1990-04-01,137
1990-05-01,138
1990-06-01,137.3
1990-07-01,138
1990-08-01,140.1
1990-09-01,139.9
1990-10-01,138.4
1990-11-01,135.7
1990-12-01,133.8
1991-01-01,134.2
1991-02-01,133.7
1991-03-01,131.8
1991-04-01,131.7
1991-05-01,130.4
1991-06-01,126.1
1991-07-01,125.4
1991-08-01,125.8
1991-09-01,125.7
1991-10-01,125.4
1991-11-01,124.4
1991-12-01,123.4
1992-01-01,123.4
1992-02-01,125.2
1992-03-01,127.7
1992-04-01,128.4
1992-05-01,129.1
1992-06-01,128.8
1992-07-01,129.6
1992-08-01,130.4
1992-09-01,130.4
1992-10-01,128.9
1992-11-01,128.2
1992-12-01,130.5
1993-01-01,135
1993-02-01,136.8
1993-03-01,137
1993-04-01,138.4
1993-05-01,140.3
1993-06-01,140.3
1993-07-01,142.1
1993-08-01,140.4
1993-09-01,140.7
1993-10-01,142.6
1993-11-01,144.1
1993-12-01,145.3
1994-01-01,148.3
1994-02-01,151
1994-03-01,151.5
1994-04-01,150.7
1994-05-01,149.7
1994-06-01,151.2
1994-07-01,155.5
1994-08-01,158.8
1994-09-01,160.5
1994-10-01,161.3
1994-11-01,166.6
1994-12-01,169.9
1995-01-01,174.5
1995-02-01,176.5
1995-03-01,177.8
1995-04-01,180.2
1995-05-01,179.6
1995-06-01,179.5
1995-07-01,176.4
1995-08-01,173.4
1995-09-01,170.9
1995-10-01,166.6
1995-11-01,163.6
1995-12-01,162.3
1996-01-01,162.6
1996-02-01,162.1
1996-03-01,158.2
1996-04-01,156.7
1996-05-01,157.6
1996-06-01,154.6
1996-07-01,152.2
1996-08-01,152.5
1996-09-01,153.5
1996-10-01,153.3
1996-11-01,153
1996-12-01,153.6
1997-01-01,156.2
1997-02-01,157.6
1997-03-01,158.7
1997-04-01,155.8
1997-05-01,157
1997-06-01,156.9
1997-07-01,155.7
1997-08-01,156.8
1997-09-01,155.8
1997-10-01,156.7
1997-11-01,156.5
1997-12-01,154.2
1998-01-01,150.4
1998-02-01,150.1
1998-03-01,148.7
1998-04-01,147.3
1998-05-01,146.2
1998-06-01,145.9
1998-07-01,143.4
1998-08-01,139.4
1998-09-01,137.6
1998-10-01,134
1998-11-01,131.6
1998-12-01,129.4
1999-01-01,128.7
1999-02-01,130.5
1999-03-01,129.6
1999-04-01,128.7
1999-05-01,130.5
1999-06-01,131.6
1999-07-01,133.6
1999-08-01,136.3
