"Date","WPSID69216"
1999-09-01,138.8
1999-10-01,142.5
1999-11-01,144.4
1999-12-01,147.6
2000-01-01,150.5
2000-02-01,151.3
2000-03-01,150.5
2000-04-01,148.8
2000-05-01,147.8
2000-06-01,145.1
2000-07-01,142.8
2000-08-01,141.2
2000-09-01,142.9
2000-10-01,142.1
2000-11-01,139.6
2000-12-01,139.5
2001-01-01,138.7
2001-02-01,136.5
2001-03-01,135
2001-04-01,131.3
2001-05-01,130.9
2001-06-01,129.7
2001-07-01,130.6
2001-08-01,128.4
2001-09-01,128.8
2001-10-01,126.5
2001-11-01,126.2
2001-12-01,125.7
2002-01-01,126.2
2002-02-01,127.5
2002-03-01,128.1
2002-04-01,130.8
2002-05-01,134.2
2002-06-01,138.2
2002-07-01,140.8
2002-08-01,140
2002-09-01,140.2
2002-10-01,140
2002-11-01,141
2002-12-01,141.3
2003-01-01,143.3
2003-02-01,148.1
2003-03-01,147.5
2003-04-01,145.9
2003-05-01,146
2003-06-01,145.7
2003-07-01,148.5
2003-08-01,152.1
2003-09-01,156.2
2003-10-01,160.2
2003-11-01,165.6
2003-12-01,171
2004-01-01,179.7
2004-02-01,190
2004-03-01,195
2004-04-01,187.1
2004-05-01,177.6
2004-06-01,176.3
2004-07-01,195.7
2004-08-01,201.6
2004-09-01,198.3
2004-10-01,204.6
2004-11-01,208.9
2004-12-01,206
2005-01-01,203.7
2005-02-01,200.2
2005-03-01,199.6
2005-04-01,203.5
2005-05-01,196.6
2005-06-01,188.9
2005-07-01,190.5
2005-08-01,200.9
2005-09-01,211.3
2005-10-01,207.7
2005-11-01,214
2005-12-01,216.7
2006-01-01,216.7
2006-02-01,224
2006-03-01,227.1
2006-04-01,238.2
2006-05-01,259.1
2006-06-01,255.3
2006-07-01,259.5
2006-08-01,251.7
2006-09-01,255.2
2006-10-01,249.7
2006-11-01,249.8
2006-12-01,253.7
2007-01-01,257.2
2007-02-01,265.9
2007-03-01,282.7
2007-04-01,285.1
2007-05-01,280.3
2007-06-01,280.7
2007-07-01,283
2007-08-01,284.2
2007-09-01,290.8
2007-10-01,295
2007-11-01,293.4
2007-12-01,294.7
2008-01-01,309.4
2008-02-01,319.5
2008-03-01,329.6
2008-04-01,362.2
2008-05-01,368.9
2008-06-01,372.2
2008-07-01,384.8
2008-08-01,373.5
2008-09-01,338.4
2008-10-01,278.6
2008-11-01,226.9
2008-12-01,223
2009-01-01,226
2009-02-01,224.5
2009-03-01,221.3
2009-04-01,222.1
2009-05-01,232.2
2009-06-01,240.5
2009-07-01,246.6
2009-08-01,263.8
2009-09-01,268.8
2009-10-01,273.8
2009-11-01,274.4
2009-12-01,288.3
2010-01-01,305.2
2010-02-01,306.1
2010-03-01,322.3
2010-04-01,332.9
2010-05-01,328.1
2010-06-01,315.4
2010-07-01,312.8
2010-08-01,324.5
2010-09-01,335.1
2010-10-01,346.1
2010-11-01,355.5
2010-12-01,367.6
2011-01-01,382.5
2011-02-01,391.7
2011-03-01,386.9
2011-04-01,397
2011-05-01,391.6
2011-06-01,396.7
2011-07-01,399.2
2011-08-01,402.4
2011-09-01,401.6
2011-10-01,383.4
2011-11-01,376.5
2011-12-01,375.4
2012-01-01,383.5
2012-02-01,382.8
2012-03-01,386.2
2012-04-01,380.6
2012-05-01,372.5
2012-06-01,355.8
2012-07-01,354.8
2012-08-01,362.6
2012-09-01,366.7
2012-10-01,359.1
2012-11-01,364.3
2012-12-01,368.4
2013-01-01,364.7
2013-02-01,362.8
2013-03-01,365.7
2013-04-01,356.5
2013-05-01,350.1
2013-06-01,347.5
2013-07-01,346.6
2013-08-01,346.1
2013-09-01,342.6
2013-10-01,340.1
2013-11-01,343.2
2013-12-01,347.1
2014-01-01,354.9
2014-02-01,351.2
2014-03-01,349.7
2014-04-01,354.3
2014-05-01,352.4
2014-06-01,347.5
2014-07-01,348.2
2014-08-01,346.2
2014-09-01,346.3
2014-10-01,336.7
2014-11-01,331.6
2014-12-01,329.1
2015-01-01,326
2015-02-01,309.1
2015-03-01,304.5
2015-04-01,304.2
2015-05-01,303.3
2015-06-01,304.3
2015-07-01,302.5
2015-08-01,289.4
2015-09-01,288.8
2015-10-01,281
2015-11-01,270.7
2015-12-01,268.3
2016-01-01,266.7
2016-02-01,268.5
2016-03-01,275.7
2016-04-01,285.4
2016-05-01,294.9
2016-06-01,294.8
2016-07-01,294.8
2016-08-01,296.6
2016-09-01,291.2
2016-10-01,287.2
2016-11-01,294.6
2016-12-01,305
2017-01-01,314.3
2017-02-01,317.3
2017-03-01,324.1
2017-04-01,321.7
2017-05-01,319.5
2017-06-01,321.8
2017-07-01,324.8
2017-08-01,329.5
2017-09-01,335
2017-10-01,325.9
2017-11-01,325.3
2017-12-01,330.9
2018-01-01,339
2018-02-01,339.8
2018-03-01,340.3
2018-04-01,342.3
2018-05-01,343.4
2018-06-01,346.6
2018-07-01,342
2018-08-01,335.7
2018-09-01,333.8
2018-10-01,340.6
2018-11-01,345.6
2018-12-01,341.4
2019-01-01,329.4
2019-02-01,330.7
2019-03-01,332.3
2019-04-01,327.1
2019-05-01,316.7
2019-06-01,316.2
2019-07-01,322.1
2019-08-01,322.5
2019-09-01,319.6
2019-10-01,318.7
2019-11-01,320.1
2019-12-01,323.3
2020-01-01,334.9
2020-02-01,332.3
2020-03-01,333.2
2020-04-01,324
2020-05-01,326
2020-06-01,330.3
2020-07-01,334.9
2020-08-01,346.4
2020-09-01,362.2
2020-10-01,366.6
2020-11-01,377.2
2020-12-01,389.3
2021-01-01,415.7
2021-02-01,416.1
2021-03-01,419.3
2021-04-01,433.3
2021-05-01,471.4
2021-06-01,477.4
2021-07-01,487.174
2021-08-01,495.124
2021-09-01,483.889
2021-10-01,481.557
2021-11-01,499.76
2021-12-01,479.377
2022-01-01,476.808
2022-02-01,487.765
2022-03-01,528.766
2022-04-01,543.805
2022-05-01,520.819
2022-06-01,511.603
2022-07-01,481.258
2022-08-01,483.441
2022-09-01,480.75
2022-10-01,460.814
2022-11-01,457.406
2022-12-01,449.759
2023-01-01,459.408
2023-02-01,460.923
2023-03-01,456.898
2023-04-01,465.233
2023-05-01,455.375
2023-06-01,447.947
2023-07-01,433.864
2023-08-01,434.103
2023-09-01,431.108
2023-10-01,430.546
2023-11-01,433.637
