"Date","WPUIP336411"
2014-02-01,100
2014-03-01,100.1
2014-04-01,100.1
2014-05-01,100.3
2014-06-01,100.3
2014-07-01,100.5
2014-08-01,100.6
2014-09-01,100.7
2014-10-01,100.9
2014-11-01,101
2014-12-01,100.9
2015-01-01,101.3
2015-02-01,101
2015-03-01,101
2015-04-01,100.9
2015-05-01,101
2015-06-01,100.7
2015-07-01,100.8
2015-08-01,100.8
2015-09-01,100.7
2015-10-01,100.7
2015-11-01,100.5
2015-12-01,100.4
2016-01-01,100.9
2016-02-01,100.9
2016-03-01,101
2016-04-01,101
2016-05-01,101.2
2016-06-01,101.4
2016-07-01,101.6
2016-08-01,101.5
2016-09-01,101.3
2016-10-01,101.4
2016-11-01,101.3
2016-12-01,101.7
2017-01-01,102
2017-02-01,102.3
2017-03-01,102.5
2017-04-01,102.8
2017-05-01,102.8
2017-06-01,102.8
2017-07-01,102.6
2017-08-01,102.7
2017-09-01,102.8
2017-10-01,103.1
2017-11-01,103.2
2017-12-01,103.2
2018-01-01,103.7
2018-02-01,104.2
2018-03-01,104.3
2018-04-01,104.8
2018-05-01,104.9
2018-06-01,105.3
2018-07-01,105.4
2018-08-01,105.3
2018-09-01,105.3
2018-10-01,105.6
2018-11-01,105.9
2018-12-01,105.9
2019-01-01,106.4
2019-02-01,106.5
2019-03-01,106.9
2019-04-01,107.1
2019-05-01,107.1
2019-06-01,107.3
2019-07-01,107.1
2019-08-01,107.3
2019-09-01,107.3
2019-10-01,107.1
2019-11-01,107.3
2019-12-01,107.5
2020-01-01,108
2020-02-01,107.7
2020-03-01,107.8
2020-04-01,107.3
2020-05-01,107.3
2020-06-01,107.7
2020-07-01,107.8
2020-08-01,108.3
2020-09-01,108.7
2020-10-01,109.1
2020-11-01,109.6
2020-12-01,111
2021-01-01,112.4
2021-02-01,113
2021-03-01,114.3
2021-04-01,116.2
2021-05-01,116.8
2021-06-01,117.9
2021-07-01,119.622
2021-08-01,120.369
2021-09-01,120.953
2021-10-01,121.949
2021-11-01,122.497
2021-12-01,123.482
2022-01-01,124.478
2022-02-01,124.188
2022-03-01,124.563
2022-04-01,125.321
2022-05-01,126.524
2022-06-01,126.93
2022-07-01,126.792
2022-08-01,126.146
2022-09-01,126.251
2022-10-01,126.042
2022-11-01,126.358
2022-12-01,125.962
2023-01-01,127.434
2023-02-01,128.417
2023-03-01,129.275
2023-04-01,129.467
2023-05-01,129.504
2023-06-01,129.498
2023-07-01,129.144
2023-08-01,129.33
2023-09-01,129.393
2023-10-01,129.425
2023-11-01,129.644
