"Date","WPUFD432"
2009-11-01,100
2009-12-01,100
2010-01-01,100.5
2010-02-01,100.6
2010-03-01,100.5
2010-04-01,100.9
2010-05-01,100.9
2010-06-01,100.8
2010-07-01,100.8
2010-08-01,100.8
2010-09-01,100.7
2010-10-01,101.1
2010-11-01,101.1
2010-12-01,101.1
2011-01-01,101.6
2011-02-01,101.6
2011-03-01,101.7
2011-04-01,102.3
2011-05-01,102.4
2011-06-01,102.5
2011-07-01,103.4
2011-08-01,103.6
2011-09-01,103.6
2011-10-01,104.8
2011-11-01,104.9
2011-12-01,104.9
2012-01-01,105.6
2012-02-01,105.5
2012-03-01,105.8
2012-04-01,106.1
2012-05-01,106.1
2012-06-01,106.2
2012-07-01,106.1
2012-08-01,106.1
2012-09-01,106.1
2012-10-01,106.2
2012-11-01,106.1
2012-12-01,106.1
2013-01-01,106.7
2013-02-01,106.9
2013-03-01,106.8
2013-04-01,107.1
2013-05-01,107.2
2013-06-01,107.2
2013-07-01,107.7
2013-08-01,107.8
2013-09-01,108
2013-10-01,109.2
2013-11-01,109.3
2013-12-01,109.3
2014-01-01,110.1
2014-02-01,110.2
2014-03-01,110.2
2014-04-01,110.6
2014-05-01,110.6
2014-06-01,110.8
2014-07-01,111
2014-08-01,111.1
2014-09-01,111.1
2014-10-01,111.7
2014-11-01,111.8
2014-12-01,111.9
2015-01-01,112.1
2015-02-01,112.2
2015-03-01,112.2
2015-04-01,112.4
2015-05-01,112.6
2015-06-01,112.6
2015-07-01,113.1
2015-08-01,113.1
2015-09-01,113.2
2015-10-01,114.2
2015-11-01,114.2
2015-12-01,114.2
2016-01-01,113.7
2016-02-01,113.7
2016-03-01,113.7
2016-04-01,114.5
2016-05-01,114.6
2016-06-01,114.6
2016-07-01,113.6
2016-08-01,113.7
2016-09-01,113.8
2016-10-01,114.6
2016-11-01,114.6
2016-12-01,114.5
2017-01-01,115
2017-02-01,115
2017-03-01,115.1
2017-04-01,115.5
2017-05-01,115.7
2017-06-01,115.8
2017-07-01,117.4
2017-08-01,117.5
2017-09-01,117.4
2017-10-01,118.1
2017-11-01,118
2017-12-01,118
2018-01-01,118.9
2018-02-01,119
2018-03-01,119
2018-04-01,120.2
2018-05-01,120.3
2018-06-01,120.4
2018-07-01,120.8
2018-08-01,120.9
2018-09-01,121
2018-10-01,123.4
2018-11-01,123.5
2018-12-01,123.5
2019-01-01,124.4
2019-02-01,124.7
2019-03-01,124.7
2019-04-01,126.5
2019-05-01,127
2019-06-01,127.1
2019-07-01,127.8
2019-08-01,127.9
2019-09-01,127.9
2019-10-01,128.3
2019-11-01,128.3
2019-12-01,128.4
2020-01-01,129.2
2020-02-01,129.3
2020-03-01,129
2020-04-01,129.6
2020-05-01,129.6
2020-06-01,129.5
2020-07-01,130.1
2020-08-01,130
2020-09-01,129.8
2020-10-01,129.4
2020-11-01,129.6
2020-12-01,129.5
2021-01-01,129.8
2021-02-01,130
2021-03-01,130.2
2021-04-01,131.8
2021-05-01,132.5
2021-06-01,133
2021-07-01,135.098
2021-08-01,135.809
2021-09-01,136.363
2021-10-01,142.215
2021-11-01,142.645
2021-12-01,142.568
2022-01-01,146.508
2022-02-01,147.209
2022-03-01,148.227
2022-04-01,153.034
2022-05-01,153.784
2022-06-01,154.515
2022-07-01,160.649
2022-08-01,160.853
2022-09-01,161.302
2022-10-01,165.435
2022-11-01,165.506
2022-12-01,165.484
2023-01-01,168.44
2023-02-01,168.54
2023-03-01,168.856
2023-04-01,168.449
2023-05-01,168.673
2023-06-01,168.65
2023-07-01,166.901
2023-08-01,167.011
2023-09-01,167.078
2023-10-01,166.549
2023-11-01,166.454
