"Date","WPS081"
1967-01-01,31.1
1967-02-01,30.7
1967-03-01,30.4
1967-04-01,30.4
1967-05-01,30.8
1967-06-01,32.1
1967-07-01,32.5
1967-08-01,33.2
1967-09-01,33.9
1967-10-01,33.9
1967-11-01,33.7
1967-12-01,33.9
1968-01-01,34
1968-02-01,34.2
1968-03-01,34.6
1968-04-01,35.3
1968-05-01,36.1
1968-06-01,37.1
1968-07-01,38.3
1968-08-01,39.2
1968-09-01,39.6
1968-10-01,40.6
1968-11-01,41.5
1968-12-01,43.2
1969-01-01,44.3
1969-02-01,45.7
1969-03-01,47.4
1969-04-01,47.3
1969-05-01,45
1969-06-01,42.2
1969-07-01,39.8
1969-08-01,39.3
1969-09-01,38.8
1969-10-01,38.8
1969-11-01,39.4
1969-12-01,39
1970-01-01,38.3
1970-02-01,36.7
1970-03-01,35.6
1970-04-01,35.5
1970-05-01,35.8
1970-06-01,36.3
1970-07-01,36.1
1970-08-01,36.6
1970-09-01,36.9
1970-10-01,37.3
1970-11-01,37.1
1970-12-01,36.8
1971-01-01,37.2
1971-02-01,38.8
1971-03-01,40.7
1971-04-01,41.3
1971-05-01,41.5
1971-06-01,42.8
1971-07-01,45.7
1971-08-01,47.3
1971-09-01,47.4
1971-10-01,46.9
1971-11-01,47.3
1971-12-01,48.1
1972-01-01,49.2
1972-02-01,49.1
1972-03-01,48.5
1972-04-01,48.6
1972-05-01,48.7
1972-06-01,49.8
1972-07-01,51.1
1972-08-01,52.1
1972-09-01,52.7
1972-10-01,54.3
1972-11-01,55.8
1972-12-01,56.3
1973-01-01,56.3
1973-02-01,59.3
1973-03-01,62.3
1973-04-01,64.9
1973-05-01,67.2
1973-06-01,67.2
1973-07-01,66.3
1973-08-01,66.9
1973-09-01,69.3
1973-10-01,70.2
1973-11-01,70.9
1973-12-01,71.9
1974-01-01,71
1974-02-01,69
1974-03-01,70.5
1974-04-01,72.1
1974-05-01,70.5
1974-06-01,68.7
1974-07-01,67.9
1974-08-01,66
1974-09-01,64
1974-10-01,60.1
1974-11-01,60
1974-12-01,59.1
1975-01-01,58.4
1975-02-01,58.6
1975-03-01,58
1975-04-01,59.1
1975-05-01,62.5
1975-06-01,62.3
1975-07-01,62.8
1975-08-01,63.3
1975-09-01,63.1
1975-10-01,64
1975-11-01,64.9
1975-12-01,66.5
1976-01-01,68.8
1976-02-01,70.7
1976-03-01,73.5
1976-04-01,72.3
1976-05-01,71.9
1976-06-01,70.9
1976-07-01,74.2
1976-08-01,75.5
1976-09-01,78
1976-10-01,79.6
1976-11-01,81.5
1976-12-01,83
1977-01-01,83.7
1977-02-01,83.1
1977-03-01,84.8
1977-04-01,84.9
1977-05-01,85.9
1977-06-01,85.9
1977-07-01,89.1
1977-08-01,91.3
1977-09-01,95.6
1977-10-01,94
1977-11-01,93.8
1977-12-01,94.7
1978-01-01,97
1978-02-01,99.1
1978-03-01,99.7
1978-04-01,100.9
1978-05-01,102.2
1978-06-01,104.6
1978-07-01,103.4
1978-08-01,104.2
1978-09-01,105
1978-10-01,107.1
1978-11-01,111.7
1978-12-01,109.4
1979-01-01,109.3
1979-02-01,109.8
1979-03-01,112.7
1979-04-01,113.7
1979-05-01,114.3
1979-06-01,115
1979-07-01,113.9
1979-08-01,116
1979-09-01,118
1979-10-01,119.4
1979-11-01,116
1979-12-01,110.1
1980-01-01,109.5
1980-02-01,110.8
1980-03-01,109.9
