"Date","WPUIP32610013"
2014-03-01,100
2014-04-01,100.5
2014-05-01,100.2
2014-06-01,99.7
2014-07-01,100.3
2014-08-01,100.9
2014-09-01,101.5
2014-10-01,101.5
2014-11-01,100.4
2014-12-01,98.3
2015-01-01,95.3
2015-02-01,93.6
2015-03-01,91.4
2015-04-01,91.2
2015-05-01,91.5
2015-06-01,91.9
2015-07-01,91.6
2015-08-01,90.7
2015-09-01,88.7
2015-10-01,87.8
2015-11-01,87.4
2015-12-01,87.4
2016-01-01,86.4
2016-02-01,86.7
2016-03-01,85.8
2016-04-01,86
2016-05-01,86.9
2016-06-01,87.8
2016-07-01,87.6
2016-08-01,87.9
2016-09-01,88.2
2016-10-01,89.7
2016-11-01,89.1
2016-12-01,87.8
2017-01-01,88.5
2017-02-01,90.1
2017-03-01,92.3
2017-04-01,93.5
2017-05-01,92.9
2017-06-01,92.6
2017-07-01,91.9
2017-08-01,91.9
2017-09-01,92.7
2017-10-01,94.2
2017-11-01,95
2017-12-01,95.1
2018-01-01,93.8
2018-02-01,94.3
2018-03-01,95.6
2018-04-01,95
2018-05-01,96.3
2018-06-01,96.9
2018-07-01,98.4
2018-08-01,99.6
2018-09-01,99
2018-10-01,99.4
2018-11-01,98.1
2018-12-01,96.6
2019-01-01,94.7
2019-02-01,93.2
2019-03-01,92
2019-04-01,91.6
2019-05-01,92.2
2019-06-01,91.2
2019-07-01,91.2
2019-08-01,91.4
2019-09-01,91.1
2019-10-01,91.4
2019-11-01,90.6
2019-12-01,89.1
2020-01-01,88.9
2020-02-01,90
2020-03-01,89.7
2020-04-01,85.7
2020-05-01,83.7
2020-06-01,84.1
2020-07-01,85.4
2020-08-01,87.1
2020-09-01,87.8
2020-10-01,90.6
2020-11-01,91
2020-12-01,92.6
2021-01-01,95.3
2021-02-01,99.2
2021-03-01,106.8
2021-04-01,111.9
2021-05-01,115.1
2021-06-01,119.4
2021-07-01,122.274
2021-08-01,124.72
2021-09-01,124.603
2021-10-01,125.413
2021-11-01,124.97
2021-12-01,122.367
2022-01-01,119.896
2022-02-01,120.286
2022-03-01,120.786
2022-04-01,124.881
2022-05-01,127.272
2022-06-01,128.822
2022-07-01,127.156
2022-08-01,124.323
2022-09-01,123.356
2022-10-01,121.233
2022-11-01,116.529
2022-12-01,115.348
2023-01-01,113.982
2023-02-01,115.785
2023-03-01,116.418
2023-04-01,117.782
2023-05-01,116.793
2023-06-01,114.977
2023-07-01,111.755
2023-08-01,110.795
2023-09-01,110.676
2023-10-01,109.112
2023-11-01,109.07
