"Date","WPUIP2311302"
2014-12-01,100
2015-01-01,100.5
2015-02-01,101.1
2015-03-01,101.2
2015-04-01,101.3
2015-05-01,101.8
2015-06-01,101.6
2015-07-01,102
2015-08-01,101.6
2015-09-01,100.7
2015-10-01,100.5
2015-11-01,100.7
2015-12-01,100.2
2016-01-01,100.6
2016-02-01,101.1
2016-03-01,100.9
2016-04-01,101.3
2016-05-01,101.6
2016-06-01,102.6
2016-07-01,102.5
2016-08-01,102.1
2016-09-01,101.7
2016-10-01,101.7
2016-11-01,101.8
2016-12-01,102.4
2017-01-01,102.6
2017-02-01,102.9
2017-03-01,103.5
2017-04-01,103.5
2017-05-01,103.9
2017-06-01,103.8
2017-07-01,103.8
2017-08-01,105.3
2017-09-01,104.1
2017-10-01,104.7
2017-11-01,105.2
2017-12-01,106
2018-01-01,106.5
2018-02-01,107.9
2018-03-01,108.4
2018-04-01,108.9
2018-05-01,109.9
2018-06-01,110.9
2018-07-01,110.8
2018-08-01,110
2018-09-01,109.5
2018-10-01,110.6
2018-11-01,110.3
2018-12-01,110.9
2019-01-01,110.4
2019-02-01,110.3
2019-03-01,111.6
2019-04-01,112.9
2019-05-01,111.2
2019-06-01,110.9
2019-07-01,111.4
2019-08-01,112.1
2019-09-01,113
2019-10-01,111.8
2019-11-01,111.8
2019-12-01,112.6
2020-01-01,113.4
2020-02-01,112.9
2020-03-01,113.2
2020-04-01,113.7
2020-05-01,112.7
2020-06-01,115.5
2020-07-01,116.3
2020-08-01,121.8
2020-09-01,128.2
2020-10-01,128.4
2020-11-01,123.2
2020-12-01,124.8
2021-01-01,130.1
2021-02-01,132.4
2021-03-01,134.1
2021-04-01,140.1
2021-05-01,149.5
2021-06-01,155.9
2021-07-01,148.608
2021-08-01,143.105
2021-09-01,140.353
2021-10-01,140.375
2021-11-01,136.968
2021-12-01,137.953
2022-01-01,146.107
2022-02-01,153.289
2022-03-01,164.364
2022-04-01,164.225
2022-05-01,161.018
2022-06-01,155.605
2022-07-01,151.055
2022-08-01,146.345
2022-09-01,143.871
2022-10-01,144.689
2022-11-01,145.414
2022-12-01,141.54
2023-01-01,142.886
2023-02-01,142.398
2023-03-01,142.94
2023-04-01,143.263
2023-05-01,142.119
2023-06-01,142.841
2023-07-01,144.95
2023-08-01,145.138
2023-09-01,146.037
2023-10-01,146.969
2023-11-01,146.91
