"Date","WPUIP2311202"
2014-12-01,100
2015-01-01,100.5
2015-02-01,101.4
2015-03-01,101.3
2015-04-01,101.2
2015-05-01,101.8
2015-06-01,101.7
2015-07-01,102.3
2015-08-01,101.7
2015-09-01,100.8
2015-10-01,100.6
2015-11-01,101
2015-12-01,100.6
2016-01-01,100.9
2016-02-01,101.5
2016-03-01,101.2
2016-04-01,101.7
2016-05-01,102
2016-06-01,103.1
2016-07-01,102.8
2016-08-01,102.7
2016-09-01,102.3
2016-10-01,102.1
2016-11-01,102.4
2016-12-01,102.9
2017-01-01,103.1
2017-02-01,103.2
2017-03-01,103.9
2017-04-01,103.7
2017-05-01,104.3
2017-06-01,104.1
2017-07-01,104.1
2017-08-01,105.9
2017-09-01,104.5
2017-10-01,104.9
2017-11-01,105.4
2017-12-01,106.4
2018-01-01,106.8
2018-02-01,108.4
2018-03-01,109
2018-04-01,109.6
2018-05-01,110.8
2018-06-01,112
2018-07-01,111.7
2018-08-01,110.9
2018-09-01,110.5
2018-10-01,111.4
2018-11-01,111
2018-12-01,111.6
2019-01-01,110.8
2019-02-01,110.6
2019-03-01,112
2019-04-01,113.4
2019-05-01,111.4
2019-06-01,111
2019-07-01,111.8
2019-08-01,112.5
2019-09-01,113.4
2019-10-01,111.8
2019-11-01,111.9
2019-12-01,112.9
2020-01-01,113.7
2020-02-01,113
2020-03-01,113.4
2020-04-01,114.2
2020-05-01,113.1
2020-06-01,116.5
2020-07-01,117.5
2020-08-01,124.4
2020-09-01,132.2
2020-10-01,132
2020-11-01,125.1
2020-12-01,126.5
2021-01-01,132.9
2021-02-01,135.5
2021-03-01,137.4
2021-04-01,144.2
2021-05-01,155.2
2021-06-01,162.6
2021-07-01,153.47
2021-08-01,146.511
2021-09-01,143.38
2021-10-01,143.273
2021-11-01,139.161
2021-12-01,140.276
2022-01-01,149.472
2022-02-01,157.917
2022-03-01,170.498
2022-04-01,169.946
2022-05-01,165.754
2022-06-01,159.281
2022-07-01,153.785
2022-08-01,148.272
2022-09-01,145.185
2022-10-01,146.151
2022-11-01,146.89
2022-12-01,142.432
2023-01-01,143.631
2023-02-01,142.915
2023-03-01,143.388
2023-04-01,143.598
2023-05-01,142.393
2023-06-01,143.325
2023-07-01,145.758
2023-08-01,145.838
2023-09-01,147.199
2023-10-01,147.935
2023-11-01,147.879
