"Date","WPUIP23120021"
2014-12-01,100
2015-01-01,100.7
2015-02-01,100.1
2015-03-01,100.9
2015-04-01,101
2015-05-01,102.3
2015-06-01,101.7
2015-07-01,102.5
2015-08-01,102.2
2015-09-01,101.4
2015-10-01,101.4
2015-11-01,101.2
2015-12-01,99.9
2016-01-01,100.6
2016-02-01,100.8
2016-03-01,101.1
2016-04-01,101
2016-05-01,101.3
2016-06-01,102.6
2016-07-01,103
2016-08-01,101.6
2016-09-01,101.3
2016-10-01,101
2016-11-01,100.6
2016-12-01,102.4
2017-01-01,102
2017-02-01,102.8
2017-03-01,103
2017-04-01,103.8
2017-05-01,104.2
2017-06-01,104.5
2017-07-01,104.4
2017-08-01,105.7
2017-09-01,105
2017-10-01,105.7
2017-11-01,105.8
2017-12-01,106
2018-01-01,106.7
2018-02-01,107.4
2018-03-01,107.8
2018-04-01,109
2018-05-01,110
2018-06-01,110.6
2018-07-01,110.9
2018-08-01,109.5
2018-09-01,108.6
2018-10-01,111
2018-11-01,110.7
2018-12-01,111.2
2019-01-01,111.6
2019-02-01,111.1
2019-03-01,112.4
2019-04-01,114.1
2019-05-01,113.5
2019-06-01,113.9
2019-07-01,113.7
2019-08-01,115.2
2019-09-01,116.2
2019-10-01,115.2
2019-11-01,115.4
2019-12-01,117
2020-01-01,117.2
2020-02-01,116.2
2020-03-01,116.6
2020-04-01,115.4
2020-05-01,114.9
2020-06-01,117.3
2020-07-01,117.9
2020-08-01,121.1
2020-09-01,123.8
2020-10-01,125.4
2020-11-01,125.9
2020-12-01,130.9
2021-01-01,136.6
2021-02-01,136
2021-03-01,138.3
2021-04-01,144.1
2021-05-01,154.4
2021-06-01,160.5
2021-07-01,161.871
2021-08-01,164.682
2021-09-01,162.055
2021-10-01,161.751
2021-11-01,156.733
2021-12-01,157.62
2022-01-01,160.924
2022-02-01,162.085
2022-03-01,173.953
2022-04-01,178.92
2022-05-01,180.812
2022-06-01,174.912
2022-07-01,172.024
2022-08-01,166.017
2022-09-01,164.105
2022-10-01,163.543
2022-11-01,163.811
2022-12-01,160.081
2023-01-01,162.533
2023-02-01,162.333
2023-03-01,165.752
2023-04-01,168.379
2023-05-01,163.591
2023-06-01,164.234
2023-07-01,165.459
2023-08-01,163.756
2023-09-01,163.02
2023-10-01,167.05
2023-11-01,166.385
