"Date","WPUSI094011"
1982-10-01,101.2
1982-11-01,101
1982-12-01,101
1983-01-01,102.6
1983-02-01,102.3
1983-03-01,102.9
1983-04-01,102.7
1983-05-01,102.7
1983-06-01,102.4
1983-07-01,102.6
1983-08-01,102.7
1983-09-01,103.2
1983-10-01,103.3
1983-11-01,103.2
1983-12-01,103.6
1984-01-01,105.1
1984-02-01,105.4
1984-03-01,105.6
1984-04-01,105.6
1984-05-01,106.1
1984-06-01,105.2
1984-07-01,105.8
1984-08-01,105.8
1984-09-01,106
1984-10-01,106
1984-11-01,105.9
1984-12-01,105.9
1985-01-01,106.8
1985-02-01,107
1985-03-01,107.2
1985-04-01,107.9
1985-05-01,107.6
1985-06-01,107.9
1985-07-01,109.2
1985-08-01,109.1
1985-09-01,108.7
1985-10-01,108.8
1985-11-01,108.9
1985-12-01,108.9
1986-01-01,108.8
1986-02-01,109.1
1986-03-01,109.1
1986-04-01,109.1
1986-05-01,109.2
1986-06-01,108.1
1986-07-01,109.1
1986-08-01,109
1986-09-01,108.6
1986-10-01,109
1986-11-01,109.2
1986-12-01,108.6
1987-01-01,109.5
1987-02-01,108.8
1987-03-01,109.8
1987-04-01,110.2
1987-05-01,109
1987-06-01,109.6
1987-07-01,110.2
1987-08-01,110.4
1987-09-01,110.4
1987-10-01,110.7
1987-11-01,110.8
1987-12-01,111.6
1988-01-01,112.7
1988-02-01,113.2
1988-03-01,113.5
1988-04-01,113.6
1988-05-01,113.7
1988-06-01,114.1
1988-07-01,114.6
1988-08-01,114.6
1988-09-01,114.6
1988-10-01,115.3
1988-11-01,115.1
1988-12-01,115.3
1989-01-01,116
1989-02-01,116.3
1989-03-01,116.5
1989-04-01,116.6
1989-05-01,116.3
1989-06-01,116.5
1989-07-01,116.9
1989-08-01,117.4
1989-09-01,117.4
1989-10-01,117.4
1989-11-01,117.5
1989-12-01,117.6
1990-01-01,119.6
1990-02-01,119.5
1990-03-01,119.6
1990-04-01,119.6
1990-05-01,119.2
1990-06-01,119.3
1990-07-01,119.8
1990-08-01,119.8
1990-09-01,119.9
1990-10-01,119.9
1990-11-01,119.8
1990-12-01,119.9
1991-01-01,120
1991-02-01,120.6
1991-03-01,120.7
1991-04-01,120.8
1991-05-01,120.6
1991-06-01,120.5
1991-07-01,121.2
1991-08-01,121.2
1991-09-01,121.4
1991-10-01,121.4
1991-11-01,121.4
1991-12-01,121.5
1992-01-01,122.5
1992-02-01,123.2
1992-03-01,123.1
1992-04-01,123.2
1992-05-01,122.9
1992-06-01,123.1
1992-07-01,123.5
1992-08-01,123.6
1992-09-01,124.2
1992-10-01,124.4
1992-11-01,124.4
1992-12-01,124.5
1993-01-01,125.2
1993-02-01,125.5
1993-03-01,125.6
1993-04-01,125.7
1993-05-01,125.5
1993-06-01,125.5
1993-07-01,126
1993-08-01,126.2
1993-09-01,126.2
1993-10-01,126.3
1993-11-01,125.7
1993-12-01,125.4
1994-01-01,125.8
1994-02-01,126
1994-03-01,126.1
1994-04-01,126.2
1994-05-01,125.9
1994-06-01,125.9
1994-07-01,126.6
1994-08-01,126.8
1994-09-01,126.8
1994-10-01,126.9
1994-11-01,127
1994-12-01,127
1995-01-01,127.1
1995-02-01,128.5
1995-03-01,128.5
1995-04-01,128.7
1995-05-01,128.2
1995-06-01,128.2
1995-07-01,128.5
1995-08-01,128.5
1995-09-01,128.6
1995-10-01,129.2
1995-11-01,129.3
1995-12-01,128.9
1996-01-01,129.3
1996-02-01,129.6
1996-03-01,129.6
1996-04-01,129.9
1996-05-01,129.9
1996-06-01,130
1996-07-01,130.2
1996-08-01,130.2
1996-09-01,130.5
1996-10-01,130.8
1996-11-01,130.9
1996-12-01,130.9
1997-01-01,130.8
1997-02-01,131
1997-03-01,131
1997-04-01,131
1997-05-01,131
1997-06-01,131
1997-07-01,131.3
1997-08-01,131.3
1997-09-01,131.4
1997-10-01,131.6
1997-11-01,131.8
1997-12-01,131.2
1998-01-01,130.9
1998-02-01,131
1998-03-01,131
1998-04-01,131.3
1998-05-01,131.3
1998-06-01,131.3
1998-07-01,131.3
1998-08-01,130.9
1998-09-01,130.9
1998-10-01,131.1
1998-11-01,131
1998-12-01,131
1999-01-01,131.2
1999-02-01,131.4
1999-03-01,131.5
1999-04-01,131.5
1999-05-01,131.6
1999-06-01,131.6
1999-07-01,131.7
1999-08-01,131.6
1999-09-01,131.7
1999-10-01,131.6
1999-11-01,131.9
1999-12-01,132.5
2000-01-01,132.6
2000-02-01,132.7
2000-03-01,132.7
2000-04-01,132.8
2000-05-01,132.3
2000-06-01,132.4
2000-07-01,132.4
2000-08-01,132.3
2000-09-01,132.6
2000-10-01,132.6
2000-11-01,132.7
2000-12-01,132.7
2001-01-01,132.9
2001-02-01,132.9
2001-03-01,130.8
2001-04-01,130.2
2001-05-01,130.2
2001-06-01,130.2
2001-07-01,129.6
2001-08-01,129.7
2001-09-01,129.7
2001-10-01,129.8
2001-11-01,129.8
2001-12-01,129.8
2002-01-01,129.8
2002-02-01,129.7
2002-03-01,129.7
2002-04-01,129.7
2002-05-01,129.7
2002-06-01,129.7
2002-07-01,129.7
2002-08-01,129.5
2002-09-01,129.6
2002-10-01,129.6
2002-11-01,129.3
2002-12-01,129.3
2003-01-01,129.8
2003-02-01,129.8
2003-03-01,130
2003-04-01,129.8
2003-05-01,129.9
2003-06-01,129.7
2003-07-01,129.9
2003-08-01,129.5
2003-09-01,129.5
2003-10-01,129.5
2003-11-01,129.4
2003-12-01,129.4
2004-01-01,129.3
2004-02-01,129.5
2004-03-01,129.5
2004-04-01,130
2004-05-01,130
2004-06-01,130
2004-07-01,129.8
2004-08-01,129.8
2004-09-01,130.4
2004-10-01,130.4
2004-11-01,130.2
2004-12-01,130.2
2005-01-01,130.4
2005-02-01,130.4
2005-03-01,131
2005-04-01,131.6
2005-05-01,131.7
2005-06-01,132.8
2005-07-01,133.1
2005-08-01,133
2005-09-01,133
2005-10-01,132.6
2005-11-01,132.5
2005-12-01,132.5
2006-01-01,132.4
2006-02-01,132.7
2006-03-01,132.7
2006-04-01,133
2006-05-01,133.2
2006-06-01,133.3
2006-07-01,133.2
2006-08-01,133.6
2006-09-01,133.1
2006-10-01,134.1
2006-11-01,133.9
2006-12-01,134.4
2007-01-01,134.7
2007-02-01,134.7
2007-03-01,134.8
2007-04-01,134.8
2007-05-01,134.8
2007-06-01,134.9
2007-07-01,134.9
2007-08-01,135.3
2007-09-01,135.3
2007-10-01,135.7
2007-11-01,135.7
2007-12-01,135.7
2008-01-01,135.7
2008-02-01,135.7
2008-03-01,135.3
2008-04-01,135.7
2008-05-01,135.7
2008-06-01,135.7
2008-07-01,136.1
2008-08-01,136.1
2008-09-01,136.1
2008-10-01,136.7
2008-11-01,136.5
2008-12-01,136.5
2009-01-01,136.4
2009-02-01,138.2
2009-03-01,138.9
2009-04-01,139.3
2009-05-01,139.2
2009-06-01,139.2
2009-07-01,139
2009-08-01,139.1
2009-09-01,139.4
2009-10-01,140.7
2009-11-01,140.1
2009-12-01,140.1
2010-01-01,140.2
2010-02-01,140.2
2010-03-01,140.2
2010-04-01,140.3
2010-05-01,140.3
2010-06-01,140.3
2010-07-01,140.5
2010-08-01,140.9
2010-09-01,140.9
2010-10-01,141.5
2010-11-01,141.5
2010-12-01,142.1
2011-01-01,142.1
2011-02-01,143.7
2011-03-01,143.8
2011-04-01,145.2
2011-05-01,145.9
2011-06-01,145.6
2011-07-01,146.1
2011-08-01,146.1
2011-09-01,146.5
2011-10-01,146.7
2011-11-01,147.4
2011-12-01,147.8
2012-01-01,145.9
2012-02-01,145.9
2012-03-01,146.1
2012-04-01,146.9
2012-05-01,147.1
2012-06-01,147.1
2012-07-01,147.1
2012-08-01,147.2
2012-09-01,147.3
2012-10-01,147.3
2012-11-01,147.3
2012-12-01,147.3
2013-01-01,147.3
2013-02-01,147
2013-03-01,147.3
2013-04-01,147.4
2013-05-01,147.3
2013-06-01,147.3
2013-07-01,147.4
2013-08-01,147.4
2013-09-01,147.4
2013-10-01,147.4
2013-11-01,147.5
2013-12-01,147.5
2014-01-01,147.5
2014-02-01,147.5
2014-03-01,147.5
2014-04-01,147.7
2014-05-01,147.8
2014-06-01,147.8
2014-07-01,147.8
2014-08-01,147.8
2014-09-01,147.9
2014-10-01,148
2014-11-01,148
2014-12-01,148
2015-01-01,149.1
2015-02-01,149
2015-03-01,148.3
2015-04-01,149.1
2015-05-01,149.1
2015-06-01,149.1
2015-07-01,149.1
2015-08-01,149.1
2015-09-01,149.1
2015-10-01,149.1
2015-11-01,149.1
2015-12-01,149.1
2016-01-01,149.1
2016-02-01,149.1
2016-03-01,149.1
2016-04-01,149.1
2016-05-01,149.2
2016-06-01,149.2
2016-07-01,149.2
2016-08-01,149.2
2016-09-01,149.2
2016-10-01,149.2
2016-11-01,149.2
2016-12-01,149.9
2017-01-01,149.9
2017-02-01,149.9
2017-03-01,150
2017-04-01,150.2
2017-05-01,150.4
2017-06-01,150.4
2017-07-01,150.5
2017-08-01,150.5
2017-09-01,150.9
2017-10-01,150.9
2017-11-01,150.9
2017-12-01,150.9
2018-01-01,150.9
2018-02-01,151.1
2018-03-01,151.1
2018-04-01,151.3
2018-05-01,151.3
2018-06-01,151.3
2018-07-01,151.3
2018-08-01,151.3
2018-09-01,151.3
2018-10-01,151.3
2018-11-01,151.4
2018-12-01,152
2019-01-01,152
2019-02-01,152.1
2019-03-01,152.1
2019-04-01,152.3
2019-05-01,152.5
2019-06-01,152.5
2019-07-01,152.6
2019-08-01,152.6
2019-09-01,152.7
2019-10-01,152.7
2019-11-01,152.7
2019-12-01,152.7
2020-01-01,152.7
2020-02-01,152.8
2020-03-01,152.8
2020-04-01,152.8
2020-05-01,152.8
2020-06-01,152.8
2020-07-01,152.8
2020-08-01,152.8
2020-09-01,153.3
2020-10-01,153.4
2020-11-01,153.4
2020-12-01,153.4
2021-01-01,153.4
2021-02-01,153.4
2021-03-01,153.4
2021-04-01,153.9
2021-05-01,153.9
2021-06-01,153.9
2021-07-01,153.919
2021-08-01,155.462
2021-09-01,155.462
2021-10-01,155.462
2021-11-01,154.334
2021-12-01,154.334
2022-01-01,158.031
2022-02-01,158.031
2022-03-01,158.031
2022-04-01,158.769
2022-05-01,158.769
2022-06-01,158.769
2022-07-01,158.769
2022-08-01,158.769
2022-09-01,158.769
2022-10-01,158.769
2022-11-01,158.769
2022-12-01,158.769
2023-01-01,158.769
2023-02-01,158.769
2023-03-01,158.769
2023-04-01,158.769
2023-05-01,159.706
2023-06-01,159.706
2023-07-01,159.706
2023-08-01,159.706
2023-09-01,159.706
2023-10-01,159.83
2023-11-01,159.83
