"Date","WPUIP2311102"
2014-12-01,100
2015-01-01,100.2
2015-02-01,100.7
2015-03-01,100.8
2015-04-01,101.2
2015-05-01,101.3
2015-06-01,101.3
2015-07-01,101.8
2015-08-01,101.7
2015-09-01,100.7
2015-10-01,100.4
2015-11-01,100.4
2015-12-01,100.5
2016-01-01,101.8
2016-02-01,102.5
2016-03-01,102.3
2016-04-01,102.6
2016-05-01,102.7
2016-06-01,103.5
2016-07-01,103.8
2016-08-01,103.4
2016-09-01,103.3
2016-10-01,103.1
2016-11-01,103.5
2016-12-01,104
2017-01-01,104.4
2017-02-01,104.6
2017-03-01,105.1
2017-04-01,105.3
2017-05-01,105.6
2017-06-01,105.7
2017-07-01,105.8
2017-08-01,107.2
2017-09-01,106.2
2017-10-01,106.8
2017-11-01,107.3
2017-12-01,108.1
2018-01-01,108.7
2018-02-01,109.8
2018-03-01,110.2
2018-04-01,110.8
2018-05-01,111.5
2018-06-01,112.4
2018-07-01,112.5
2018-08-01,112
2018-09-01,111.6
2018-10-01,112.6
2018-11-01,112.3
2018-12-01,112.8
2019-01-01,112.7
2019-02-01,112.6
2019-03-01,113.7
2019-04-01,114.9
2019-05-01,113.6
2019-06-01,113.4
2019-07-01,113.9
2019-08-01,114.5
2019-09-01,115.2
2019-10-01,113.9
2019-11-01,113.7
2019-12-01,114.3
2020-01-01,115.2
2020-02-01,114.8
2020-03-01,115.4
2020-04-01,115.1
2020-05-01,113.9
2020-06-01,116.1
2020-07-01,116.9
2020-08-01,121.4
2020-09-01,126.8
2020-10-01,127
2020-11-01,122.9
2020-12-01,124.4
2021-01-01,130.2
2021-02-01,132.8
2021-03-01,134.8
2021-04-01,141.5
2021-05-01,151.4
2021-06-01,158.2
2021-07-01,150.038
2021-08-01,143.803
2021-09-01,141.048
2021-10-01,140.988
2021-11-01,137.269
2021-12-01,138.136
2022-01-01,147.112
2022-02-01,154.979
2022-03-01,166.834
2022-04-01,166.446
2022-05-01,162.801
2022-06-01,156.983
2022-07-01,152.125
2022-08-01,147.162
2022-09-01,144.481
2022-10-01,145.413
2022-11-01,146.099
2022-12-01,141.829
2023-01-01,143.268
2023-02-01,142.471
2023-03-01,143.325
2023-04-01,143.43
2023-05-01,142.124
2023-06-01,142.915
2023-07-01,145.004
2023-08-01,145.353
2023-09-01,146.459
2023-10-01,147.33
2023-11-01,147.052
